geohash6,lat,lon,pop_proxy,puskesmas_count,klinik_count,rs_count,faskes_aplicares_count,nearest_rs_minutes_p95_proxy,equity_index_proxy,flood_risk,earthquake_risk,landslide_risk
-5.724771_112.678826,-5.7247710000000005,112.678826,255.87,0,0,0,0,45.025587,2.5587,0.0,0.0,0.0
-5.724771_112.687159,-5.7247710000000005,112.68715900000001,301.3,0,0,0,0,45.03013,3.013,0.0,0.0,0.0
-5.733104_112.637161,-5.733104,112.637161,470.83,0,0,0,0,45.047083,4.7082999999999995,0.0,0.0,0.0
-5.733104_112.653827,-5.733104,112.653827,630.81,0,0,0,0,45.063081,6.3081,0.0,0.0,0.0
-5.733104_112.662160,-5.733104,112.66216,420.54,0,0,0,0,45.042054,4.2054,0.0,0.0,0.0
-5.733104_112.678826,-5.733104,112.678826,313.56,0,0,0,0,45.031356,3.1356,0.0,0.0,0.0
-5.733104_112.687159,-5.733104,112.68715900000001,305.68,0,0,0,0,45.030568,3.0568,0.0,0.0,0.0
-5.733104_112.695492,-5.733104,112.695492,309.97,0,0,0,0,45.030997,3.0997000000000003,0.0,0.0,0.0
-5.733104_112.703825,-5.733104,112.703825,373.96,0,0,0,0,45.037396,3.7396,0.0,0.0,0.0
-5.733104_112.712158,-5.733104,112.712158,237.27,0,0,0,0,45.023727,2.3727,0.0,0.0,0.0
-5.733104_112.720491,-5.733104,112.720491,232.13,0,0,0,0,45.023213,2.3213,0.0,0.0,0.0
-5.741437_112.628828,-5.741437,112.628828,297.29,0,0,0,0,45.029729,2.9729,0.0,0.0,0.0
-5.741437_112.637161,-5.741437,112.637161,429.64,0,0,0,0,45.042964,4.2964,0.0,0.0,0.0
-5.741437_112.645494,-5.741437,112.645494,438.72,0,0,0,0,45.043872,4.3872,0.0,0.0,0.0
-5.741437_112.653827,-5.741437,112.653827,373.87,0,0,0,0,45.037387,3.7387,0.0,0.0,0.0
-5.741437_112.662160,-5.741437,112.66216,359.88,0,0,0,0,45.035988,3.5987999999999998,0.0,0.0,0.0
-5.741437_112.670493,-5.741437,112.67049300000001,350.71,0,0,0,0,45.035071,3.5071,0.0,0.0,0.0
-5.741437_112.678826,-5.741437,112.678826,266.69,0,0,0,0,45.026669,2.6669,0.0,0.0,0.0
-5.741437_112.687159,-5.741437,112.68715900000001,215.08,0,0,0,0,45.021508,2.1508000000000003,0.0,0.0,0.0
-5.741437_112.695492,-5.741437,112.695492,256.23,0,0,0,0,45.025623,2.5623,0.0,0.0,0.0
-5.741437_112.703825,-5.741437,112.703825,294.48,0,0,0,0,45.029448,2.9448000000000003,0.0,0.0,0.0
-5.741437_112.712158,-5.741437,112.712158,237.28,0,0,0,0,45.023728,2.3728,0.0,0.0,0.0
-5.741437_112.720491,-5.741437,112.720491,242.89,0,0,0,0,45.024289,2.4289,0.0,0.0,0.0
-5.741437_112.728824,-5.741437,112.728824,245.59,0,0,0,0,45.024559,2.4559,0.0,0.0,0.0
-5.749770_112.612162,-5.74977,112.612162,193.71,0,0,0,0,45.019371,1.9371,0.0,0.0,0.0
-5.749770_112.620495,-5.74977,112.620495,174.52,0,0,0,0,45.017452,1.7452,0.0,0.0,0.0
-5.749770_112.628828,-5.74977,112.628828,281.56,0,0,0,0,45.028156,2.8156,0.0,0.0,0.0
-5.749770_112.637161,-5.74977,112.637161,467.37,0,0,0,0,45.046737,4.6737,0.0,0.0,0.0
-5.749770_112.645494,-5.74977,112.645494,402.71,0,0,0,0,45.040271,4.0271,0.0,0.0,0.0
-5.749770_112.653827,-5.74977,112.653827,197.46,0,0,0,0,45.019746,1.9746000000000001,0.0,0.0,0.0
-5.749770_112.662160,-5.74977,112.66216,219.18,0,0,0,0,45.021918,2.1918,0.0,0.0,0.0
-5.749770_112.670493,-5.74977,112.67049300000001,293.85,0,0,0,0,45.029385,2.9385000000000003,0.0,0.0,0.0
-5.749770_112.678826,-5.74977,112.678826,228.42,0,0,0,0,45.022842,2.2842,0.0,0.0,0.0
-5.749770_112.687159,-5.74977,112.68715900000001,189.94,0,0,0,0,45.018994,1.8994,0.0,0.0,0.0
-5.749770_112.695492,-5.74977,112.695492,135.77,0,0,0,0,45.013577,1.3577000000000001,0.0,0.0,0.0
-5.749770_112.703825,-5.74977,112.703825,171.91,0,0,0,0,45.017191,1.7191,0.0,0.0,0.0
-5.749770_112.712158,-5.74977,112.712158,200.83,0,0,0,0,45.020083,2.0083,0.0,0.0,0.0
-5.749770_112.720491,-5.74977,112.720491,263.97,0,0,0,0,45.026397,2.6397000000000004,0.0,0.0,0.0
-5.749770_112.728824,-5.74977,112.728824,295.27,0,0,0,0,45.029527,2.9526999999999997,0.0,0.0,0.0
-5.758103_112.612162,-5.758103,112.612162,268.06,0,0,0,0,45.026806,2.6806,0.0,0.0,0.0
-5.758103_112.620495,-5.758103,112.620495,240.95,0,0,0,0,45.024095,2.4095,0.0,0.0,0.0
-5.758103_112.628828,-5.758103,112.628828,239.53,0,0,0,0,45.023953,2.3953,0.0,0.0,0.0
-5.758103_112.637161,-5.758103,112.637161,354.13,0,0,0,0,45.035413,3.5413,0.0,0.0,0.0
-5.758103_112.645494,-5.758103,112.645494,388.36,0,0,0,0,45.038836,3.8836,0.0,0.0,0.0
-5.758103_112.653827,-5.758103,112.653827,184.9,0,0,0,0,45.01849,1.849,0.0,0.0,0.0
-5.758103_112.662160,-5.758103,112.66216,190.74,0,0,0,0,45.019074,1.9074,0.0,0.0,0.0
-5.758103_112.670493,-5.758103,112.67049300000001,217.58,0,0,0,0,45.021758,2.1758,0.0,0.0,0.0
-5.758103_112.678826,-5.758103,112.678826,186.15,0,0,0,0,45.018615,1.8615000000000002,0.0,0.0,0.0
-5.758103_112.687159,-5.758103,112.68715900000001,156.83,0,0,0,0,45.015683,1.5683,0.0,0.0,0.0
-5.758103_112.695492,-5.758103,112.695492,106.17,0,0,0,0,45.010617,1.0617,0.0,0.0,0.0
-5.758103_112.703825,-5.758103,112.703825,159.1,0,0,0,0,45.01591,1.591,0.0,0.0,0.0
-5.758103_112.712158,-5.758103,112.712158,208.98,0,0,0,0,45.020898,2.0898,0.0,0.0,0.0
-5.758103_112.720491,-5.758103,112.720491,337.88,0,0,0,0,45.033788,3.3788,0.0,0.0,0.0
-5.758103_112.728824,-5.758103,112.728824,395.16,0,0,0,0,45.039516,3.9516000000000004,0.0,0.0,0.0
-5.766436_112.587163,-5.766436,112.587163,129.15,0,0,0,0,45.012915,1.2915,0.0,0.0,0.0
-5.766436_112.612162,-5.766436,112.612162,387.14,0,0,0,0,45.038714,3.8714,0.0,0.0,0.0
-5.766436_112.620495,-5.766436,112.620495,306.85,0,0,0,0,45.030685,3.0685000000000002,0.0,0.0,0.0
-5.766436_112.628828,-5.766436,112.628828,228.72,0,0,0,0,45.022872,2.2872,0.0,0.0,0.0
-5.766436_112.637161,-5.766436,112.637161,209.79,0,0,0,0,45.020979,2.0979,0.0,0.0,0.0
-5.766436_112.645494,-5.766436,112.645494,262.69,0,0,0,0,45.026269,2.6269,0.0,0.0,0.0
-5.766436_112.653827,-5.766436,112.653827,203.53,0,0,0,0,45.020353,2.0353,0.0,0.0,0.0
-5.766436_112.662160,-5.766436,112.66216,150.02,0,0,0,0,45.015002,1.5002000000000002,0.0,0.0,0.0
-5.766436_112.670493,-5.766436,112.67049300000001,192.52,0,0,0,0,45.019252,1.9252,0.0,0.0,0.0
-5.766436_112.678826,-5.766436,112.678826,197.38,0,0,0,0,45.019738,1.9738,0.0,0.0,0.0
-5.766436_112.687159,-5.766436,112.68715900000001,140.38,0,0,0,0,45.014038,1.4038,0.0,0.0,0.0
-5.766436_112.695492,-5.766436,112.695492,114.87,0,0,0,0,45.011487,1.1487,0.0,0.0,0.0
-5.766436_112.703825,-5.766436,112.703825,178.77,0,0,0,0,45.017877,1.7877,0.0,0.0,0.0
-5.766436_112.712158,-5.766436,112.712158,198.34,0,0,0,0,45.019834,1.9834,0.0,0.0,0.0
-5.766436_112.720491,-5.766436,112.720491,286.67,0,0,0,0,45.028667,2.8667000000000002,0.0,0.0,0.0
-5.766436_112.728824,-5.766436,112.728824,278.9,0,0,0,0,45.02789,2.7889999999999997,0.0,0.0,0.0
-5.766436_112.737157,-5.766436,112.737157,179.75,0,0,0,0,45.017975,1.7975,0.0,0.0,0.0
-5.774769_112.578830,-5.774769,112.57883,132.92,0,0,0,0,45.013292,1.3292,0.0,0.0,0.0
-5.774769_112.587163,-5.774769,112.587163,188.06,0,0,0,0,45.018806,1.8806,0.0,0.0,0.0
-5.774769_112.595496,-5.774769,112.595496,220.61,0,0,0,0,45.022061,2.2061,0.0,0.0,0.0
-5.774769_112.603829,-5.774769,112.603829,267.44,0,0,0,0,45.026744,2.6744,0.0,0.0,0.0
-5.774769_112.612162,-5.774769,112.612162,397.3,0,0,0,0,45.03973,3.9730000000000003,0.0,0.0,0.0
-5.774769_112.620495,-5.774769,112.620495,289.49,0,0,0,0,45.028949,2.8949000000000003,0.0,0.0,0.0
-5.774769_112.628828,-5.774769,112.628828,226.41,0,0,0,0,45.022641,2.2641,0.0,0.0,0.0
-5.774769_112.637161,-5.774769,112.637161,172.28,0,0,0,0,45.017228,1.7228,0.0,0.0,0.0
-5.774769_112.645494,-5.774769,112.645494,159.03,0,0,0,0,45.015903,1.5903,0.0,0.0,0.0
-5.774769_112.653827,-5.774769,112.653827,159.24,0,0,0,0,45.015924,1.5924,0.0,0.0,0.0
-5.774769_112.662160,-5.774769,112.66216,123.36,0,0,0,0,45.012336,1.2336,0.0,0.0,0.0
-5.774769_112.670493,-5.774769,112.67049300000001,106.18,0,0,0,0,45.010618,1.0618,0.0,0.0,0.0
-5.774769_112.678826,-5.774769,112.678826,179.59,0,0,0,0,45.017959,1.7959,0.0,0.0,0.0
-5.774769_112.687159,-5.774769,112.68715900000001,176.77,0,0,0,0,45.017677,1.7677,0.0,0.0,0.0
-5.774769_112.695492,-5.774769,112.695492,105.46,0,0,0,0,45.010546,1.0546,0.0,0.0,0.0
-5.774769_112.703825,-5.774769,112.703825,153.31,0,0,0,0,45.015331,1.5331000000000001,0.0,0.0,0.0
-5.774769_112.712158,-5.774769,112.712158,175.67,0,0,0,0,45.017567,1.7567,0.0,0.0,0.0
-5.774769_112.720491,-5.774769,112.720491,200.25,0,0,0,0,45.020025,2.0025,0.0,0.0,0.0
-5.774769_112.728824,-5.774769,112.728824,234.22,0,0,0,0,45.023422,2.3422,0.0,0.0,0.0
-5.774769_112.737157,-5.774769,112.737157,208.22,0,0,0,0,45.020822,2.0822,0.0,0.0,0.0
-5.783102_112.587163,-5.783102,112.587163,277.52,0,0,0,0,45.027752,2.7752,0.0,0.0,0.0
-5.783102_112.595496,-5.783102,112.595496,282.12,0,0,0,0,45.028212,2.8212,0.0,0.0,0.0
-5.783102_112.603829,-5.783102,112.603829,228.88,0,0,0,0,45.022888,2.2888,0.0,0.0,0.0
-5.783102_112.612162,-5.783102,112.612162,249.2,0,0,0,0,45.02492,2.492,0.0,0.0,0.0
-5.783102_112.620495,-5.783102,112.620495,262.04,0,0,0,0,45.026204,2.6204,0.0,0.0,0.0
-5.783102_112.628828,-5.783102,112.628828,204.01,0,0,0,0,45.020401,2.0401,0.0,0.0,0.0
-5.783102_112.637161,-5.783102,112.637161,200.24,0,0,0,0,45.020024,2.0024,0.0,0.0,0.0
-5.783102_112.645494,-5.783102,112.645494,152.23,0,0,0,0,45.015223,1.5223,0.0,0.0,0.0
-5.783102_112.653827,-5.783102,112.653827,100.89,0,0,0,0,45.010089,1.0089,0.0,0.0,0.0
-5.783102_112.662160,-5.783102,112.66216,110.92,0,0,0,0,45.011092,1.1092,0.0,0.0,0.0
-5.783102_112.670493,-5.783102,112.67049300000001,128.09,0,0,0,0,45.012809,1.2809,0.0,0.0,0.0
-5.783102_112.678826,-5.783102,112.678826,177.71,0,0,0,0,45.017771,1.7771000000000001,0.0,0.0,0.0
-5.783102_112.687159,-5.783102,112.68715900000001,165.71,0,0,0,0,45.016571,1.6571,0.0,0.0,0.0
-5.783102_112.695492,-5.783102,112.695492,97.85,0,0,0,0,45.009785,0.9784999999999999,0.0,0.0,0.0
-5.783102_112.703825,-5.783102,112.703825,140.65,0,0,0,0,45.014065,1.4065,0.0,0.0,0.0
-5.783102_112.712158,-5.783102,112.712158,190.5,0,0,0,0,45.01905,1.905,0.0,0.0,0.0
-5.783102_112.720491,-5.783102,112.720491,206.33,0,0,0,0,45.020633,2.0633,0.0,0.0,0.0
-5.783102_112.728824,-5.783102,112.728824,268.59,0,0,0,0,45.026859,2.6858999999999997,0.0,0.0,0.0
-5.783102_112.737157,-5.783102,112.737157,247.66,0,0,0,0,45.024766,2.4766,0.0,0.0,0.0
-5.783102_112.745490,-5.783102,112.74549,156.43,0,0,0,0,45.015643,1.5643,0.0,0.0,0.0
-5.791435_112.578830,-5.791435,112.57883,162.81,0,0,0,0,45.016281,1.6281,0.0,0.0,0.0
-5.791435_112.587163,-5.791435,112.587163,216.98,0,0,0,0,45.021698,2.1698,0.0,0.0,0.0
-5.791435_112.595496,-5.791435,112.595496,211.51,0,0,0,0,45.021151,2.1151,0.0,0.0,0.0
-5.791435_112.603829,-5.791435,112.603829,127.79,0,0,0,0,45.012779,1.2779,0.0,0.0,0.0
-5.791435_112.612162,-5.791435,112.612162,115.29,0,0,0,0,45.011529,1.1529,0.0,0.0,0.0
-5.791435_112.620495,-5.791435,112.620495,145.71,0,0,0,0,45.014571,1.4571,0.0,0.0,0.0
-5.791435_112.628828,-5.791435,112.628828,141.87,0,0,0,0,45.014187,1.4187,0.0,0.0,0.0
-5.791435_112.637161,-5.791435,112.637161,170.7,0,0,0,0,45.01707,1.7069999999999999,0.0,0.0,0.0
-5.791435_112.645494,-5.791435,112.645494,138.72,0,0,0,0,45.013872,1.3872,0.0,0.0,0.0
-5.791435_112.653827,-5.791435,112.653827,100.33,0,0,0,0,45.010033,1.0033,0.0,0.0,0.0
-5.791435_112.662160,-5.791435,112.66216,117.6,0,0,0,0,45.01176,1.176,0.0,0.0,0.0
-5.791435_112.670493,-5.791435,112.67049300000001,166.52,0,0,0,0,45.016652,1.6652,0.0,0.0,0.0
-5.791435_112.678826,-5.791435,112.678826,157.33,0,0,0,0,45.015733,1.5733000000000001,0.0,0.0,0.0
-5.791435_112.687159,-5.791435,112.68715900000001,106.93,0,0,0,0,45.010693,1.0693000000000001,0.0,0.0,0.0
-5.791435_112.695492,-5.791435,112.695492,86.54,0,0,0,0,45.008654,0.8654000000000001,0.0,0.0,0.0
-5.791435_112.703825,-5.791435,112.703825,107.7,0,0,0,0,45.01077,1.077,0.0,0.0,0.0
-5.791435_112.712158,-5.791435,112.712158,157.9,0,0,0,0,45.01579,1.579,0.0,0.0,0.0
-5.791435_112.720491,-5.791435,112.720491,195.53,0,0,0,0,45.019553,1.9553,0.0,0.0,0.0
-5.791435_112.728824,-5.791435,112.728824,256.33,0,0,0,0,45.025633,2.5633,0.0,0.0,0.0
-5.791435_112.737157,-5.791435,112.737157,224.18,0,0,0,0,45.022418,2.2418,0.0,0.0,0.0
-5.791435_112.745490,-5.791435,112.74549,159.99,0,0,0,0,45.015999,1.5999,0.0,0.0,0.0
-5.799768_112.578830,-5.799768,112.57883,224.49,0,0,0,0,45.022449,2.2449,0.0,0.0,0.0
-5.799768_112.587163,-5.799768,112.587163,260.17,0,0,0,0,45.026017,2.6017,0.0,0.0,0.0
-5.799768_112.595496,-5.799768,112.595496,188.81,0,0,0,0,45.018881,1.8881000000000001,0.0,0.0,0.0
-5.799768_112.603829,-5.799768,112.603829,109.56,0,0,0,0,45.010956,1.0956000000000001,0.0,0.0,0.0
-5.799768_112.612162,-5.799768,112.612162,119.36,0,0,0,0,45.011936,1.1936,0.0,0.0,0.0
-5.799768_112.620495,-5.799768,112.620495,114.75,0,0,0,0,45.011475,1.1475,0.0,0.0,0.0
-5.799768_112.628828,-5.799768,112.628828,101.51,0,0,0,0,45.010151,1.0151000000000001,0.0,0.0,0.0
-5.799768_112.637161,-5.799768,112.637161,149.38,0,0,0,0,45.014938,1.4938,0.0,0.0,0.0
-5.799768_112.645494,-5.799768,112.645494,163.5,0,0,0,0,45.01635,1.635,0.0,0.0,0.0
-5.799768_112.653827,-5.799768,112.653827,117.43,0,0,0,0,45.011743,1.1743000000000001,0.0,0.0,0.0
-5.799768_112.662160,-5.799768,112.66216,124.49,0,0,0,0,45.012449,1.2449,0.0,0.0,0.0
-5.799768_112.670493,-5.799768,112.67049300000001,187.55,0,0,0,0,45.018755,1.8755000000000002,0.0,0.0,0.0
-5.799768_112.678826,-5.799768,112.678826,168.28,0,0,0,0,45.016828,1.6828,0.0,0.0,0.0
-5.799768_112.687159,-5.799768,112.68715900000001,97.87,0,0,0,0,45.009787,0.9787,0.0,0.0,0.0
-5.799768_112.695492,-5.799768,112.695492,93.67,0,0,0,0,45.009367,0.9367,0.0,0.0,0.0
-5.799768_112.703825,-5.799768,112.703825,141.93,0,0,0,0,45.014193,1.4193,0.0,0.0,0.0
-5.799768_112.712158,-5.799768,112.712158,190.53,0,0,0,0,45.019053,1.9053,0.0,0.0,0.0
-5.799768_112.720491,-5.799768,112.720491,222.95,0,0,0,0,45.022295,2.2295,0.0,0.0,0.0
-5.799768_112.728824,-5.799768,112.728824,293.37,0,0,0,0,45.029337,2.9337,0.0,0.0,0.0
-5.799768_112.737157,-5.799768,112.737157,272.27,0,0,0,0,45.027227,2.7226999999999997,0.0,0.0,0.0
-5.799768_112.770489,-5.799768,112.770489,215.97,0,0,0,0,45.021597,2.1597,0.0,0.0,0.0
-5.808101_112.570497,-5.808101,112.570497,132.82,0,0,0,0,45.013282,1.3281999999999998,0.0,0.0,0.0
-5.808101_112.578830,-5.808101,112.57883,229.85,0,0,0,0,45.022985,2.2984999999999998,0.0,0.0,0.0
-5.808101_112.587163,-5.808101,112.587163,264.2,0,0,0,0,45.02642,2.642,0.0,0.0,0.0
-5.808101_112.595496,-5.808101,112.595496,200.64,0,0,0,0,45.020064,2.0063999999999997,0.0,0.0,0.0
-5.808101_112.603829,-5.808101,112.603829,167.01,0,0,0,0,45.016701,1.6701,0.0,0.0,0.0
-5.808101_112.612162,-5.808101,112.612162,214.14,0,0,0,0,45.021414,2.1414,0.0,0.0,0.0
-5.808101_112.620495,-5.808101,112.620495,205.24,0,0,0,0,45.020524,2.0524,0.0,0.0,0.0
-5.808101_112.628828,-5.808101,112.628828,128.27,0,0,0,0,45.012827,1.2827000000000002,0.0,0.0,0.0
-5.808101_112.637161,-5.808101,112.637161,134.84,0,0,0,0,45.013484,1.3484,0.0,0.0,0.0
-5.808101_112.645494,-5.808101,112.645494,150.66,0,0,0,0,45.015066,1.5066,0.0,0.0,0.0
-5.808101_112.653827,-5.808101,112.653827,116.92,0,0,0,0,45.011692,1.1692,0.0,0.0,0.0
-5.808101_112.662160,-5.808101,112.66216,110.41,0,0,0,0,45.011041,1.1040999999999999,0.0,0.0,0.0
-5.808101_112.670493,-5.808101,112.67049300000001,137.18,0,0,0,0,45.013718,1.3718000000000001,0.0,0.0,0.0
-5.808101_112.678826,-5.808101,112.678826,121.59,0,0,0,0,45.012159,1.2159,0.0,0.0,0.0
-5.808101_112.687159,-5.808101,112.68715900000001,92.7,0,0,0,0,45.00927,0.927,0.0,0.0,0.0
-5.808101_112.695492,-5.808101,112.695492,108.61,0,0,0,0,45.010861,1.0861,0.0,0.0,0.0
-5.808101_112.703825,-5.808101,112.703825,199.56,0,0,0,0,45.019956,1.9956,0.0,0.0,0.0
-5.808101_112.712158,-5.808101,112.712158,300.56,0,0,0,0,45.030056,3.0056,0.0,0.0,0.0
-5.808101_112.720491,-5.808101,112.720491,268.11,0,0,0,0,45.026811,2.6811000000000003,0.0,0.0,0.0
-5.808101_112.728824,-5.808101,112.728824,375.0,0,0,0,0,45.0375,3.75,0.0,0.0,0.0
-5.808101_112.737157,-5.808101,112.737157,276.0,0,0,0,0,45.0276,2.76,0.0,0.0,0.0
-5.808101_112.770489,-5.808101,112.770489,248.96,0,0,0,0,45.024896,2.4896000000000003,0.0,0.0,0.0
-5.808101_112.778822,-5.808101,112.778822,214.83,0,0,0,0,45.021483,2.1483000000000003,0.0,0.0,0.0
-5.816434_112.570497,-5.816434,112.570497,135.33,0,0,0,0,45.013533,1.3533000000000002,0.0,0.0,0.0
-5.816434_112.578830,-5.816434,112.57883,244.71,0,0,0,0,45.024471,2.4471000000000003,0.0,0.0,0.0
-5.816434_112.587163,-5.816434,112.587163,370.59,0,0,0,0,45.037059,3.7058999999999997,0.0,0.0,0.0
-5.816434_112.595496,-5.816434,112.595496,337.64,0,0,0,0,45.033764,3.3764,0.0,0.0,0.0
-5.816434_112.603829,-5.816434,112.603829,356.0,0,0,0,0,45.0356,3.56,0.0,0.0,0.0
-5.816434_112.612162,-5.816434,112.612162,324.14,0,0,0,0,45.032414,3.2414,0.0,0.0,0.0
-5.816434_112.620495,-5.816434,112.620495,244.42,0,0,0,0,45.024442,2.4442,0.0,0.0,0.0
-5.816434_112.628828,-5.816434,112.628828,193.8,0,0,0,0,45.01938,1.9380000000000002,0.0,0.0,0.0
-5.816434_112.637161,-5.816434,112.637161,141.43,0,0,0,0,45.014143,1.4143000000000001,0.0,0.0,0.0
-5.816434_112.645494,-5.816434,112.645494,170.31,0,0,0,0,45.017031,1.7031,0.0,0.0,0.0
-5.816434_112.653827,-5.816434,112.653827,187.61,0,0,0,0,45.018761,1.8761,0.0,0.0,0.0
-5.816434_112.662160,-5.816434,112.66216,175.62,0,0,0,0,45.017562,1.7562,0.0,0.0,0.0
-5.816434_112.670493,-5.816434,112.67049300000001,136.25,0,0,0,0,45.013625,1.3625,0.0,0.0,0.0
