geohash6,lat,lon,pop_proxy,puskesmas_count,klinik_count,rs_count,faskes_aplicares_count,nearest_rs_minutes_p95_proxy,equity_index_proxy,flood_risk,earthquake_risk,landslide_risk
-8.507993_113.287135,-8.507993,113.287135,218.68,0,0,0,0,45.021868,2.1868,0.0,0.0,0.0
-8.507993_113.295468,-8.507993,113.295468,235.15,0,0,0,0,45.023515,2.3515,0.0,0.0,0.0
-8.507993_113.303801,-8.507993,113.303801,172.42,0,0,0,0,45.017242,1.7242,0.0,0.0,0.0
-8.507993_113.312134,-8.507993,113.312134,130.43,0,0,0,0,45.013043,1.3043,0.0,0.0,0.0
-8.507993_113.320467,-8.507993,113.32046700000001,109.97,0,0,0,0,45.010997,1.0997,0.0,0.0,0.0
-8.507993_113.328800,-8.507993,113.3288,85.87,0,0,0,0,45.008587,0.8587,0.0,0.0,0.0
-8.507993_113.337133,-8.507993,113.33713300000001,56.79,0,0,0,0,45.005679,0.5679,0.0,0.0,0.0
-8.507993_113.345466,-8.507993,113.345466,37.79,0,0,0,0,45.003779,0.3779,0.0,0.0,0.0
-8.507993_113.353799,-8.507993,113.353799,35.08,0,0,0,0,45.003508,0.3508,0.0,0.0,0.0
-8.507993_113.362132,-8.507993,113.362132,40.88,0,0,0,0,45.004088,0.40880000000000005,0.0,0.0,0.0
-8.507993_113.612122,-8.507993,113.612122,49.99,0,0,0,0,45.004999,0.4999,0.0,0.0,0.0
-8.507993_113.620455,-8.507993,113.620455,53.65,0,0,0,0,45.005365,0.5365,0.0,0.0,0.0
-8.507993_113.687119,-8.507993,113.687119,124.2,0,0,0,0,45.01242,1.242,0.0,0.0,0.0
-8.507993_113.695452,-8.507993,113.695452,127.28,0,0,0,0,45.012728,1.2728,0.0,0.0,0.0
-8.507993_113.720451,-8.507993,113.720451,126.62,0,0,0,0,45.012662,1.2662,0.0,0.0,0.0
-8.507993_113.728784,-8.507993,113.728784,106.2,0,0,0,0,45.01062,1.062,0.0,0.0,0.0
-8.507993_113.737117,-8.507993,113.737117,61.95,0,0,0,0,45.006195,0.6195,0.0,0.0,0.0
-8.507993_113.745450,-8.507993,113.74545,67.45,0,0,0,0,45.006745,0.6745,0.0,0.0,0.0
-8.507993_113.753783,-8.507993,113.753783,76.99,0,0,0,0,45.007699,0.7698999999999999,0.0,0.0,0.0
-8.507993_113.762116,-8.507993,113.762116,98.49,0,0,0,0,45.009849,0.9849,0.0,0.0,0.0
-8.507993_113.770449,-8.507993,113.770449,118.52,0,0,0,0,45.011852,1.1852,0.0,0.0,0.0
-8.507993_113.778782,-8.507993,113.778782,136.52,0,0,0,0,45.013652,1.3652000000000002,0.0,0.0,0.0
-8.507993_113.803781,-8.507993,113.803781,123.5,0,0,0,0,45.01235,1.235,0.0,0.0,0.0
-8.507993_113.812114,-8.507993,113.81211400000001,116.55,0,0,0,0,45.011655,1.1655,0.0,0.0,0.0
-8.507993_113.820447,-8.507993,113.820447,82.68,0,0,0,0,45.008268,0.8268000000000001,0.0,0.0,0.0
-8.507993_113.828780,-8.507993,113.82878,43.33,0,0,0,0,45.004333,0.43329999999999996,0.0,0.0,0.0
-8.507993_113.837113,-8.507993,113.837113,37.77,0,0,0,0,45.003777,0.37770000000000004,0.0,0.0,0.0
-8.507993_113.845446,-8.507993,113.845446,44.63,0,0,0,0,45.004463,0.44630000000000003,0.0,0.0,0.0
-8.507993_113.853779,-8.507993,113.853779,44.36,0,0,0,0,45.004436,0.4436,0.0,0.0,0.0
-8.507993_113.862112,-8.507993,113.862112,49.87,0,0,0,0,45.004987,0.4987,0.0,0.0,0.0
-8.507993_113.870445,-8.507993,113.870445,50.44,0,0,0,0,45.005044,0.5044,0.0,0.0,0.0
-8.507993_113.878778,-8.507993,113.878778,53.91,0,0,0,0,45.005391,0.5390999999999999,0.0,0.0,0.0
-8.507993_113.887111,-8.507993,113.887111,70.35,0,0,0,0,45.007035,0.7034999999999999,0.0,0.0,0.0
-8.507993_113.895444,-8.507993,113.895444,102.43,0,0,0,0,45.010243,1.0243,0.0,0.0,0.0
-8.507993_113.903777,-8.507993,113.903777,114.43,0,0,0,0,45.011443,1.1443,0.0,0.0,0.0
-8.507993_113.912110,-8.507993,113.91211,95.69,0,0,0,0,45.009569,0.9569,0.0,0.0,0.0
-8.507993_113.920443,-8.507993,113.920443,66.61,0,0,0,0,45.006661,0.6661,0.0,0.0,0.0
-8.507993_113.928776,-8.507993,113.928776,52.25,0,0,0,0,45.005225,0.5225,0.0,0.0,0.0
-8.507993_113.937109,-8.507993,113.937109,53.62,0,0,0,0,45.005362,0.5362,0.0,0.0,0.0
-8.507993_113.945442,-8.507993,113.945442,60.0,0,0,0,0,45.006,0.6,0.0,0.0,0.0
-8.507993_113.953775,-8.507993,113.95377500000001,75.19,0,0,0,0,45.007519,0.7519,0.0,0.0,0.0
-8.507993_113.962108,-8.507993,113.962108,115.85,0,0,0,0,45.011585,1.1584999999999999,0.0,0.0,0.0
-8.507993_113.970441,-8.507993,113.97044100000001,143.61,0,0,0,0,45.014361,1.4361000000000002,0.0,0.0,0.0
-8.507993_113.978774,-8.507993,113.978774,162.12,0,0,0,0,45.016212,1.6212,0.0,0.0,0.0
-8.507993_113.987107,-8.507993,113.98710700000001,211.29,0,0,0,0,45.021129,2.1129,0.0,0.0,0.0
-8.507993_113.995440,-8.507993,113.99544,157.99,0,0,0,0,45.015799,1.5799,0.0,0.0,0.0
-8.507993_114.003773,-8.507993,114.003773,120.35,0,0,0,0,45.012035,1.2035,0.0,0.0,0.0
-8.507993_114.012106,-8.507993,114.012106,133.92,0,0,0,0,45.013392,1.3392,0.0,0.0,0.0
-8.507993_114.020439,-8.507993,114.020439,105.19,0,0,0,0,45.010519,1.0519,0.0,0.0,0.0
-8.507993_114.028772,-8.507993,114.028772,86.75,0,0,0,0,45.008675,0.8675,0.0,0.0,0.0
-8.507993_114.037105,-8.507993,114.037105,74.19,0,0,0,0,45.007419,0.7419,0.0,0.0,0.0
-8.507993_114.045438,-8.507993,114.045438,72.03,0,0,0,0,45.007203,0.7203,0.0,0.0,0.0
-8.507993_114.053771,-8.507993,114.053771,77.14,0,0,0,0,45.007714,0.7714,0.0,0.0,0.0
-8.507993_114.062104,-8.507993,114.062104,86.81,0,0,0,0,45.008681,0.8681,0.0,0.0,0.0
-8.507993_114.070437,-8.507993,114.070437,91.87,0,0,0,0,45.009187,0.9187000000000001,0.0,0.0,0.0
-8.507993_114.078770,-8.507993,114.07877,98.24,0,0,0,0,45.009824,0.9823999999999999,0.0,0.0,0.0
-8.507993_114.087103,-8.507993,114.087103,112.75,0,0,0,0,45.011275,1.1275,0.0,0.0,0.0
-8.507993_114.095436,-8.507993,114.095436,158.28,0,0,0,0,45.015828,1.5828,0.0,0.0,0.0
-8.507993_114.103769,-8.507993,114.103769,284.26,0,0,0,0,45.028426,2.8426,0.0,0.0,0.0
-8.507993_114.112102,-8.507993,114.11210200000001,727.78,0,0,0,0,45.072778,7.2778,0.0,0.0,0.0
-8.507993_114.120435,-8.507993,114.120435,713.81,0,0,0,0,45.071381,7.1381,0.0,0.0,0.0
-8.507993_114.128768,-8.507993,114.12876800000001,477.98,0,0,0,0,45.047798,4.7798,0.0,0.0,0.0
-8.507993_114.137101,-8.507993,114.137101,683.33,0,0,0,0,45.068333,6.8333,0.0,0.0,0.0
-8.507993_114.145434,-8.507993,114.14543400000001,1071.28,0,0,0,0,45.107128,10.7128,0.0,0.0,0.0
-8.507993_114.153767,-8.507993,114.153767,1050.09,0,0,0,0,45.105009,10.5009,0.0,0.0,0.0
-8.507993_114.162100,-8.507993,114.1621,924.02,0,0,0,0,45.092402,9.2402,0.0,0.0,0.0
-8.507993_114.178766,-8.507993,114.178766,1060.71,0,0,0,0,45.106071,10.6071,0.0,0.0,0.0
-8.507993_114.187099,-8.507993,114.187099,2271.46,0,0,0,0,45.227146,22.7146,0.0,0.0,0.0
-8.507993_114.195432,-8.507993,114.195432,2187.64,0,0,0,0,45.218764,21.8764,0.0,0.0,0.0
-8.507993_114.203765,-8.507993,114.203765,2175.47,0,0,0,0,45.217547,21.7547,0.0,0.0,0.0
-8.507993_114.212098,-8.507993,114.212098,2870.48,0,0,0,0,45.287048,28.7048,0.0,0.0,0.0
-8.507993_114.220431,-8.507993,114.220431,2275.26,0,0,0,0,45.227526,22.7526,0.0,0.0,0.0
-8.507993_114.228764,-8.507993,114.228764,1560.73,0,0,0,0,45.156073,15.6073,0.0,0.0,0.0
-8.507993_114.237097,-8.507993,114.237097,1263.57,0,0,0,0,45.126357,12.6357,0.0,0.0,0.0
-8.507993_114.245430,-8.507993,114.24543,980.45,0,0,0,0,45.098045,9.8045,0.0,0.0,0.0
-8.507993_114.253763,-8.507993,114.253763,1131.64,0,0,0,0,45.113164,11.316400000000002,0.0,0.0,0.0
-8.507993_114.262096,-8.507993,114.262096,979.78,0,0,0,0,45.097978,9.7978,0.0,0.0,0.0
-8.507993_114.270429,-8.507993,114.27042900000001,770.71,0,0,0,0,45.077071,7.7071000000000005,0.0,0.0,0.0
-8.507993_114.278762,-8.507993,114.278762,811.5,0,0,0,0,45.08115,8.115,0.0,0.0,0.0
-8.507993_114.287095,-8.507993,114.28709500000001,1115.44,0,0,0,0,45.111544,11.1544,0.0,0.0,0.0
-8.507993_114.295428,-8.507993,114.295428,977.2,0,0,0,0,45.09772,9.772,0.0,0.0,0.0
-8.507993_114.303761,-8.507993,114.30376100000001,1115.51,0,0,0,0,45.111551,11.1551,0.0,0.0,0.0
-8.507993_114.312094,-8.507993,114.312094,1060.34,0,0,0,0,45.106034,10.603399999999999,0.0,0.0,0.0
-8.507993_114.320427,-8.507993,114.320427,834.13,0,0,0,0,45.083413,8.3413,0.0,0.0,0.0
-8.507993_114.328760,-8.507993,114.32876,819.76,0,0,0,0,45.081976,8.1976,0.0,0.0,0.0
-8.507993_114.337093,-8.507993,114.337093,744.48,0,0,0,0,45.074448,7.4448,0.0,0.0,0.0
-8.507993_114.345426,-8.507993,114.345426,546.09,0,0,0,0,45.054609,5.4609000000000005,0.0,0.0,0.0
-8.507993_114.353759,-8.507993,114.353759,455.57,0,0,0,0,45.045557,4.5557,0.0,0.0,0.0
-8.507993_114.362092,-8.507993,114.362092,260.0,0,0,0,0,45.026,2.6,0.0,0.0,0.0
-8.507993_114.387091,-8.507993,114.387091,73.41,0,0,0,0,45.007341,0.7341,0.0,0.0,0.0
-8.507993_114.395424,-8.507993,114.395424,61.22,0,0,0,0,45.006122,0.6122,0.0,0.0,0.0
-8.507993_114.403757,-8.507993,114.403757,46.46,0,0,0,0,45.004646,0.4646,0.0,0.0,0.0
-8.507993_114.412090,-8.507993,114.41209,39.62,0,0,0,0,45.003962,0.3962,0.0,0.0,0.0
-8.516326_113.303801,-8.516326,113.303801,153.97,0,0,0,0,45.015397,1.5397,0.0,0.0,0.0
-8.516326_113.312134,-8.516326,113.312134,131.45,0,0,0,0,45.013145,1.3144999999999998,0.0,0.0,0.0
-8.516326_113.712118,-8.516326,113.712118,87.33,0,0,0,0,45.008733,0.8733,0.0,0.0,0.0
-8.516326_113.720451,-8.516326,113.720451,95.33,0,0,0,0,45.009533,0.9533,0.0,0.0,0.0
-8.516326_113.728784,-8.516326,113.728784,81.07,0,0,0,0,45.008107,0.8107,0.0,0.0,0.0
-8.516326_113.737117,-8.516326,113.737117,61.48,0,0,0,0,45.006148,0.6148,0.0,0.0,0.0
-8.516326_113.745450,-8.516326,113.74545,51.48,0,0,0,0,45.005148,0.5147999999999999,0.0,0.0,0.0
-8.516326_113.753783,-8.516326,113.753783,50.37,0,0,0,0,45.005037,0.5036999999999999,0.0,0.0,0.0
-8.516326_113.762116,-8.516326,113.762116,65.33,0,0,0,0,45.006533,0.6533,0.0,0.0,0.0
-8.516326_113.787115,-8.516326,113.787115,128.88,0,0,0,0,45.012888,1.2888,0.0,0.0,0.0
-8.516326_113.795448,-8.516326,113.79544800000001,129.26,0,0,0,0,45.012926,1.2926,0.0,0.0,0.0
-8.516326_113.803781,-8.516326,113.803781,121.66,0,0,0,0,45.012166,1.2166,0.0,0.0,0.0
-8.516326_113.812114,-8.516326,113.81211400000001,103.89,0,0,0,0,45.010389,1.0389,0.0,0.0,0.0
-8.516326_113.820447,-8.516326,113.820447,62.96,0,0,0,0,45.006296,0.6296,0.0,0.0,0.0
-8.516326_113.828780,-8.516326,113.82878,39.55,0,0,0,0,45.003955,0.39549999999999996,0.0,0.0,0.0
-8.516326_113.837113,-8.516326,113.837113,42.79,0,0,0,0,45.004279,0.4279,0.0,0.0,0.0
-8.516326_113.845446,-8.516326,113.845446,54.87,0,0,0,0,45.005487,0.5487,0.0,0.0,0.0
-8.516326_113.853779,-8.516326,113.853779,60.3,0,0,0,0,45.00603,0.603,0.0,0.0,0.0
-8.516326_113.862112,-8.516326,113.862112,56.15,0,0,0,0,45.005615,0.5615,0.0,0.0,0.0
-8.516326_113.870445,-8.516326,113.870445,65.06,0,0,0,0,45.006506,0.6506000000000001,0.0,0.0,0.0
-8.516326_113.878778,-8.516326,113.878778,69.42,0,0,0,0,45.006942,0.6942,0.0,0.0,0.0
-8.516326_113.887111,-8.516326,113.887111,87.49,0,0,0,0,45.008749,0.8748999999999999,0.0,0.0,0.0
-8.516326_113.895444,-8.516326,113.895444,133.58,0,0,0,0,45.013358,1.3358,0.0,0.0,0.0
-8.516326_113.903777,-8.516326,113.903777,139.17,0,0,0,0,45.013917,1.3917,0.0,0.0,0.0
-8.516326_113.912110,-8.516326,113.91211,125.97,0,0,0,0,45.012597,1.2597,0.0,0.0,0.0
-8.516326_113.920443,-8.516326,113.920443,74.48,0,0,0,0,45.007448,0.7448,0.0,0.0,0.0
-8.516326_113.928776,-8.516326,113.928776,54.29,0,0,0,0,45.005429,0.5428999999999999,0.0,0.0,0.0
-8.516326_113.937109,-8.516326,113.937109,54.1,0,0,0,0,45.00541,0.541,0.0,0.0,0.0
-8.516326_113.945442,-8.516326,113.945442,58.96,0,0,0,0,45.005896,0.5896,0.0,0.0,0.0
-8.516326_113.953775,-8.516326,113.95377500000001,69.82,0,0,0,0,45.006982,0.6981999999999999,0.0,0.0,0.0
-8.516326_113.962108,-8.516326,113.962108,89.73,0,0,0,0,45.008973,0.8973,0.0,0.0,0.0
-8.516326_113.970441,-8.516326,113.97044100000001,140.58,0,0,0,0,45.014058,1.4058000000000002,0.0,0.0,0.0
-8.516326_113.978774,-8.516326,113.978774,178.19,0,0,0,0,45.017819,1.7819,0.0,0.0,0.0
-8.516326_113.987107,-8.516326,113.98710700000001,159.82,0,0,0,0,45.015982,1.5981999999999998,0.0,0.0,0.0
-8.516326_113.995440,-8.516326,113.99544,136.68,0,0,0,0,45.013668,1.3668,0.0,0.0,0.0
-8.516326_114.003773,-8.516326,114.003773,135.91,0,0,0,0,45.013591,1.3591,0.0,0.0,0.0
-8.516326_114.012106,-8.516326,114.012106,163.41,0,0,0,0,45.016341,1.6340999999999999,0.0,0.0,0.0
-8.516326_114.020439,-8.516326,114.020439,131.12,0,0,0,0,45.013112,1.3112000000000001,0.0,0.0,0.0
-8.516326_114.028772,-8.516326,114.028772,99.32,0,0,0,0,45.009932,0.9932,0.0,0.0,0.0
-8.516326_114.037105,-8.516326,114.037105,85.69,0,0,0,0,45.008569,0.8569,0.0,0.0,0.0
-8.516326_114.045438,-8.516326,114.045438,86.87,0,0,0,0,45.008687,0.8687,0.0,0.0,0.0
-8.516326_114.053771,-8.516326,114.053771,91.21,0,0,0,0,45.009121,0.9120999999999999,0.0,0.0,0.0
-8.516326_114.062104,-8.516326,114.062104,97.25,0,0,0,0,45.009725,0.9725,0.0,0.0,0.0
-8.516326_114.070437,-8.516326,114.070437,103.62,0,0,0,0,45.010362,1.0362,0.0,0.0,0.0
-8.516326_114.078770,-8.516326,114.07877,107.85,0,0,0,0,45.010785,1.0785,0.0,0.0,0.0
-8.516326_114.087103,-8.516326,114.087103,123.53,0,0,0,0,45.012353,1.2353,0.0,0.0,0.0
-8.516326_114.095436,-8.516326,114.095436,219.11,0,0,0,0,45.021911,2.1911,0.0,0.0,0.0
-8.516326_114.103769,-8.516326,114.103769,508.48,0,0,0,0,45.050848,5.0848,0.0,0.0,0.0
-8.516326_114.112102,-8.516326,114.11210200000001,801.7,0,0,0,0,45.08017,8.017000000000001,0.0,0.0,0.0
-8.516326_114.120435,-8.516326,114.120435,687.75,0,0,0,0,45.068775,6.8775,0.0,0.0,0.0
-8.516326_114.128768,-8.516326,114.12876800000001,591.37,0,0,0,0,45.059137,5.9137,0.0,0.0,0.0
-8.516326_114.137101,-8.516326,114.137101,585.93,0,0,0,0,45.058593,5.859299999999999,0.0,0.0,0.0
-8.516326_114.145434,-8.516326,114.14543400000001,848.49,0,0,0,0,45.084849,8.4849,0.0,0.0,0.0
-8.516326_114.153767,-8.516326,114.153767,897.49,0,0,0,0,45.089749,8.9749,0.0,0.0,0.0
-8.516326_114.162100,-8.516326,114.1621,623.03,0,0,0,0,45.062303,6.2303,0.0,0.0,0.0
-8.516326_114.170433,-8.516326,114.170433,930.62,0,0,0,0,45.093062,9.3062,0.0,0.0,0.0
-8.516326_114.178766,-8.516326,114.178766,1033.66,0,0,0,0,45.103366,10.3366,0.0,0.0,0.0
-8.516326_114.187099,-8.516326,114.187099,1835.51,0,0,0,0,45.183551,18.3551,0.0,0.0,0.0
-8.516326_114.195432,-8.516326,114.195432,1405.09,0,0,0,0,45.140509,14.050899999999999,0.0,0.0,0.0
-8.516326_114.203765,-8.516326,114.203765,1942.72,0,0,0,0,45.194272,19.4272,0.0,0.0,0.0
-8.516326_114.212098,-8.516326,114.212098,2495.83,0,0,0,0,45.249583,24.958299999999998,0.0,0.0,0.0
-8.516326_114.220431,-8.516326,114.220431,1923.38,0,0,0,0,45.192338,19.233800000000002,0.0,0.0,0.0
-8.516326_114.228764,-8.516326,114.228764,1063.28,0,0,0,0,45.106328,10.6328,0.0,0.0,0.0
-8.516326_114.237097,-8.516326,114.237097,661.79,0,0,0,0,45.066179,6.6179,0.0,0.0,0.0
-8.516326_114.245430,-8.516326,114.24543,619.68,0,0,0,0,45.061968,6.1968,0.0,0.0,0.0
-8.516326_114.253763,-8.516326,114.253763,1239.7,0,0,0,0,45.12397,12.397,0.0,0.0,0.0
-8.516326_114.262096,-8.516326,114.262096,1098.03,0,0,0,0,45.109803,10.9803,0.0,0.0,0.0
-8.516326_114.270429,-8.516326,114.27042900000001,967.55,0,0,0,0,45.096755,9.6755,0.0,0.0,0.0
-8.516326_114.287095,-8.516326,114.28709500000001,1623.21,0,0,0,0,45.162321,16.2321,0.0,0.0,0.0
-8.516326_114.295428,-8.516326,114.295428,1195.98,0,0,0,0,45.119598,11.9598,0.0,0.0,0.0
-8.516326_114.303761,-8.516326,114.30376100000001,961.4,0,0,0,0,45.09614,9.613999999999999,0.0,0.0,0.0
-8.516326_114.312094,-8.516326,114.312094,744.84,0,0,0,0,45.074484,7.4484,0.0,0.0,0.0
-8.516326_114.320427,-8.516326,114.320427,692.27,0,0,0,0,45.069227,6.9227,0.0,0.0,0.0
-8.516326_114.328760,-8.516326,114.32876,525.18,0,0,0,0,45.052518,5.251799999999999,0.0,0.0,0.0
-8.516326_114.337093,-8.516326,114.337093,539.76,0,0,0,0,45.053976,5.3976,0.0,0.0,0.0
-8.516326_114.345426,-8.516326,114.345426,382.55,0,0,0,0,45.038255,3.8255,0.0,0.0,0.0
-8.516326_114.353759,-8.516326,114.353759,233.51,0,0,0,0,45.023351,2.3350999999999997,0.0,0.0,0.0
-8.516326_114.362092,-8.516326,114.362092,189.25,0,0,0,0,45.018925,1.8925,0.0,0.0,0.0
-8.516326_114.378758,-8.516326,114.378758,77.89,0,0,0,0,45.007789,0.7789,0.0,0.0,0.0
-8.516326_114.387091,-8.516326,114.387091,73.1,0,0,0,0,45.00731,0.731,0.0,0.0,0.0
-8.516326_114.395424,-8.516326,114.395424,59.62,0,0,0,0,45.005962,0.5962,0.0,0.0,0.0
-8.516326_114.403757,-8.516326,114.403757,47.69,0,0,0,0,45.004769,0.4769,0.0,0.0,0.0
-8.516326_114.412090,-8.516326,114.41209,42.49,0,0,0,0,45.004249,0.4249,0.0,0.0,0.0
-8.524659_113.712118,-8.524659,113.712118,57.62,0,0,0,0,45.005762,0.5761999999999999,0.0,0.0,0.0
-8.524659_113.720451,-8.524659,113.720451,61.95,0,0,0,0,45.006195,0.6195,0.0,0.0,0.0
-8.524659_113.728784,-8.524659,113.728784,60.12,0,0,0,0,45.006012,0.6012,0.0,0.0,0.0
-8.524659_113.737117,-8.524659,113.737117,43.54,0,0,0,0,45.004354,0.4354,0.0,0.0,0.0
-8.524659_113.745450,-8.524659,113.74545,41.59,0,0,0,0,45.004159,0.41590000000000005,0.0,0.0,0.0
-8.524659_113.753783,-8.524659,113.753783,39.69,0,0,0,0,45.003969,0.3969,0.0,0.0,0.0
-8.524659_113.762116,-8.524659,113.762116,53.27,0,0,0,0,45.005327,0.5327000000000001,0.0,0.0,0.0
-8.524659_113.803781,-8.524659,113.803781,81.64,0,0,0,0,45.008164,0.8164,0.0,0.0,0.0
-8.524659_113.812114,-8.524659,113.81211400000001,68.44,0,0,0,0,45.006844,0.6844,0.0,0.0,0.0
-8.524659_113.820447,-8.524659,113.820447,45.16,0,0,0,0,45.004516,0.45159999999999995,0.0,0.0,0.0
-8.524659_113.828780,-8.524659,113.82878,41.4,0,0,0,0,45.00414,0.414,0.0,0.0,0.0
-8.524659_113.837113,-8.524659,113.837113,53.76,0,0,0,0,45.005376,0.5376,0.0,0.0,0.0
-8.524659_113.845446,-8.524659,113.845446,65.2,0,0,0,0,45.00652,0.652,0.0,0.0,0.0
-8.524659_113.853779,-8.524659,113.853779,68.68,0,0,0,0,45.006868,0.6868000000000001,0.0,0.0,0.0
-8.524659_113.862112,-8.524659,113.862112,75.71,0,0,0,0,45.007571,0.7570999999999999,0.0,0.0,0.0
-8.524659_113.870445,-8.524659,113.870445,92.96,0,0,0,0,45.009296,0.9296,0.0,0.0,0.0
-8.524659_113.878778,-8.524659,113.878778,119.49,0,0,0,0,45.011949,1.1948999999999999,0.0,0.0,0.0
-8.524659_113.887111,-8.524659,113.887111,126.49,0,0,0,0,45.012649,1.2649,0.0,0.0,0.0
-8.524659_113.895444,-8.524659,113.895444,145.16,0,0,0,0,45.014516,1.4516,0.0,0.0,0.0
-8.524659_113.903777,-8.524659,113.903777,130.9,0,0,0,0,45.01309,1.3090000000000002,0.0,0.0,0.0
-8.524659_113.912110,-8.524659,113.91211,104.0,0,0,0,0,45.0104,1.04,0.0,0.0,0.0
-8.524659_113.920443,-8.524659,113.920443,68.27,0,0,0,0,45.006827,0.6827,0.0,0.0,0.0
-8.524659_113.928776,-8.524659,113.928776,57.1,0,0,0,0,45.00571,0.5710000000000001,0.0,0.0,0.0
-8.524659_113.937109,-8.524659,113.937109,60.34,0,0,0,0,45.006034,0.6034,0.0,0.0,0.0
-8.524659_113.945442,-8.524659,113.945442,69.6,0,0,0,0,45.00696,0.696,0.0,0.0,0.0
-8.524659_113.953775,-8.524659,113.95377500000001,88.28,0,0,0,0,45.008828,0.8828,0.0,0.0,0.0
-8.524659_113.962108,-8.524659,113.962108,103.29,0,0,0,0,45.010329,1.0329000000000002,0.0,0.0,0.0
-8.524659_113.970441,-8.524659,113.97044100000001,144.84,0,0,0,0,45.014484,1.4484000000000001,0.0,0.0,0.0
-8.524659_113.978774,-8.524659,113.978774,172.23,0,0,0,0,45.017223,1.7223,0.0,0.0,0.0
-8.524659_113.987107,-8.524659,113.98710700000001,169.8,0,0,0,0,45.01698,1.6980000000000002,0.0,0.0,0.0
-8.524659_113.995440,-8.524659,113.99544,162.06,0,0,0,0,45.016206,1.6206,0.0,0.0,0.0
-8.524659_114.003773,-8.524659,114.003773,188.95,0,0,0,0,45.018895,1.8895,0.0,0.0,0.0
-8.524659_114.012106,-8.524659,114.012106,306.72,0,0,0,0,45.030672,3.0672,0.0,0.0,0.0
-8.524659_114.020439,-8.524659,114.020439,176.52,0,0,0,0,45.017652,1.7652,0.0,0.0,0.0
-8.524659_114.028772,-8.524659,114.028772,135.98,0,0,0,0,45.013598,1.3598,0.0,0.0,0.0
-8.524659_114.037105,-8.524659,114.037105,112.52,0,0,0,0,45.011252,1.1252,0.0,0.0,0.0
-8.524659_114.045438,-8.524659,114.045438,112.07,0,0,0,0,45.011207,1.1207,0.0,0.0,0.0
-8.524659_114.053771,-8.524659,114.053771,116.14,0,0,0,0,45.011614,1.1614,0.0,0.0,0.0
-8.524659_114.062104,-8.524659,114.062104,113.75,0,0,0,0,45.011375,1.1375,0.0,0.0,0.0
-8.524659_114.070437,-8.524659,114.070437,136.2,0,0,0,0,45.01362,1.3619999999999999,0.0,0.0,0.0
-8.524659_114.078770,-8.524659,114.07877,162.28,0,0,0,0,45.016228,1.6228,0.0,0.0,0.0
-8.524659_114.087103,-8.524659,114.087103,175.74,0,0,0,0,45.017574,1.7574,0.0,0.0,0.0
-8.524659_114.095436,-8.524659,114.095436,297.29,0,0,0,0,45.029729,2.9729,0.0,0.0,0.0
-8.524659_114.103769,-8.524659,114.103769,620.17,0,0,0,0,45.062017,6.2017,0.0,0.0,0.0
-8.524659_114.112102,-8.524659,114.11210200000001,871.99,0,0,0,0,45.087199,8.7199,0.0,0.0,0.0
-8.524659_114.120435,-8.524659,114.120435,596.51,0,0,0,0,45.059651,5.9651,0.0,0.0,0.0
-8.524659_114.128768,-8.524659,114.12876800000001,812.01,0,0,0,0,45.081201,8.1201,0.0,0.0,0.0
-8.524659_114.137101,-8.524659,114.137101,688.87,0,0,0,0,45.068887,6.8887,0.0,0.0,0.0
