geohash6,lat,lon,pop_proxy,puskesmas_count,klinik_count,rs_count,faskes_aplicares_count,nearest_rs_minutes_p95_proxy,equity_index_proxy,flood_risk,earthquake_risk,landslide_risk
-6.999720_113.053811,-6.99972,113.053811,220.43,0,1,0,1,45.022043,220.43,0.0,0.0,0.0
-6.891391_112.912150,-6.8913910000000005,112.91215,0.0,0,1,0,1,45.0,0.0,0.0,0.0,0.0
-6.991387_112.912150,-6.9913870000000005,112.91215,707.84,0,1,0,1,45.070784,707.84,0.0,0.0,0.0
-6.899724_113.278802,-6.899724,113.278802,4333.63,0,1,1,2,20.0,2166.815,0.0,0.0,0.0
-6.908057_113.195472,-6.908057,113.195472,1128.73,0,1,0,1,45.112873,1128.73,0.0,0.0,0.0
-6.899724_113.478794,-6.899724,113.47879400000001,4605.85,0,1,0,1,45.460585,4605.85,0.0,0.0,0.0
-6.941389_113.553791,-6.941389,113.553791,2246.07,0,2,1,3,20.0,748.69,0.0,0.0,0.0
-6.899724_113.570457,-6.899724,113.570457,2483.38,1,2,0,3,45.248338,827.7933333333334,0.0,0.0,0.0
-6.966388_113.470461,-6.966388,113.470461,684.52,0,1,0,1,45.068452,684.52,0.0,0.0,0.0
-6.916390_115.562044,-6.91639,115.562044,372.67,1,0,0,1,45.037267,372.67,0.0,0.0,0.0
-6.833060_115.320387,-6.83306,115.320387,430.13,0,1,1,2,20.0,215.065,0.0,0.0,0.0
-6.883058_113.745450,-6.883058,113.74545,1412.25,0,1,0,1,45.141225,1412.25,0.0,0.0,0.0
-6.999720_113.862112,-6.99972,113.862112,3052.02,0,2,0,2,45.305202,1526.01,0.0,0.0,0.0
-6.999720_113.878778,-6.99972,113.878778,1801.03,0,1,0,1,45.180103,1801.03,0.0,0.0,0.0
-6.949722_113.870445,-6.949722,113.870445,1125.9,0,1,0,1,45.11259,1125.9,0.0,0.0,0.0
-6.999720_113.903777,-6.99972,113.903777,1060.59,0,1,0,1,45.106059,1060.59,0.0,0.0,0.0
-6.899724_113.753783,-6.899724,113.753783,941.99,0,1,0,1,45.094199,941.99,0.0,0.0,0.0
-6.999720_113.953775,-6.99972,113.95377500000001,1125.96,0,1,0,1,45.112596,1125.96,0.0,0.0,0.0
-6.908057_113.812114,-6.908057,113.81211400000001,878.31,0,1,0,1,45.087831,878.31,0.0,0.0,0.0
-6.974721_114.095436,-6.974721,114.095436,690.43,1,1,0,2,45.069043,345.215,0.0,0.0,0.0
-6.999720_112.562164,-6.99972,112.562164,2191.39,1,0,0,1,45.219139,2191.39,0.0,0.0,0.0
-6.974721_112.453835,-6.974721,112.453835,722.34,1,0,0,1,45.072234,722.34,0.0,0.0,0.0
-6.908057_112.453835,-6.908057,112.453835,1412.1,1,0,0,1,45.14121,1412.1,0.0,0.0,0.0
-6.924723_112.545498,-6.924723,112.545498,957.25,1,0,0,1,45.095725,957.25,0.0,0.0,0.0
-6.949722_112.503833,-6.949722,112.503833,980.98,1,0,0,1,45.098098,980.98,0.0,0.0,0.0
-6.899724_112.103849,-6.899724,112.103849,1621.28,1,0,0,1,45.162128,1621.28,0.0,0.0,0.0
-6.899724_112.137181,-6.899724,112.137181,0.0,1,0,0,1,45.0,0.0,0.0,0.0,0.0
-6.908057_112.078850,-6.908057,112.07885,4167.05,1,0,0,1,45.416705,4167.05,0.0,0.0,0.0
-6.933056_112.062184,-6.9330560000000006,112.062184,1562.48,1,0,0,1,45.156248,1562.48,0.0,0.0,0.0
-6.883058_111.987187,-6.883058,111.987187,2599.14,1,0,0,1,45.259914,2599.14,0.0,0.0,0.0
-6.866392_111.953855,-6.866392,111.953855,593.68,1,0,0,1,45.059368,593.68,0.0,0.0,0.0
-6.908057_111.887191,-6.908057,111.887191,800.02,1,0,0,1,45.080002,800.02,0.0,0.0,0.0
-6.891391_111.862192,-6.8913910000000005,111.86219200000001,320.3,1,0,0,1,45.03203,320.3,0.0,0.0,0.0
-6.949722_111.878858,-6.949722,111.87885800000001,828.87,1,0,0,1,45.082887,828.87,0.0,0.0,0.0
-6.783062_111.778862,-6.783062,111.778862,1666.65,1,0,0,1,45.166665,1666.65,0.0,0.0,0.0
-6.958055_111.903857,-6.958055,111.903857,695.63,1,0,0,1,45.069563,695.63,0.0,0.0,0.0
-6.908057_111.628868,-6.908057,111.628868,414.78,1,0,0,1,45.041478,414.78,0.0,0.0,0.0
-6.899724_111.678866,-6.899724,111.678866,413.79,1,0,0,1,45.041379,413.79,0.0,0.0,0.0
-6.866392_111.620535,-6.866392,111.620535,670.22,1,0,0,1,45.067022,670.22,0.0,0.0,0.0
-6.974721_111.712198,-6.974721,111.712198,769.34,1,0,0,1,45.076934,769.34,0.0,0.0,0.0
-6.974721_111.787195,-6.974721,111.787195,1341.21,1,0,0,1,45.134121,1341.21,0.0,0.0,0.0
-6.891391_112.062184,-6.8913910000000005,112.062184,5073.7,0,1,0,1,45.50737,5073.7,0.0,0.0,0.0
-6.999720_112.295508,-6.99972,112.295508,618.87,1,0,0,1,45.061887,618.87,0.0,0.0,0.0
-6.941389_112.837153,-6.941389,112.837153,4118.17,1,0,0,1,45.411817,4118.17,0.0,0.0,0.0
-6.949722_112.845486,-6.949722,112.84548600000001,2550.57,1,0,0,1,45.255057,2550.57,0.0,0.0,0.0
-6.991387_112.945482,-6.9913870000000005,112.945482,779.61,1,0,0,1,45.077961,779.61,0.0,0.0,0.0
-6.899724_112.903817,-6.899724,112.903817,2162.16,1,0,0,1,45.216216,2162.16,0.0,0.0,0.0
-6.891391_112.962148,-6.8913910000000005,112.962148,3326.87,1,0,0,1,45.332687,3326.87,0.0,0.0,0.0
-6.941389_113.028812,-6.941389,113.028812,788.69,1,0,0,1,45.078869,788.69,0.0,0.0,0.0
-6.891391_113.003813,-6.8913910000000005,113.00381300000001,774.08,1,0,0,1,45.077408,774.08,0.0,0.0,0.0
-6.999720_113.278802,-6.99972,113.278802,1022.79,1,0,0,1,45.102279,1022.79,0.0,0.0,0.0
-6.891391_113.295468,-6.8913910000000005,113.295468,1634.59,1,0,0,1,45.163459,1634.59,0.0,0.0,0.0
-6.941389_113.278802,-6.941389,113.278802,1555.94,1,0,0,1,45.155594,1555.94,0.0,0.0,0.0
-6.899724_113.153807,-6.899724,113.153807,2825.23,1,0,0,1,45.282523,2825.23,0.0,0.0,0.0
-6.899724_113.212138,-6.899724,113.212138,1162.59,1,0,0,1,45.116259,1162.59,0.0,0.0,0.0
-6.891391_113.387131,-6.8913910000000005,113.387131,1247.2,1,0,0,1,45.12472,1247.2,0.0,0.0,0.0
-6.891391_113.453795,-6.8913910000000005,113.453795,1039.27,1,0,0,1,45.103927,1039.27,0.0,0.0,0.0
-6.891391_113.645454,-6.8913910000000005,113.645454,1363.13,1,0,0,1,45.136313,1363.13,0.0,0.0,0.0
-6.891391_113.745450,-6.8913910000000005,113.74545,1962.74,1,0,0,1,45.196274,1962.74,0.0,0.0,0.0
-6.916390_113.920443,-6.91639,113.920443,642.13,1,0,0,1,45.064213,642.13,0.0,0.0,0.0
-6.958055_113.870445,-6.958055,113.870445,1044.3,1,0,0,1,45.10443,1044.3,0.0,0.0,0.0
-6.999720_113.962108,-6.99972,113.962108,801.54,1,0,0,1,45.080154,801.54,0.0,0.0,0.0
-6.958055_113.753783,-6.958055,113.753783,664.53,1,0,0,1,45.066453,664.53,0.0,0.0,0.0
-6.949722_113.995440,-6.949722,113.99544,863.36,1,0,0,1,45.086336,863.36,0.0,0.0,0.0
-6.916390_114.037105,-6.91639,114.037105,1517.49,1,0,0,1,45.151749,1517.49,0.0,0.0,0.0
-6.999720_113.870445,-6.99972,113.870445,3095.98,1,0,0,1,45.309598,3095.98,0.0,0.0,0.0
-6.999720_115.703705,-6.99972,115.703705,0.0,1,0,0,1,45.0,0.0,0.0,0.0,0.0
-6.858059_115.287055,-6.858059,115.287055,1513.95,1,0,0,1,45.151395,1513.95,0.0,0.0,0.0
-6.899724_113.803781,-6.899724,113.803781,882.67,1,0,0,1,45.088267,882.67,0.0,0.0,0.0
-6.941389_113.545458,-6.941389,113.545458,2020.0,1,0,0,1,45.202,2020.0,0.0,0.0,0.0
-6.983054_113.537125,-6.983054,113.537125,782.79,1,0,0,1,45.078279,782.79,0.0,0.0,0.0
-6.899724_113.487127,-6.899724,113.487127,4821.47,1,0,0,1,45.482147,4821.47,0.0,0.0,0.0
-6.916390_112.087183,-6.91639,112.087183,2943.79,0,1,0,1,45.294379,2943.79,0.0,0.0,0.0
-6.874725_112.337173,-6.874725,112.337173,2129.31,0,1,0,1,45.212931,2129.31,0.0,0.0,0.0
-6.899724_113.537125,-6.899724,113.537125,2102.41,0,1,0,1,45.210241,2102.41,0.0,0.0,0.0
-6.933056_113.503793,-6.9330560000000006,113.503793,1247.98,0,1,0,1,45.124798,1247.98,0.0,0.0,0.0
-6.874725_111.895524,-6.874725,111.895524,1035.51,0,1,0,1,45.103551,1035.51,0.0,0.0,0.0
-6.883058_112.270509,-6.883058,112.270509,2250.91,0,1,0,1,45.225091,2250.91,0.0,0.0,0.0
-6.916390_112.503833,-6.91639,112.503833,571.63,0,1,0,1,45.057163,571.63,0.0,0.0,0.0
-6.941389_112.437169,-6.941389,112.437169,798.47,0,1,0,1,45.079847,798.47,0.0,0.0,0.0
-6.916390_112.237177,-6.91639,112.237177,481.67,0,1,0,1,45.048167,481.67,0.0,0.0,0.0
-6.891391_112.228844,-6.8913910000000005,112.228844,534.48,0,1,0,1,45.053448,534.48,0.0,0.0,0.0
-6.899724_112.237177,-6.899724,112.237177,1066.3,0,1,0,1,45.10663,1066.3,0.0,0.0,0.0
-6.966388_112.378838,-6.966388,112.378838,716.35,0,1,0,1,45.071635,716.35,0.0,0.0,0.0
-6.941389_112.087183,-6.941389,112.087183,1061.55,0,1,0,1,45.106155,1061.55,0.0,0.0,0.0
-6.974721_112.470501,-6.974721,112.470501,625.31,0,1,0,1,45.062531,625.31,0.0,0.0,0.0
-6.633068_115.712038,-6.633068,115.712038,8.73,0,0,0,0,45.000873,0.0873,0.0,0.0,0.0
-6.633068_115.720371,-6.633068,115.720371,8.79,0,0,0,0,45.000879,0.08789999999999999,0.0,0.0,0.0
-6.641401_115.712038,-6.641401,115.712038,8.78,0,0,0,0,45.000878,0.08779999999999999,0.0,0.0,0.0
-6.674733_115.637041,-6.674733,115.637041,10.77,0,0,0,0,45.001077,0.10769999999999999,0.0,0.0,0.0
-6.758063_111.695532,-6.758063,111.695532,2179.62,0,0,0,0,45.217962,21.7962,0.0,0.0,0.0
-6.758063_111.703865,-6.758063,111.70386500000001,1467.14,0,0,0,0,45.146714,14.6714,0.0,0.0,0.0
-6.766396_111.695532,-6.766396,111.695532,1124.16,0,0,0,0,45.112416,11.2416,0.0,0.0,0.0
-6.766396_111.703865,-6.766396,111.70386500000001,1299.12,0,0,0,0,45.129912,12.9912,0.0,0.0,0.0
-6.766396_111.712198,-6.766396,111.712198,2156.38,0,0,0,0,45.215638,21.5638,0.0,0.0,0.0
-6.766396_111.937189,-6.766396,111.937189,1373.31,0,0,0,0,45.137331,13.7331,0.0,0.0,0.0
-6.766396_111.945522,-6.766396,111.945522,2629.26,0,0,0,0,45.262926,26.292600000000004,0.0,0.0,0.0
-6.766396_111.953855,-6.766396,111.953855,3404.48,0,0,0,0,45.340448,34.0448,0.0,0.0,0.0
-6.766396_111.962188,-6.766396,111.962188,3024.53,0,0,0,0,45.302453,30.2453,0.0,0.0,0.0
-6.766396_111.970521,-6.766396,111.970521,2348.36,0,0,0,0,45.234836,23.483600000000003,0.0,0.0,0.0
-6.766396_111.978854,-6.766396,111.978854,1344.14,0,0,0,0,45.134414,13.441400000000002,0.0,0.0,0.0
-6.774729_111.670533,-6.774729,111.670533,338.97,0,0,0,0,45.033897,3.3897000000000004,0.0,0.0,0.0
-6.774729_111.678866,-6.774729,111.678866,409.87,0,0,0,0,45.040987,4.0987,0.0,0.0,0.0
-6.774729_111.687199,-6.774729,111.687199,538.65,0,0,0,0,45.053865,5.3865,0.0,0.0,0.0
-6.774729_111.695532,-6.774729,111.695532,580.89,0,0,0,0,45.058089,5.8088999999999995,0.0,0.0,0.0
-6.774729_111.703865,-6.774729,111.70386500000001,777.7,0,0,0,0,45.07777,7.777,0.0,0.0,0.0
-6.774729_111.720531,-6.774729,111.72053100000001,2877.38,0,0,0,0,45.287738,28.7738,0.0,0.0,0.0
-6.774729_111.728864,-6.774729,111.728864,2473.94,0,0,0,0,45.247394,24.7394,0.0,0.0,0.0
-6.774729_111.737197,-6.774729,111.737197,1587.18,0,0,0,0,45.158718,15.8718,0.0,0.0,0.0
-6.774729_111.745530,-6.774729,111.74553,1198.73,0,0,0,0,45.119873,11.9873,0.0,0.0,0.0
-6.774729_111.753863,-6.774729,111.753863,1172.9,0,0,0,0,45.11729,11.729000000000001,0.0,0.0,0.0
-6.774729_111.762196,-6.774729,111.762196,1130.69,0,0,0,0,45.113069,11.3069,0.0,0.0,0.0
-6.774729_111.770529,-6.774729,111.770529,781.16,0,0,0,0,45.078116,7.811599999999999,0.0,0.0,0.0
-6.774729_111.928856,-6.774729,111.928856,903.65,0,0,0,0,45.090365,9.0365,0.0,0.0,0.0
-6.774729_111.937189,-6.774729,111.937189,1114.79,0,0,0,0,45.111479,11.1479,0.0,0.0,0.0
-6.774729_111.945522,-6.774729,111.945522,2009.19,0,0,0,0,45.200919,20.0919,0.0,0.0,0.0
-6.774729_111.953855,-6.774729,111.953855,3181.57,0,0,0,0,45.318157,31.815700000000003,0.0,0.0,0.0
-6.774729_111.962188,-6.774729,111.962188,3252.7,0,0,0,0,45.32527,32.527,0.0,0.0,0.0
-6.774729_111.970521,-6.774729,111.970521,2137.95,0,0,0,0,45.213795,21.379499999999997,0.0,0.0,0.0
-6.774729_111.978854,-6.774729,111.978854,1099.1,0,0,0,0,45.10991,10.991,0.0,0.0,0.0
-6.783062_111.662200,-6.783062,111.6622,344.55,0,0,0,0,45.034455,3.4455,0.0,0.0,0.0
-6.783062_111.670533,-6.783062,111.670533,511.7,0,0,0,0,45.05117,5.117,0.0,0.0,0.0
-6.783062_111.678866,-6.783062,111.678866,396.98,0,0,0,0,45.039698,3.9698,0.0,0.0,0.0
-6.783062_111.687199,-6.783062,111.687199,480.97,0,0,0,0,45.048097,4.8097,0.0,0.0,0.0
-6.783062_111.695532,-6.783062,111.695532,695.03,0,0,0,0,45.069503,6.9502999999999995,0.0,0.0,0.0
-6.783062_111.703865,-6.783062,111.70386500000001,638.42,0,0,0,0,45.063842,6.3842,0.0,0.0,0.0
-6.783062_111.712198,-6.783062,111.712198,1100.65,0,0,0,0,45.110065,11.0065,0.0,0.0,0.0
-6.783062_111.720531,-6.783062,111.72053100000001,959.88,0,0,0,0,45.095988,9.5988,0.0,0.0,0.0
-6.783062_111.728864,-6.783062,111.728864,1241.33,0,0,0,0,45.124133,12.4133,0.0,0.0,0.0
-6.783062_111.737197,-6.783062,111.737197,787.91,0,0,0,0,45.078791,7.879099999999999,0.0,0.0,0.0
-6.783062_111.745530,-6.783062,111.74553,796.92,0,0,0,0,45.079692,7.9692,0.0,0.0,0.0
-6.783062_111.753863,-6.783062,111.753863,1041.98,0,0,0,0,45.104198,10.4198,0.0,0.0,0.0
-6.783062_111.762196,-6.783062,111.762196,1202.29,0,0,0,0,45.120229,12.0229,0.0,0.0,0.0
-6.783062_111.770529,-6.783062,111.770529,1319.71,0,0,0,0,45.131971,13.1971,0.0,0.0,0.0
-6.783062_111.787195,-6.783062,111.787195,1259.84,0,0,0,0,45.125984,12.5984,0.0,0.0,0.0
-6.783062_111.795528,-6.783062,111.795528,1016.29,0,0,0,0,45.101629,10.1629,0.0,0.0,0.0
-6.783062_111.895524,-6.783062,111.895524,1418.98,0,0,0,0,45.141898,14.1898,0.0,0.0,0.0
-6.783062_111.912190,-6.783062,111.91219,1873.35,0,0,0,0,45.187335,18.7335,0.0,0.0,0.0
-6.783062_111.920523,-6.783062,111.920523,1692.14,0,0,0,0,45.169214,16.921400000000002,0.0,0.0,0.0
-6.783062_111.928856,-6.783062,111.928856,1190.09,0,0,0,0,45.119009,11.9009,0.0,0.0,0.0
-6.783062_111.937189,-6.783062,111.937189,833.17,0,0,0,0,45.083317,8.3317,0.0,0.0,0.0
-6.783062_111.945522,-6.783062,111.945522,1066.95,0,0,0,0,45.106695,10.669500000000001,0.0,0.0,0.0
-6.783062_111.953855,-6.783062,111.953855,2061.28,0,0,0,0,45.206128,20.612800000000004,0.0,0.0,0.0
-6.783062_111.962188,-6.783062,111.962188,2278.76,0,0,0,0,45.227876,22.7876,0.0,0.0,0.0
-6.783062_111.970521,-6.783062,111.970521,1398.4,0,0,0,0,45.13984,13.984000000000002,0.0,0.0,0.0
-6.783062_111.978854,-6.783062,111.978854,994.01,0,0,0,0,45.099401,9.9401,0.0,0.0,0.0
-6.783062_111.987187,-6.783062,111.987187,856.47,0,0,0,0,45.085647,8.5647,0.0,0.0,0.0
-6.791395_111.670533,-6.7913950000000005,111.670533,388.91,0,0,0,0,45.038891,3.8891000000000004,0.0,0.0,0.0
-6.791395_111.678866,-6.7913950000000005,111.678866,295.35,0,0,0,0,45.029535,2.9535,0.0,0.0,0.0
-6.791395_111.687199,-6.7913950000000005,111.687199,298.76,0,0,0,0,45.029876,2.9876,0.0,0.0,0.0
-6.791395_111.695532,-6.7913950000000005,111.695532,408.67,0,0,0,0,45.040867,4.0867,0.0,0.0,0.0
-6.791395_111.703865,-6.7913950000000005,111.70386500000001,531.53,0,0,0,0,45.053153,5.3153,0.0,0.0,0.0
-6.791395_111.712198,-6.7913950000000005,111.712198,708.7,0,0,0,0,45.07087,7.087000000000001,0.0,0.0,0.0
-6.791395_111.720531,-6.7913950000000005,111.72053100000001,609.17,0,0,0,0,45.060917,6.0916999999999994,0.0,0.0,0.0
-6.791395_111.728864,-6.7913950000000005,111.728864,526.86,0,0,0,0,45.052686,5.2686,0.0,0.0,0.0
-6.791395_111.737197,-6.7913950000000005,111.737197,386.43,0,0,0,0,45.038643,3.8643,0.0,0.0,0.0
-6.791395_111.745530,-6.7913950000000005,111.74553,412.83,0,0,0,0,45.041283,4.128299999999999,0.0,0.0,0.0
-6.791395_111.753863,-6.7913950000000005,111.753863,561.42,0,0,0,0,45.056142,5.614199999999999,0.0,0.0,0.0
-6.791395_111.762196,-6.7913950000000005,111.762196,592.22,0,0,0,0,45.059222,5.9222,0.0,0.0,0.0
-6.791395_111.770529,-6.7913950000000005,111.770529,744.94,0,0,0,0,45.074494,7.449400000000001,0.0,0.0,0.0
-6.791395_111.778862,-6.7913950000000005,111.778862,961.04,0,0,0,0,45.096104,9.6104,0.0,0.0,0.0
-6.791395_111.787195,-6.7913950000000005,111.787195,1136.71,0,0,0,0,45.113671,11.3671,0.0,0.0,0.0
-6.791395_111.795528,-6.7913950000000005,111.795528,1574.11,0,0,0,0,45.157411,15.7411,0.0,0.0,0.0
-6.791395_111.803861,-6.7913950000000005,111.803861,986.04,0,0,0,0,45.098604,9.8604,0.0,0.0,0.0
-6.791395_111.887191,-6.7913950000000005,111.887191,3908.17,0,0,0,0,45.390817,39.0817,0.0,0.0,0.0
-6.791395_111.895524,-6.7913950000000005,111.895524,3694.01,0,0,0,0,45.369401,36.9401,0.0,0.0,0.0
-6.791395_111.903857,-6.7913950000000005,111.903857,2571.78,0,0,0,0,45.257178,25.7178,0.0,0.0,0.0
-6.791395_111.912190,-6.7913950000000005,111.91219,1688.04,0,0,0,0,45.168804,16.880399999999998,0.0,0.0,0.0
-6.791395_111.920523,-6.7913950000000005,111.920523,1533.91,0,0,0,0,45.153391,15.3391,0.0,0.0,0.0
-6.791395_111.928856,-6.7913950000000005,111.928856,1864.32,0,0,0,0,45.186432,18.6432,0.0,0.0,0.0
-6.791395_111.937189,-6.7913950000000005,111.937189,895.38,0,0,0,0,45.089538,8.9538,0.0,0.0,0.0
-6.791395_111.945522,-6.7913950000000005,111.945522,945.54,0,0,0,0,45.094554,9.4554,0.0,0.0,0.0
