geohash6,lat,lon,pop_proxy,puskesmas_count,klinik_count,rs_count,faskes_aplicares_count,nearest_rs_minutes_p95_proxy,equity_index_proxy,flood_risk,earthquake_risk,landslide_risk
-7.499700_112.712158,-7.4997,112.712158,7231.81,0,2,0,2,45.723181,3615.905,0.0,0.0,0.0
-7.366372_112.653827,-7.366372,112.653827,6625.44,0,1,0,1,45.662544,6625.44,0.0,0.0,0.0
-7.399704_112.595496,-7.399704,112.595496,3928.06,0,3,0,3,45.392806,1309.3533333333332,0.0,0.0,0.0
-7.483034_112.703825,-7.483034,112.703825,5769.36,0,1,0,1,45.576936,5769.36,0.0,0.0,0.0
-7.408037_112.728824,-7.408037,112.728824,7468.92,0,2,0,2,45.746892,3734.46,0.0,0.0,0.0
-7.383038_112.637161,-7.383038,112.637161,5169.52,0,2,0,2,45.516952,2584.76,0.0,0.0,0.0
-7.366372_112.728824,-7.366372,112.728824,9298.92,0,1,1,2,20.0,4649.46,0.0,0.0,0.0
-7.383038_112.737157,-7.383038,112.737157,5105.26,0,1,0,1,45.510526,5105.26,0.0,0.0,0.0
-7.408037_112.578830,-7.408037,112.57883,6523.94,0,3,0,3,45.652394,2174.6466666666665,0.0,0.0,0.0
-7.383038_112.745490,-7.383038,112.74549,6501.08,0,2,0,2,45.650108,3250.54,0.0,0.0,0.0
-7.391371_112.728824,-7.391371,112.728824,7749.02,0,1,0,1,45.774902,7749.02,0.0,0.0,0.0
-7.383038_112.728824,-7.383038,112.728824,5885.43,1,1,0,2,45.588543,2942.715,0.0,0.0,0.0
-7.349706_112.737157,-7.349706,112.737157,8484.77,0,2,0,2,45.848477,4242.385,0.0,0.0,0.0
-7.416370_112.520499,-7.41637,112.520499,3993.01,0,1,0,1,45.399301,3993.01,0.0,0.0,0.0
-7.391371_112.745490,-7.391371,112.74549,6191.18,0,1,0,1,45.619118,6191.18,0.0,0.0,0.0
-7.433036_112.678826,-7.433036,112.678826,5204.37,0,3,0,3,45.520437,1734.79,0.0,0.0,0.0
-7.441369_112.570497,-7.441369,112.570497,4124.52,0,1,1,2,20.0,2062.26,0.0,0.0,0.0
-7.208045_112.737157,-7.208045,112.737157,11542.43,0,2,1,3,20.0,3847.476666666667,0.0,0.0,0.0
-7.391371_112.778822,-7.391371,112.778822,3971.26,0,1,0,1,45.397126,3971.26,0.0,0.0,0.0
-7.391371_112.603829,-7.391371,112.603829,6313.04,0,3,0,3,45.631304,2104.346666666667,0.0,0.0,0.0
-7.499700_112.612162,-7.4997,112.612162,3428.12,0,1,0,1,45.342812,3428.12,0.0,0.0,0.0
-7.483034_112.645494,-7.483034,112.645494,4530.44,0,2,0,2,45.453044,2265.22,0.0,0.0,0.0
-7.416370_112.728824,-7.41637,112.728824,7912.47,0,2,0,2,45.791247,3956.235,0.0,0.0,0.0
-7.466368_112.737157,-7.466368,112.737157,4583.21,0,1,0,1,45.458321,4583.21,0.0,0.0,0.0
-7.474701_112.712158,-7.4747010000000005,112.712158,6548.91,0,3,0,3,45.654891,2182.97,0.0,0.0,0.0
-7.391371_112.645494,-7.391371,112.645494,3890.65,0,1,0,1,45.389065,3890.65,0.0,0.0,0.0
-7.458035_112.570497,-7.458035,112.570497,4007.06,0,1,0,1,45.400706,4007.06,0.0,0.0,0.0
-7.433036_112.728824,-7.433036,112.728824,6817.73,0,2,0,2,45.681773,3408.865,0.0,0.0,0.0
-7.349706_112.703825,-7.349706,112.703825,6120.44,0,1,0,1,45.612044,6120.44,0.0,0.0,0.0
-7.374705_112.595496,-7.3747050000000005,112.595496,4340.16,0,3,0,3,45.434016,1446.72,0.0,0.0,0.0
-7.391371_112.712158,-7.391371,112.712158,2480.46,0,1,0,1,45.248046,2480.46,0.0,0.0,0.0
-7.499700_112.687159,-7.4997,112.68715900000001,4569.89,0,2,0,2,45.456989,2284.945,0.0,0.0,0.0
-7.441369_112.703825,-7.441369,112.703825,7853.17,0,1,0,1,45.785317,7853.17,0.0,0.0,0.0
-7.399704_112.678826,-7.399704,112.678826,4153.93,0,1,0,1,45.415393,4153.93,0.0,0.0,0.0
-7.416370_112.587163,-7.41637,112.587163,5818.95,0,1,1,2,20.0,2909.475,0.0,0.0,0.0
-7.349706_112.753823,-7.349706,112.753823,8107.37,0,3,0,3,45.810737,2702.4566666666665,0.0,0.0,0.0
-7.483034_112.587163,-7.483034,112.587163,3646.45,0,1,0,1,45.364645,3646.45,0.0,0.0,0.0
-7.366372_112.703825,-7.366372,112.703825,5590.44,0,1,0,1,45.559044,5590.44,0.0,0.0,0.0
-7.349706_112.745490,-7.349706,112.74549,6868.78,0,1,0,1,45.686878,6868.78,0.0,0.0,0.0
-7.366372_112.720491,-7.366372,112.720491,7099.1,0,3,0,3,45.70991,2366.366666666667,0.0,0.0,0.0
-7.474701_112.620495,-7.4747010000000005,112.620495,3791.03,0,1,0,1,45.379103,3791.03,0.0,0.0,0.0
-7.491367_112.653827,-7.491367,112.653827,4152.22,0,1,0,1,45.415222,4152.22,0.0,0.0,0.0
-7.424703_112.678826,-7.424703,112.678826,5479.61,0,1,0,1,45.547961,5479.61,0.0,0.0,0.0
-7.474701_112.645494,-7.4747010000000005,112.645494,4252.03,0,1,0,1,45.425203,4252.03,0.0,0.0,0.0
-7.466368_112.720491,-7.466368,112.720491,9925.15,1,4,0,5,45.992515,1985.03,0.0,0.0,0.0
-7.458035_112.495500,-7.458035,112.4955,2817.68,0,1,0,1,45.281768,2817.68,0.0,0.0,0.0
-7.391371_112.762156,-7.391371,112.762156,5613.52,1,4,0,5,45.561352,1122.7040000000002,0.0,0.0,0.0
-7.358039_112.737157,-7.358039,112.737157,7587.53,0,2,0,2,45.758753,3793.765,0.0,0.0,0.0
-7.466368_112.662160,-7.466368,112.66216,4883.7,0,1,0,1,45.48837,4883.7,0.0,0.0,0.0
-7.399704_112.612162,-7.399704,112.612162,4823.12,0,1,0,1,45.482312,4823.12,0.0,0.0,0.0
-7.366372_112.745490,-7.366372,112.74549,5751.73,0,1,0,1,45.575173,5751.73,0.0,0.0,0.0
-7.458035_112.645494,-7.458035,112.645494,4418.7,0,1,0,1,45.44187,4418.7,0.0,0.0,0.0
-7.366372_112.762156,-7.366372,112.762156,8300.29,0,1,0,1,45.830029,8300.29,0.0,0.0,0.0
-7.383038_112.720491,-7.383038,112.720491,4736.98,0,1,0,1,45.473698,4736.98,0.0,0.0,0.0
-7.399704_112.628828,-7.399704,112.628828,4877.3,0,1,0,1,45.48773,4877.3,0.0,0.0,0.0
-7.366372_112.695492,-7.366372,112.695492,6767.2,0,2,0,2,45.67672,3383.6,0.0,0.0,0.0
-7.383038_112.703825,-7.383038,112.703825,5548.42,0,2,0,2,45.554842,2774.21,0.0,0.0,0.0
-7.458035_112.712158,-7.458035,112.712158,10628.11,0,3,0,3,46.062810999999996,3542.7033333333334,0.0,0.0,0.0
-7.391371_112.687159,-7.391371,112.68715900000001,3594.47,0,2,0,2,45.359447,1797.235,0.0,0.0,0.0
-7.474701_112.553831,-7.4747010000000005,112.553831,3200.58,0,2,0,2,45.320058,1600.29,0.0,0.0,0.0
-7.358039_112.770489,-7.358039,112.770489,9461.5,0,1,0,1,45.94615,9461.5,0.0,0.0,0.0
-7.466368_112.712158,-7.466368,112.712158,10181.37,0,2,1,3,20.0,3393.7900000000004,0.0,0.0,0.0
-7.449702_112.728824,-7.449702,112.728824,7513.59,0,3,0,3,45.751359,2504.53,0.0,0.0,0.0
-7.458035_112.678826,-7.458035,112.678826,5841.58,0,2,0,2,45.584158,2920.79,0.0,0.0,0.0
-7.399704_112.728824,-7.399704,112.728824,6585.62,0,0,1,1,20.0,6585.62,0.0,0.0,0.0
-7.408037_112.670493,-7.408037,112.67049300000001,4930.77,0,1,0,1,45.493077,4930.77,0.0,0.0,0.0
-7.416370_112.578830,-7.41637,112.57883,6726.51,0,2,0,2,45.672651,3363.255,0.0,0.0,0.0
-7.499700_112.703825,-7.4997,112.703825,6673.29,0,1,0,1,45.667329,6673.29,0.0,0.0,0.0
-7.433036_112.620495,-7.433036,112.620495,3859.37,0,1,0,1,45.385937,3859.37,0.0,0.0,0.0
-7.416370_112.545498,-7.41637,112.545498,5966.0,0,1,0,1,45.5966,5966.0,0.0,0.0,0.0
-7.466368_112.553831,-7.466368,112.553831,3083.82,0,1,0,1,45.308382,3083.82,0.0,0.0,0.0
-7.441369_112.670493,-7.441369,112.67049300000001,4413.16,0,1,0,1,45.441316,4413.16,0.0,0.0,0.0
-7.458035_112.528832,-7.458035,112.52883200000001,2490.66,0,1,0,1,45.249066,2490.66,0.0,0.0,0.0
-7.374705_112.662160,-7.3747050000000005,112.66216,7013.09,0,2,0,2,45.701309,3506.545,0.0,0.0,0.0
-7.458035_112.520499,-7.458035,112.520499,3574.41,0,1,0,1,45.357441,3574.41,0.0,0.0,0.0
-7.441369_112.695492,-7.441369,112.695492,7389.77,0,1,0,1,45.738977,7389.77,0.0,0.0,0.0
-7.458035_112.503833,-7.458035,112.503833,2447.94,0,1,0,1,45.244794,2447.94,0.0,0.0,0.0
-7.474701_112.720491,-7.4747010000000005,112.720491,7543.3,0,1,0,1,45.75433,7543.3,0.0,0.0,0.0
-7.433036_112.712158,-7.433036,112.712158,6305.76,0,2,0,2,45.630576,3152.88,0.0,0.0,0.0
-7.341373_112.762156,-7.341373,112.762156,10181.94,0,1,0,1,46.018194,10181.94,0.0,0.0,0.0
-7.483034_112.437169,-7.483034,112.437169,7557.06,0,3,1,4,20.0,1889.265,0.0,0.0,0.0
-7.499700_112.487167,-7.4997,112.487167,3049.13,1,1,0,2,45.304913,1524.565,0.0,0.0,0.0
-7.458035_112.395504,-7.458035,112.395504,2097.71,0,2,1,3,20.0,699.2366666666667,0.0,0.0,0.0
-7.458035_112.420503,-7.458035,112.420503,2297.5,0,1,1,2,20.0,1148.75,0.0,0.0,0.0
-7.491367_112.437169,-7.491367,112.437169,5543.23,0,4,0,4,45.554323,1385.8075,0.0,0.0,0.0
-7.408037_112.470501,-7.408037,112.470501,2549.93,1,1,0,2,45.254993,1274.965,0.0,0.0,0.0
-7.491367_112.462168,-7.491367,112.462168,2079.74,0,1,0,1,45.207974,2079.74,0.0,0.0,0.0
-7.399704_112.403837,-7.399704,112.403837,1370.92,0,1,0,1,45.137092,1370.92,0.0,0.0,0.0
-7.424703_112.462168,-7.424703,112.462168,2679.03,0,1,0,1,45.267903,2679.03,0.0,0.0,0.0
-7.449702_112.462168,-7.449702,112.462168,3459.22,0,1,0,1,45.345922,3459.22,0.0,0.0,0.0
-7.416370_112.470501,-7.41637,112.470501,1802.92,0,1,0,1,45.180292,1802.92,0.0,0.0,0.0
-7.433036_112.370505,-7.433036,112.37050500000001,1462.42,0,1,0,1,45.146242,1462.42,0.0,0.0,0.0
-7.499700_112.453835,-7.4997,112.453835,3130.26,0,1,0,1,45.313026,3130.26,0.0,0.0,0.0
-7.499700_112.462168,-7.4997,112.462168,3363.55,0,1,0,1,45.336355,3363.55,0.0,0.0,0.0
-7.324707_112.478834,-7.324707,112.478834,1004.65,0,1,0,1,45.100465,1004.65,0.0,0.0,0.0
-7.458035_112.378838,-7.458035,112.378838,2078.63,0,1,0,1,45.207863,2078.63,0.0,0.0,0.0
-7.449702_112.428836,-7.449702,112.428836,2426.66,0,2,0,2,45.242666,1213.33,0.0,0.0,0.0
-7.491367_112.428836,-7.491367,112.428836,5448.35,0,1,0,1,45.544835,5448.35,0.0,0.0,0.0
-7.324707_112.445502,-7.324707,112.445502,796.19,0,1,0,1,45.079619,796.19,0.0,0.0,0.0
-7.458035_112.437169,-7.458035,112.437169,5138.1,0,2,0,2,45.51381,2569.05,0.0,0.0,0.0
-7.449702_112.437169,-7.449702,112.437169,3518.17,0,1,0,1,45.351817,3518.17,0.0,0.0,0.0
-7.333040_112.428836,-7.3330400000000004,112.428836,884.01,1,1,0,2,45.088401,442.005,0.0,0.0,0.0
-7.441369_112.228844,-7.441369,112.228844,1528.28,1,0,0,1,45.152828,1528.28,0.0,0.0,0.0
-7.458035_112.237177,-7.458035,112.237177,1454.6,0,1,0,1,45.14546,1454.6,0.0,0.0,0.0
-7.483034_112.228844,-7.483034,112.228844,1510.42,0,1,1,2,20.0,755.21,0.0,0.0,0.0
-7.458035_112.228844,-7.458035,112.228844,3592.51,0,1,0,1,45.359251,3592.51,0.0,0.0,0.0
-7.474701_112.212178,-7.4747010000000005,112.21217800000001,1397.63,0,1,0,1,45.139763,1397.63,0.0,0.0,0.0
-7.449702_112.228844,-7.449702,112.228844,3686.31,0,2,0,2,45.368631,1843.155,0.0,0.0,0.0
-7.399704_112.278842,-7.399704,112.278842,644.21,0,1,0,1,45.064421,644.21,0.0,0.0,0.0
-7.491367_112.328840,-7.491367,112.32884,1286.67,0,1,0,1,45.128667,1286.67,0.0,0.0,0.0
-7.499700_112.337173,-7.4997,112.337173,1743.43,0,1,0,1,45.174343,1743.43,0.0,0.0,0.0
-7.399704_112.220511,-7.399704,112.220511,1430.56,0,1,0,1,45.143056,1430.56,0.0,0.0,0.0
-7.416370_112.337173,-7.41637,112.337173,981.03,0,1,0,1,45.098103,981.03,0.0,0.0,0.0
-7.458035_112.220511,-7.458035,112.220511,2777.57,0,0,1,1,20.0,2777.57,0.0,0.0,0.0
-7.491367_112.170513,-7.491367,112.170513,1229.39,1,1,0,2,45.122939,614.695,0.0,0.0,0.0
-7.458035_112.262176,-7.458035,112.262176,1265.5,0,1,0,1,45.12655,1265.5,0.0,0.0,0.0
-7.491367_111.603869,-7.491367,111.603869,1964.04,1,1,0,2,45.196404,982.02,0.0,0.0,0.0
-7.499700_111.670533,-7.4997,111.670533,600.72,0,1,0,1,45.060072,600.72,0.0,0.0,0.0
-7.391371_111.445542,-7.391371,111.445542,1919.59,0,7,1,8,20.0,239.94875,0.0,0.0,0.0
-7.399704_111.445542,-7.399704,111.445542,5259.0,0,3,0,3,45.5259,1753.0,0.0,0.0,0.0
-7.408037_111.445542,-7.408037,111.445542,5632.79,0,4,1,5,20.0,1126.558,0.0,0.0,0.0
-7.408037_111.412210,-7.408037,111.41221,2038.05,0,2,1,3,20.0,679.35,0.0,0.0,0.0
-7.491367_111.428876,-7.491367,111.428876,1431.67,1,1,1,3,20.0,477.22333333333336,0.0,0.0,0.0
-7.408037_111.428876,-7.408037,111.428876,3145.44,0,2,0,2,45.314544,1572.72,0.0,0.0,0.0
-7.366372_111.153887,-7.366372,111.153887,3013.31,0,1,1,2,20.0,1506.655,0.0,0.0,0.0
-7.433036_111.445542,-7.433036,111.445542,2510.54,0,1,0,1,45.251054,2510.54,0.0,0.0,0.0
-7.408037_111.470541,-7.408037,111.470541,1673.41,0,1,0,1,45.167341,1673.41,0.0,0.0,0.0
-7.483034_111.428876,-7.483034,111.428876,973.8,0,1,0,1,45.09738,973.8,0.0,0.0,0.0
-7.441369_111.545538,-7.441369,111.54553800000001,886.25,0,2,0,2,45.088625,443.125,0.0,0.0,0.0
-7.483034_111.153887,-7.483034,111.153887,502.07,0,1,0,1,45.050207,502.07,0.0,0.0,0.0
-7.416370_111.495540,-7.41637,111.49554,1053.23,0,1,0,1,45.105323,1053.23,0.0,0.0,0.0
-7.441369_111.387211,-7.441369,111.38721100000001,1538.85,0,1,0,1,45.153885,1538.85,0.0,0.0,0.0
-7.458035_111.603869,-7.458035,111.603869,1611.63,1,1,0,2,45.161163,805.815,0.0,0.0,0.0
-7.391371_111.370545,-7.391371,111.370545,1109.42,1,1,0,2,45.110942,554.71,0.0,0.0,0.0
-7.424703_111.303881,-7.424703,111.303881,1100.02,0,1,0,1,45.110002,1100.02,0.0,0.0,0.0
-7.416370_111.445542,-7.41637,111.445542,5083.56,0,2,0,2,45.508356,2541.78,0.0,0.0,0.0
-7.158047_111.870525,-7.158047,111.870525,2299.95,0,4,0,4,45.229995,574.9875,0.0,0.0,0.0
-7.149714_111.870525,-7.149714,111.870525,2226.95,0,3,1,4,20.0,556.7375,0.0,0.0,0.0
-7.183046_111.712198,-7.183046,111.712198,1525.23,1,1,0,2,45.152523,762.615,0.0,0.0,0.0
-7.174713_111.995520,-7.174713,111.99552,1697.35,0,2,1,3,20.0,565.7833333333333,0.0,0.0,0.0
-7.166380_111.612202,-7.16638,111.612202,1958.99,0,1,1,2,20.0,979.495,0.0,0.0,0.0
-7.174713_112.003853,-7.174713,112.003853,2180.85,0,2,1,3,20.0,726.9499999999999,0.0,0.0,0.0
-7.158047_111.887191,-7.158047,111.887191,5663.48,0,6,0,6,45.566348,943.9133333333333,0.0,0.0,0.0
-7.133048_111.762196,-7.1330480000000005,111.762196,2794.22,0,4,1,5,20.0,558.8439999999999,0.0,0.0,0.0
-7.158047_111.895524,-7.158047,111.895524,4505.48,0,1,1,2,20.0,2252.74,0.0,0.0,0.0
-7.149714_111.887191,-7.149714,111.887191,4356.44,0,1,0,1,45.435644,4356.44,0.0,0.0,0.0
-7.166380_111.895524,-7.16638,111.895524,4120.54,0,1,1,2,20.0,2060.27,0.0,0.0,0.0
-7.291375_112.045518,-7.291375,112.045518,358.6,0,3,0,3,45.03586,119.53333333333335,0.0,0.0,0.0
-7.141381_111.903857,-7.141381,111.903857,2216.54,0,1,1,2,20.0,1108.27,0.0,0.0,0.0
-7.158047_111.612202,-7.158047,111.612202,3103.11,0,1,0,1,45.310311,3103.11,0.0,0.0,0.0
-7.224711_112.103849,-7.224711,112.103849,482.77,0,1,1,2,20.0,241.385,0.0,0.0,0.0
-7.149714_111.895524,-7.149714,111.895524,5281.61,0,2,0,2,45.528161,2640.805,0.0,0.0,0.0
-7.141381_111.895524,-7.141381,111.895524,2986.35,1,1,0,2,45.298635,1493.175,0.0,0.0,0.0
-7.108049_111.737197,-7.108049,111.737197,1015.11,1,1,0,2,45.101511,507.555,0.0,0.0,0.0
-7.324707_111.812194,-7.324707,111.812194,544.43,1,1,0,2,45.054443,272.215,0.0,0.0,0.0
-7.124715_111.753863,-7.124715,111.753863,840.44,1,1,0,2,45.084044,420.22,0.0,0.0,0.0
-7.158047_111.637201,-7.158047,111.637201,1453.38,1,1,0,2,45.145338,726.69,0.0,0.0,0.0
-7.258043_111.528872,-7.258043,111.528872,1413.23,1,1,0,2,45.141323,706.615,0.0,0.0,0.0
-7.358039_111.495540,-7.358039,111.49554,563.72,1,1,0,2,45.056372,281.86,0.0,0.0,0.0
-7.183046_112.095516,-7.183046,112.095516,738.44,1,1,0,2,45.073844,369.22,0.0,0.0,0.0
-7.124715_112.095516,-7.124715,112.095516,1775.27,0,1,0,1,45.177527,1775.27,0.0,0.0,0.0
-7.174713_111.662200,-7.174713,111.6622,3727.96,1,1,0,2,45.372796,1863.98,0.0,0.0,0.0
-7.249710_111.770529,-7.24971,111.770529,552.01,1,1,0,2,45.055201,276.005,0.0,0.0,0.0
-7.333040_111.912190,-7.3330400000000004,111.91219,730.24,1,1,0,2,45.073024,365.12,0.0,0.0,0.0
-7.266376_111.595536,-7.266376,111.595536,630.71,1,2,0,3,45.063071,210.23666666666668,0.0,0.0,0.0
-7.141381_111.612202,-7.141381,111.612202,2054.54,1,1,0,2,45.205454,1027.27,0.0,0.0,0.0
-7.141381_111.812194,-7.141381,111.812194,1245.26,0,1,0,1,45.124526,1245.26,0.0,0.0,0.0
-7.408037_111.737197,-7.408037,111.737197,276.06,1,1,0,2,45.027606,138.03,0.0,0.0,0.0
-7.299708_112.045518,-7.299708,112.045518,486.9,1,2,0,3,45.04869,162.29999999999998,0.0,0.0,0.0
-7.108049_112.020519,-7.108049,112.02051900000001,1480.87,1,1,0,2,45.148087,740.435,0.0,0.0,0.0
-7.399704_111.853859,-7.399704,111.853859,594.63,1,1,0,2,45.059463,297.315,0.0,0.0,0.0
-7.141381_111.828860,-7.141381,111.82886,1173.7,0,1,0,1,45.11737,1173.7,0.0,0.0,0.0
-7.158047_111.687199,-7.158047,111.687199,2266.44,0,1,0,1,45.226644,2266.44,0.0,0.0,0.0
-7.174713_111.903857,-7.174713,111.903857,2966.7,0,1,0,1,45.29667,2966.7,0.0,0.0,0.0
-7.166380_111.637201,-7.16638,111.637201,2572.44,0,1,0,1,45.257244,2572.44,0.0,0.0,0.0
-7.233044_111.853859,-7.2330440000000005,111.853859,706.51,0,1,0,1,45.070651,706.51,0.0,0.0,0.0
-7.149714_111.878858,-7.149714,111.87885800000001,4348.73,0,3,1,4,20.0,1087.1825,0.0,0.0,0.0
-7.158047_111.878858,-7.158047,111.87885800000001,5890.91,0,4,0,4,45.589091,1472.7275,0.0,0.0,0.0
-7.149714_111.612202,-7.149714,111.612202,1661.87,0,1,0,1,45.166187,1661.87,0.0,0.0,0.0
-7.183046_111.920523,-7.183046,111.920523,1155.92,0,1,0,1,45.115592,1155.92,0.0,0.0,0.0
-7.133048_111.770529,-7.1330480000000005,111.770529,2933.34,0,2,0,2,45.293334,1466.67,0.0,0.0,0.0
-7.216378_112.095516,-7.216378,112.095516,558.02,0,1,0,1,45.055802,558.02,0.0,0.0,0.0
-7.291375_111.953855,-7.291375,111.953855,630.25,1,1,0,2,45.063025,315.125,0.0,0.0,0.0
-7.174713_112.053851,-7.174713,112.05385100000001,1046.34,0,2,0,2,45.104634,523.17,0.0,0.0,0.0
-7.166380_112.003853,-7.16638,112.003853,1283.41,0,2,0,2,45.128341,641.705,0.0,0.0,0.0
-7.183046_111.995520,-7.183046,111.99552,2483.99,0,1,0,1,45.248399,2483.99,0.0,0.0,0.0
-7.158047_111.620535,-7.158047,111.620535,3081.19,0,1,0,1,45.308119,3081.19,0.0,0.0,0.0
-7.166380_111.878858,-7.16638,111.87885800000001,5006.34,0,3,0,3,45.500634,1668.78,0.0,0.0,0.0
-7.224711_112.087183,-7.224711,112.087183,559.37,0,1,0,1,45.055937,559.37,0.0,0.0,0.0
-7.183046_111.862192,-7.183046,111.86219200000001,1365.73,0,1,0,1,45.136573,1365.73,0.0,0.0,0.0
-7.174713_112.028852,-7.174713,112.028852,1264.74,0,1,0,1,45.126474,1264.74,0.0,0.0,0.0
-7.199712_111.945522,-7.199712,111.945522,1236.02,0,1,0,1,45.123602,1236.02,0.0,0.0,0.0
-7.316374_112.037185,-7.316374,112.03718500000001,310.74,0,1,0,1,45.031074,310.74,0.0,0.0,0.0
-7.283042_111.953855,-7.283042,111.953855,575.72,0,1,0,1,45.057572,575.72,0.0,0.0,0.0
