id,nama,tipe_kode,tipe_label,lat,lon
aplicares_0,RF RANDULAWANG,A,Apotek/IFRS,-7.302951916026293,111.48828781249995
aplicares_1,Laboratorium Patra Medika Cepu,L,Laboratorium,-7.148356,111.60091
aplicares_2,DR. ERRA IRHAMNI,U,Praktik Dokter,-6.86197,111.613
aplicares_3,Poskes 05.10.25 Pacitan,B,Klinik,-8.19526,111.107
aplicares_4,Polres Pacitan,B,Klinik,-8.19554,111.1
aplicares_5,IFRS RSUD PACITAN,A,Apotek/IFRS,-8.196101503677,111.10036971135
aplicares_6,Apotik Pink,A,Apotek/IFRS,-8.194527457464904,111.1114767626524
aplicares_7,IFRS AGUNG MULIA,A,Apotek/IFRS,-8.19343265483057,111.0946969103813
aplicares_8,IFRS MEDICAL MANDIRI PACITAN,A,Apotek/IFRS,-8.206962041114734,111.12443945410304
aplicares_9,Klinik PKU Muhammadiyah ,B,Klinik,-8.19774,111.119
aplicares_10,Klinik Mawaddah,B,Klinik,-8.10565,110.972
aplicares_11,Klinik Basmalah ,B,Klinik,-8.10208,110.961
aplicares_12,Klinik Anugerah Sehat.,B,Klinik,-8.19669159421034,111.38050023198129
aplicares_13,drg. Suprapti,G,Praktik Dokter Gigi,-8.176986089546293,111.12017480754851
aplicares_14,drg. Retno Mutioroningsih,G,Praktik Dokter Gigi,-8.21154570854298,111.0987309527397
aplicares_15,Lab. Klinik Prodia Pacitan,L,Laboratorium,-8.19443663794008,111.10995569705965
aplicares_16,Lab. Amanah Pacitan,L,Laboratorium,-8.19648,111.101
aplicares_17,RS AGUNG MULIA,R,Rumah Sakit,-8.19343,111.095
aplicares_18,RSU MEDICAL MANDIRI PACITAN,R,Rumah Sakit,-8.20736,111.125
aplicares_19,dr. Puji Dian Cahyani,U,Praktik Dokter,-8.202889096591242,111.10112874603274
aplicares_20,dr. Rosyid Ashari.,U,Praktik Dokter,-8.200714908466221,111.09382967972394
aplicares_21,POSKES 05.10.01 PONOROGO,B,Klinik,-7.864768261557016,111.4652257695198
aplicares_22,POLRES PONOROGO,B,Klinik,-7.86595,111.467
aplicares_23,IFRS HARDJONO PONOROGO,A,Apotek/IFRS,-8.16484,111.123403
aplicares_24,IFRS DARMAYU,A,Apotek/IFRS,-7.86844,111.473347
aplicares_25,IFRS MUSLIMAT,A,Apotek/IFRS,-7.877245,111.469933
aplicares_26,IFRS AISYIYAH PONOROGO,A,Apotek/IFRS,-7.868493,111.471345
aplicares_27,IFRS MUHAMMADIYAH PONOROGO,A,Apotek/IFRS,-7.86677,111.461371
aplicares_28,Apotek Kimia Farma Ponorogo,A,Apotek/IFRS,-7.87181,111.464
aplicares_29,IFRS RS YASYFIN DARUSSALAM ,A,Apotek/IFRS,-7.924839377632565,111.49944580200194
aplicares_30,APOTEK BABADAN ,A,Apotek/IFRS,-7.817581451036482,111.50049454572677
aplicares_31,IFRS RSUD BANTARANGIN,A,Apotek/IFRS,-7.86627,111.408
aplicares_32,BP FAJAR DATARI (JST),B,Klinik,-7.86128,111.476
aplicares_33,Klinik Pringgo Husada,B,Klinik,-7.857150072287657,111.48365064227579
aplicares_34,Klinik Al-Hikmah,B,Klinik,-7.808950629343701,111.4377130036354
aplicares_35,Klinik Mutiara Delima,B,Klinik,-8.013428482795074,111.57004291534422
aplicares_36,KLINIK RULIA MEDIKA,B,Klinik,-7.864165890724072,111.46107644295898
aplicares_37,KLINIK FAUZIAH PULUNG,B,Klinik,-7.87859,111.617
aplicares_38,KLINIK MUHAMMADIYAH BALONG,B,Klinik,-7.957053599027999,111.43024227595332
aplicares_39,KLINIK AISYIYAH JETIS,B,Klinik,-7.94301,111.484
aplicares_40,KLINIK IDOLA MEDICAL CENTRE,B,Klinik,-7.85922,111.479
aplicares_41,RUMAH SEHAT MUHAMMADIYAH,B,Klinik,-7.83022951319616,111.46717702579501
aplicares_42,KLINIK AL-MANAR UNMUH PONOROGO,B,Klinik,-7.86457461339487,111.49570227479931
aplicares_43,NGABAR CLINIC,B,Klinik,-7.91957,111.473
aplicares_44,KLINIK BERKAH PRIMA MEDIKA,B,Klinik,-7.92615,111.494
aplicares_45,KLINIK DARUL FALAH ,B,Klinik,-7.836617693371916,111.42827580356904
aplicares_46,KLINIK ALANA,B,Klinik,-7.87263,111.409
aplicares_47,KLINIK PANGESTU,B,Klinik,-7.83462,111.474
aplicares_48,KLINIK AMALIA HUSADA,B,Klinik,-7.81995,111.556
aplicares_49,drg. ENTI  ISNARNI,G,Praktik Dokter Gigi,-7.85610519293,111.49045313752
aplicares_50,drg. Rahayu Kusdarini,G,Praktik Dokter Gigi,-7.95968,111.438
aplicares_51,drg. Enggar Tri Adji Sambodo,G,Praktik Dokter Gigi,-7.86411,111.475
aplicares_52,OPTIK ISTANA,O,Optik,-7.877991809452236,111.46780793005944
aplicares_53,OPTIK OMEGA JAYA,O,Optik,-7.87167951234879,111.4723601848197
aplicares_54,RS MUSLIMAT,R,Rumah Sakit,-7.8777569449029,111.4698497963
aplicares_55,RSU MUHAMMADIYAH PONOROGO,R,Rumah Sakit,-7.866705604925438,111.46134332275389
aplicares_56,RS YASYFIN DARUSSALAM GONTOR,R,Rumah Sakit,-7.924778791371078,111.49938623809814
aplicares_57,RSUD BANTARANGIN,R,Rumah Sakit,-7.86631,111.409
aplicares_58,Dr. SITI ROBIHAH TARWIYATI,U,Praktik Dokter,-7.92769,111.48
aplicares_59,dr. MUTHI'AH ULYA,U,Praktik Dokter,-7.865846122065472,111.49943193721771
aplicares_60,"dr. Siti Nurfaidah, MMRS",U,Praktik Dokter,-7.8196938643497,111.55314911652
aplicares_61,dr. Mukhlas Hamidy,U,Praktik Dokter,-7.9197,111.498
aplicares_62,dr. Endah Purwati,U,Praktik Dokter,-7.874911453389086,111.61722659729553
aplicares_63,DR. PENI SAYEKTI,U,Praktik Dokter,-7.89693,111.374
aplicares_64,DR. M. ALI IMRAN,U,Praktik Dokter,-7.85162,111.48
aplicares_65,DR. CANDRA KARTIKA DEWI,U,Praktik Dokter,-7.973815156698942,111.57161107969283
aplicares_66,LAB. KLINIK IMA,Y,Laboratorium Resmi,-7.87073,111.467399
aplicares_67,Poskes 05.10.04 Trenggalek,B,Klinik,-8.0524,111.71
aplicares_68,Polres Trenggalek,B,Klinik,-8.052025525832759,111.70891685152054
aplicares_69,IFRS BUDI ASIH,A,Apotek/IFRS,-8.05592366393507,111.69768800000003
aplicares_70,Kimia Farma Trenggalek,A,Apotek/IFRS,-8.074534,111.706238
aplicares_71,Apotek Durenan,A,Apotek/IFRS,-8.121843974428002,111.80280699434557
aplicares_72,IFRSIA HARAPAN SEHAT TENTRAM,A,Apotek/IFRS,-8.05811700293955,111.70641857778011
aplicares_73,IFRS RSUD PANGGUL,A,Apotek/IFRS,-8.249663893235613,111.45362294319152
aplicares_74,Klinik Aba Husada,B,Klinik,-8.07969,111.667
aplicares_75,Klinik Tinspardi,B,Klinik,-8.09404,111.749
aplicares_76,Klinik Prasetya Husada,B,Klinik,-8.24285,111.705
aplicares_77,Klinik Romo Wijoyo,B,Klinik,-8.13797,111.699
aplicares_78,Klinik Nur Medika ,B,Klinik,-8.27549,111.716
aplicares_79,Klinik Dewasaka,B,Klinik,-8.2582,111.453
aplicares_80,Klinik Rejowinangun,B,Klinik,-8.04613,111.734
aplicares_81,Klinik Wijaya Kusuma Medika,B,Klinik,-8.13585,111.699
aplicares_82,Lab. Kesda Trenggalek,L,Laboratorium,-8.058289123504588,111.70473023140224
aplicares_83,Lab. Dia Medika,L,Laboratorium,-8.05407,111.705
aplicares_84,Optik Sinar,O,Optik,-8.0525,111.709
aplicares_85,Optik SURYA INDAH,O,Optik,-8.06016,111.708
aplicares_86,Optik ANNISA,O,Optik,-8.0711354846549,111.70647371164
aplicares_87,Optik SUBANG,O,Optik,-8.069843572306691,111.70627665658164
aplicares_88,OPTIK INTERNASIONAL TRENGGALEK,O,Optik,-8.06065,111.708
aplicares_89,RS. BUDI ASIH,R,Rumah Sakit,-8.05594,111.698
aplicares_90,RSIA HARAPAN SEHAT TENTRAM,R,Rumah Sakit,-8.05806,111.706
aplicares_91,RSUD PANGGUL,R,Rumah Sakit,-8.24958,111.454
aplicares_92,KLINIK MATA EDC TRENGGALEK,S,Klinik Utama/Spesialis,-8.055063969050615,111.70414798545839
aplicares_93,dr. Ida Roslena,U,Praktik Dokter,-8.04647,111.663
aplicares_94,dr. Ratna Sulistyowati,U,Praktik Dokter,-8.106361054158311,111.71795878469946
aplicares_95,Bangunjaya,0,Puskesmas (kode 0),-8.13091,111.843
aplicares_96,Tiudan,0,Puskesmas (kode 0),-8.052818099579623,111.83835405158995
aplicares_97,Dono,0,Puskesmas (kode 0),-7.983566172489474,111.87500268220899
aplicares_98,Poskes 05.10.05 Tulungagung,B,Klinik,-8.06499,111.905
aplicares_99,Polres Tulungagung,B,Klinik,-8.06717,111.908
aplicares_100,Jeli,1,Puskesmas (kode 1),-7.9741,111.917
aplicares_101,IFRS DR ISKAK TULUNGAGUNG,A,Apotek/IFRS,-8.054126,111.91798
aplicares_102,Apotek Gunungagung,A,Apotek/IFRS,-8.066233,111.901179
aplicares_103,Apotek Madinah Brilliant,A,Apotek/IFRS,-8.11908,111.953
aplicares_104,IFRS ORPEHA,A,Apotek/IFRS,-8.051266,111.879002
aplicares_105,IFRS BHAYANGKARA TULUNGAGUNG,A,Apotek/IFRS,-8.067466,111.907562
aplicares_106,IFRS ERA MEDIKA,A,Apotek/IFRS,-8.099054,112.002351
aplicares_107,IFRS MADINAH TULUNGAGUNG,A,Apotek/IFRS,-8.113409,112.01391
aplicares_108,IFRS MUHAMMADIYAH TULUNGAGUNG,A,Apotek/IFRS,-8.168868,111.783067
aplicares_109,Apotek Siska Farma,A,Apotek/IFRS,-8.104153,112.013671
aplicares_110,IFRS PRIMA MEDIKA,A,Apotek/IFRS,-8.068905,111.881924
aplicares_111,IFRS SATITI PRIMA HUSADA,A,Apotek/IFRS,-8.140509,111.980952
aplicares_112,IFRS TRISNA MEDIKA,A,Apotek/IFRS,-8.04447,111.910225
aplicares_113,Apotek Kimia Farma Pahlawan,A,Apotek/IFRS,-8.05317,111.908
aplicares_114,Apotik Kimia Farma Ngurah Rai,A,Apotek/IFRS,-8.06567,111.907
aplicares_115,IFRS PUTRA WASPADA,A,Apotek/IFRS,-8.025783,111.920159
aplicares_116,Apotek Arsy Afia,A,Apotek/IFRS,-7.98346,111.875
aplicares_117,IFRS CAMPURDARAT,A,Apotek/IFRS,-8.1404913,111.8695886
aplicares_118,Klinik Modjopanggoong,B,Klinik,-8.05008,111.873
aplicares_119,Klinik Khazanah Medika,B,Klinik,-8.05585,111.91
aplicares_120,Klinik Bale Medika,B,Klinik,-8.13998,111.983
aplicares_121,Klinik Cordova,B,Klinik,-8.07225,111.904
aplicares_122,Klinik dr. Emi A.,B,Klinik,-8.0908,111.91
aplicares_123,Klinik Madinah Pratama,B,Klinik,-8.12220258018537,112.01420384428354
aplicares_124,Klinik Syafa Medika,B,Klinik,-8.05215,111.883
aplicares_125,Klinik Rumah Sehat Jasmine,B,Klinik,-8.08541,111.947
aplicares_126,Klinik Sugih Waras,B,Klinik,-8.10162,111.911
aplicares_127,Klinik Devita Prima Medika,B,Klinik,-8.00576,111.943
aplicares_128,Klinik Aisyiyah Tulungagung,B,Klinik,-8.06039,111.903
aplicares_129,Klinik Surya Husada,B,Klinik,-8.18013,111.975
aplicares_130,Klinik Sehat Mulia,B,Klinik,-8.06485,111.909
aplicares_131,Klinik Era Medika Ngunut,B,Klinik,-8.10311,112.014
aplicares_132,Klinik Avicena,B,Klinik,-8.07128,111.848
aplicares_133,Klinik Pratama dr. Yayuk,B,Klinik,-8.15961,111.964
aplicares_134,Klinik Nita Jaya Husada,B,Klinik,-8.13546,112.017
aplicares_135,KLINIK PRATAMA BUNDA MEDIKA,B,Klinik,-8.01104,111.903
aplicares_136,TRISNA MEDIKA CAMPURDARAT,B,Klinik,-8.15832,111.872
aplicares_137,drg. Siti Makiyah,G,Praktik Dokter Gigi,-8.06609,111.902
aplicares_138,drg. Hermiyati,G,Praktik Dokter Gigi,-8.05341,111.917
aplicares_139,drg. MT. Awanto,G,Praktik Dokter Gigi,-8.07382,111.909
aplicares_140,drg. Agus Darwito,G,Praktik Dokter Gigi,-8.20896,111.784
aplicares_141,drg. Agus Setyono,G,Praktik Dokter Gigi,-8.04823,111.863
aplicares_142,drg. Siti Shobahiyah,G,Praktik Dokter Gigi,-8.229141960075657,111.82221586704256
aplicares_143,drg. Jayanti Perwitasari,G,Praktik Dokter Gigi,-8.130859271963114,112.05910470771792
aplicares_144,drg. Wahyu Dwi Wijayanti,G,Praktik Dokter Gigi,-8.151135930672448,111.96282833862576
aplicares_145,drg. Ismu Widiyawati,G,Praktik Dokter Gigi,-8.05012,111.906
aplicares_146,DRG. KRISNA RAMAYANA,G,Praktik Dokter Gigi,-8.122161336626611,112.08379816377162
aplicares_147,Lab. Klinik Prodia Tulungagung,L,Laboratorium,-8.073279,111.904828
aplicares_148,Lab. Ultra Medika,L,Laboratorium,-8.079432,111.902707
aplicares_149,Laboratorium Medis Sima,L,Laboratorium,-8.06138707589569,111.90751272293805
aplicares_150,Optik INDRA,O,Optik,-8.06184,111.903
aplicares_151,Optik ANNISA,O,Optik,-8.053219835539489,111.86670504795458
aplicares_152,OPTIK INTERNASIONAL T.AGUNG,O,Optik,-8.06231,111.903
aplicares_153,OPTIK ANNISA TULUNGAGUNG 2,O,Optik,-8.069534857693295,111.90146399844114
aplicares_154,OPTIK ANNISA TULUNGAGUNG 3,O,Optik,-8.1707835875221,111.78980297449
aplicares_155,OPTIK TOP,O,Optik,-8.1712,111.755
aplicares_156,RSUI ORPEHA,R,Rumah Sakit,-8.05127,111.879
aplicares_157,ERA MEDIKA,R,Rumah Sakit,-8.09887,112.002
aplicares_158,RS BHAYANGKARA TULUNGAGUNG,R,Rumah Sakit,-8.0674,111.908
aplicares_159,MUHAMADIYAH BANDUNG (JST),R,Rumah Sakit,-8.16884,111.783
aplicares_160,MADINAH (JST),R,Rumah Sakit,-8.11338,112.014
aplicares_161,RSU PRIMA MEDIKA,R,Rumah Sakit,-8.06866,111.882
aplicares_162,RSU SATITI PRIMA HUSADA,R,Rumah Sakit,-8.14047,111.981
aplicares_163,RSIA TRISNA MEDIKA,R,Rumah Sakit,-8.04458,111.91
aplicares_164,RS PUTRA WASPADA,R,Rumah Sakit,-8.02586,111.92
aplicares_165,RSIA AMANDA,R,Rumah Sakit,-8.07558,111.915
aplicares_166,RSUD CAMPURDARAT,R,Rumah Sakit,-8.16198,111.86
aplicares_167,KLINIK MATA EDC TULUNGAGUNG,S,Klinik Utama/Spesialis,-8.074113690213352,111.91017434358594
aplicares_168,KLINIK UTAMA SAM,S,Klinik Utama/Spesialis,-8.06455,111.908
aplicares_169,dr. Yunike Siwi Hastina,U,Praktik Dokter,-8.0486968415613,111.90909294939
aplicares_170,dr. Agus Suprapto,U,Praktik Dokter,-8.11604,112.044
aplicares_171,dr. Dina Nofitria Rahayu,U,Praktik Dokter,-8.16447,111.827
aplicares_172,dr. Dwi Heruwiyono,U,Praktik Dokter,-8.112115938184012,111.95254851065546
aplicares_173,dr. Vemi Mujiati,U,Praktik Dokter,-8.083652093460262,111.95335147094728
aplicares_174,dr. Irnawan,U,Praktik Dokter,-8.0477,111.92
aplicares_175,dr. Gracia Miranda Andrawinna,U,Praktik Dokter,-8.02310613657279,111.92123402273656
aplicares_176,dr. Aris Setiawan,U,Praktik Dokter,-8.12376,112.084
aplicares_177,dr. Farida W. Ariany,U,Praktik Dokter,-8.17084,111.79
aplicares_178,dr. Ana Herawati ,U,Praktik Dokter,-8.21047,111.783
aplicares_179,dr. Unus Raliby,U,Praktik Dokter,-8.161199447732747,111.86236933723629
aplicares_180,dr. Achmad Ardianto,U,Praktik Dokter,-8.10553,111.89
aplicares_181,dr. Ita Farica,U,Praktik Dokter,-8.06486,111.85
aplicares_182,dr. Abu Mardah,U,Praktik Dokter,-8.08081,111.938
aplicares_183,dr. Singgih Wahyudi P. U.,U,Praktik Dokter,-8.19503,111.787
aplicares_184,dr. Arifianto Wibowo,U,Praktik Dokter,-8.04934,111.922
aplicares_185,dr. Hari Subagiyo,U,Praktik Dokter,-8.21297,111.835
aplicares_186,dr. Budi Yuniarto ,U,Praktik Dokter,-8.08145,111.879
aplicares_187,dr. I Komang Gede Arwana,U,Praktik Dokter,-8.03879,111.875
aplicares_188,dr. Kurnia Elka Vidyarni,U,Praktik Dokter,-7.998365561013775,111.82369959259033
aplicares_189,DR. YUSTIEN YUSIANA,U,Praktik Dokter,-8.048860357455114,111.86647902625738
aplicares_190,DR. MANSUR SAFII,U,Praktik Dokter,-8.136117879722919,112.01247139823437
aplicares_191,DR. MARISA SAHARA,U,Praktik Dokter,-8.07362,111.909
aplicares_192,"DR SISWANTORO, MSC",U,Praktik Dokter,-7.996571841831021,111.8938886883259
aplicares_193,POSKES 05.09.03 BLITAR,B,Klinik,-8.09867,112.16
aplicares_194,POLRES BLITAR,B,Klinik,-8.07732,112.327
aplicares_195,IFRS NGUDI WALUYO,A,Apotek/IFRS,-8.0831,112.31515649604799
aplicares_196,IFRS AN NISSA',A,Apotek/IFRS,-8.083215556185095,112.30166296958924
aplicares_197,IFRS AULIA,A,Apotek/IFRS,-8.160564069703845,112.21771124935148
aplicares_198,IFRS ANANDA,A,Apotek/IFRS,-8.061297767873247,112.06206530094146
aplicares_199,IFRS AL-ITTIHAD,A,Apotek/IFRS,-8.059413901457491,112.05289900398256
aplicares_200,APOTEK KIMIA FARMA WLINGI,A,Apotek/IFRS,-8.07576447228573,112.32789433601378
aplicares_201,IFRS MEDIKA UTAMA,A,Apotek/IFRS,-8.12552222035447,112.20754898193358
aplicares_202,IFRS RSUD SRENGAT,A,Apotek/IFRS,-8.06504,112.07980688095093
aplicares_203,IFRS WAVA HUSADA KESAMBEN,A,Apotek/IFRS,-8.148898639524049,112.36601389053152
aplicares_204,APOTEK MITRA SYIFA,A,Apotek/IFRS,-8.059899546694721,112.05691612365722
aplicares_205,INS FARMASI KU PUSPA HUSADA,A,Apotek/IFRS,-8.025066356573783,112.21454489814761
aplicares_206,BP TERA HUSADA,B,Klinik,-8.17799,112.328
aplicares_207,KLINIK PRATAMA PELITA HUSADA,B,Klinik,-8.136378758321454,112.4198497962952
aplicares_208,KLINIK PRATAMA TIRTA HUSADA,B,Klinik,-8.22316,112.153
aplicares_209,KLINIK PRATAMA SOFIA MEDIKA,B,Klinik,-8.13677,112.301
aplicares_210,KLINIK MITRA MEDIKA,B,Klinik,-8.11959,112.264
aplicares_211,KLINIK RAMDANI HUSADA,B,Klinik,-8.140765586520745,112.37927043914796
aplicares_212,"DEWI UTAMI JULIYANTI, DRG",G,Praktik Dokter Gigi,-8.115586161838753,112.18661455172553
aplicares_213,"ENDANG RETNOWATI, DRG",G,Praktik Dokter Gigi,-8.131237907033112,112.15156770038605
aplicares_214,"MIGIT RENGGOWATI, DRG",G,Praktik Dokter Gigi,-8.199506604219176,112.10352127647401
aplicares_215,"EVI DIAN KARTIKASARI, DRG",G,Praktik Dokter Gigi,-8.079792737934115,112.30993433666231
aplicares_216,"DESI NUR ARIANA, DRG.",G,Praktik Dokter Gigi,-8.1739706198412,112.24451720238
aplicares_217,drg. MUHAMAD ALI SYAFAAT,G,Praktik Dokter Gigi,-8.136113685302847,112.41994367361072
aplicares_218,"ARI SUSANTI, DRG",G,Praktik Dokter Gigi,-8.059198641752278,112.07030040740553
aplicares_219,"VERA ARIE ARIES SANDY, DRG",G,Praktik Dokter Gigi,-8.14004,112.31
aplicares_220,DRG. WISMA YUNIAR,G,Praktik Dokter Gigi,-8.08244,112.121
aplicares_221,DRG. ROCHMANI RUFAIDA,G,Praktik Dokter Gigi,-8.0750301631757,112.31700851059
aplicares_222,DRG. IKA DESI WULANDARI,G,Praktik Dokter Gigi,-8.14338,112.335
aplicares_223,Optik Prima 2,O,Optik,-8.086041404171912,112.31695357608797
aplicares_224,OPTIK INTERNASIONAL WLINGI,O,Optik,-8.085239189884696,112.31409820878508
aplicares_225,OPTIK INTERNASIONAL SRENGAT,O,Optik,-8.064748851820992,112.07308984401702
aplicares_226,RSU AN NISAA,R,Rumah Sakit,-8.083199999999975,112.30166740608213
aplicares_227,RSu AULIA,R,Rumah Sakit,-8.1605768221875,112.21771032143
aplicares_228,RSu ANANDA,R,Rumah Sakit,-8.0613,112.062
aplicares_229,RSU AL-ITTIHAD,R,Rumah Sakit,-8.05933887743337,112.05291953372958
aplicares_230,RS MEDIKA UTAMA,R,Rumah Sakit,-8.12544,112.208
aplicares_231,RSUD SRENGAT,R,Rumah Sakit,-8.06483,112.08
aplicares_232,RS WAVA HUSADA KESAMBEN,R,Rumah Sakit,-8.14885,112.366
aplicares_233,KU PUSPA HUSADA,S,Klinik Utama/Spesialis,-8.02491,112.215
aplicares_234,"DENY CHRISTIANTO, DR",U,Praktik Dokter,-8.073208424547012,112.21225187027083
aplicares_235,"SUTIKNO, DR",U,Praktik Dokter,-8.03792,112.217
aplicares_236,"MUJIASTUTI, DR",U,Praktik Dokter,-8.05903,112.067
aplicares_237,"LILIK ENDAH WINARNI, DR",U,Praktik Dokter,-8.0652289295169,112.09856406102
aplicares_238,"SAS ALWAFI, DR",U,Praktik Dokter,-8.05137752274866,112.01672260141373
aplicares_239,"ARIS SYAMSIATUN NISA, DR",U,Praktik Dokter,-8.07465,112.328
aplicares_240,"ANIS BITRIARNO, DR",U,Praktik Dokter,-8.08418,112.322
aplicares_241,dr. TUTUT WAHYUNINGUMI R,U,Praktik Dokter,-8.0599,112.056
aplicares_242,dr. Windi Kumandang,U,Praktik Dokter,-8.00256,112.108
aplicares_243,dr. MAULIDHA SUZI ANNISA,U,Praktik Dokter,-8.049935850886586,112.00990344047544
aplicares_244,dr. ANDY PRASETYO,U,Praktik Dokter,-8.17086,112.366
aplicares_245,dr. PRAVITA RINANTI,U,Praktik Dokter,-8.0877,112.095
aplicares_246,dr. Heti Candra Susanti,U,Praktik Dokter,-8.10802,112.192
aplicares_247,dr. ANIEQ SOULISTYA UTAMI,U,Praktik Dokter,-8.061915561122932,112.06433326447012
aplicares_248,dr. LUSIA MIENNARNI,U,Praktik Dokter,-8.08047,112.242
aplicares_249,DR. RURIN WIDYARINI,U,Praktik Dokter,-8.15772,112.218
aplicares_250,DR. ROFIQ AHMAD,U,Praktik Dokter,-8.048818130558237,112.18118460845946
aplicares_251,DR. MUHAMMAD FARID FACHRUDIN,U,Praktik Dokter,-8.00412999999998,112.35407644295692
aplicares_252,DR. ZAINUL ABDIL MUTTAQIN,U,Praktik Dokter,-7.98158,112.142
aplicares_253,DR. SILVIA NURLIA DEWI,U,Praktik Dokter,-8.14526,112.144
aplicares_254,DR. ROKIP ABDUL AZIZ,U,Praktik Dokter,-8.01284,112.039
aplicares_255,DR. RUBI ANTO CAHYONO,U,Praktik Dokter,-8.113153446365395,112.14094635581971
aplicares_256,DR. TIARA ADITYA SANI,U,Praktik Dokter,-8.17244,112.214
aplicares_257,DR. DEWI MITRA,U,Praktik Dokter,-8.237704690931245,112.32373714351654
aplicares_258,DR DEVVY MEGAWATI,U,Praktik Dokter,-8.12773,112.235
aplicares_259,KAYENKIDUL,0,Puskesmas (kode 0),-7.739057864819128,112.09360793006418
aplicares_260,POLRES KEDIRI,B,Klinik,-7.76603,112.193
aplicares_261,IFRS KAB. KEDIRI,A,Apotek/IFRS,-7.75935,112.174
aplicares_262,Apotik IRMA MULIA,A,Apotek/IFRS,-7.895657,111.9920303
aplicares_263,IFRS ARGA HUSADA,A,Apotek/IFRS,-7.9123662,111.9805266
aplicares_264,IFRS AURA SYIFA,A,Apotek/IFRS,-7.7982619,112.0340124
aplicares_265,IFRS SITI KHOTIDJAH,A,Apotek/IFRS,-7.8049607,112.0904023
aplicares_266,IFRS SURYA MELATI,A,Apotek/IFRS,-7.9179438,112.0677966
aplicares_267,IFRS HVA Toeloengredjo,A,Apotek/IFRS,-7.76171,112.195
aplicares_268,IFRS WILUJENG,A,Apotek/IFRS,-7.7308887,112.1160156
aplicares_269,IFRS AMELIA,A,Apotek/IFRS,-7.762330273880391,112.18190169933318
aplicares_270,APOTEK WULAN,A,Apotek/IFRS,-7.773140051110011,112.19661562743663
aplicares_271,APOTEK KIMIA FARMA SMAN 2 PARE,A,Apotek/IFRS,-7.7593869366435,112.17648363712
aplicares_272,APOTEK KIMIA FARMA PARE 2,A,Apotek/IFRS,-7.761176860208666,112.17949575784682
aplicares_273,IFRS SIMPANG LIMA GUMUL,A,Apotek/IFRS,-7.820881780941356,112.05807752016067
aplicares_274,APOTEK PRB KLINIK DR VITIS,A,Apotek/IFRS,-7.75125,111.96
aplicares_275,APOTEK KU R. INAP MEDIKA UTAMA,A,Apotek/IFRS,-7.765971213321213,112.14574820402144
aplicares_276,INSTALASI FARMASI DIA HUSADA,A,Apotek/IFRS,-7.764812494410529,112.14900574687003
aplicares_277,BP NUSA MEDIKA NGADIREJO,B,Klinik,-7.929414747431624,111.97341661953925
aplicares_278,KLINIK MITRA HUSADA I,B,Klinik,-7.760614278638306,112.1945766749413
aplicares_279,BP SURYA PRIMA HUSADA,B,Klinik,-7.65860759760337,112.15420606613156
aplicares_280,BP PANCA HUSADA SATATA,B,Klinik,-7.9743,111.99
aplicares_281,BP VITA MEDIKA,B,Klinik,-7.8089,112.252
aplicares_282,KLINIK PRATAMA MEDIKA KELUARGA,B,Klinik,-7.892289030059052,111.99400183885575
aplicares_283,KLINIK WAHYU HUSADA,B,Klinik,-7.83141572738944,112.09902603347633
aplicares_284,KLINIK DOKTERKU,B,Klinik,-7.89898,111.963
aplicares_285,Klinik PKU Muhammadiyah,B,Klinik,-7.95866,111.992
aplicares_286,Klinik Surya,B,Klinik,-7.79916,112.03
aplicares_287,KLINIK RAWAT INAP AURA SYIFA 2,B,Klinik,-7.765686372344218,112.08789941716195
aplicares_288,KLINIK RAWAT INAP SITI FATIMAH,B,Klinik,-7.76551,112.196
aplicares_289,KLINIK NUSA MEDIKA TULUNGREJO,B,Klinik,-7.7620048260495516,112.19715690922737
aplicares_290,KLINIK PRATAMA JIMBUN MEDIKA,B,Klinik,-7.9047715758617,112.03691685152
aplicares_291,KLINIK PRATAMA PURI HUSADA,B,Klinik,-7.739140000000011,111.95636478042606
aplicares_292,KLINIK PARAMITHA MEDIKA,B,Klinik,-7.74925,111.934
aplicares_293,KLINIK PRATAMA DR. VITIS,B,Klinik,-7.75134,111.96
aplicares_294,KLINIK PRATAMA KUSUMA PERTIWI,B,Klinik,-7.80869,112.269
aplicares_295,KLINIK PRATAMA MUTIARA MEDIKA,B,Klinik,-7.883133021431649,112.06070027374675
aplicares_296,KLINIK PRATAMA PRISDHY,B,Klinik,-7.894920627144489,112.10293562698364
aplicares_297,KLINIK RI SINAR MEDIKA,B,Klinik,-7.86226,112.153
aplicares_298,KLINIK PARADISE PARISUDHA,B,Klinik,-7.83085,112.177
aplicares_299,KLINIK PRATAMA RK MEDIKA,B,Klinik,-7.731709744567232,112.11808046627041
aplicares_300,KLINIK PRATAMA AULIA 3,B,Klinik,-7.61007,112.134
aplicares_301,KLINIK PRATAMA TENTREM RAHAYU,B,Klinik,-7.69918,111.972
aplicares_302,KLINIK SURYA MADANI,B,Klinik,-7.85304,112.135
aplicares_303,KLINIK SEHATI,B,Klinik,-7.72639,112.121
aplicares_304,KLINIK BANYUMANIK,B,Klinik,-7.760192325439415,112.17410024756195
aplicares_305,KLINIK ASFIYAK GRAHA MEDIKA,B,Klinik,-7.7792,112.229
aplicares_306,KLINIK TRISNA MEDIKA,B,Klinik,-7.896797343225995,111.99125615096094
