id,nama,tipe_kode,tipe_label,lat,lon
aplicares_2831,RS Ubaya ,R,Rumah Sakit,-7.31417,112.766
aplicares_2832,RS TERAPUNG KSATRIA AIRLANGGA,R,Rumah Sakit,-7.265278350285439,112.76005185249568
aplicares_2833,RSIA IBI SURABAYA,R,Rumah Sakit,-7.24534,112.728
aplicares_2834,KU RJ JEC-JAVA@SURABAYA,S,Klinik Utama/Spesialis,-7.2936372423634035,112.73945999884606
aplicares_2835,KLINIK MATA TRITYA,S,Klinik Utama/Spesialis,-7.2989,112.76
aplicares_2836,KLINIK MATA DR.SJAMSU,S,Klinik Utama/Spesialis,-7.29003,112.777
aplicares_2837,KLINIK UTAMA HEMODIALISIS 3D,S,Klinik Utama/Spesialis,-7.26736,112.797
aplicares_2838,KLINIK UTAMA 3D CLINIC,S,Klinik Utama/Spesialis,-7.24952,112.626
aplicares_2839,SURABAYA EYE CLINIC,S,Klinik Utama/Spesialis,-7.32194,112.745
aplicares_2840,KLINIK UTAMA RI USADA BUANA ,S,Klinik Utama/Spesialis,-7.34476,112.723
aplicares_2841,KLINIK DHARMAHUSADA PREMIER,S,Klinik Utama/Spesialis,-7.270990781613795,112.77341193559646
aplicares_2842,KLINIK JATI ASIH MEDIKA,S,Klinik Utama/Spesialis,-7.299472939275891,112.78008985400199
aplicares_2843,KLINIK UTAMA OPTIMA,S,Klinik Utama/Spesialis,-7.33266,112.775
aplicares_2844,KLINIK WIDJAJA ASTHMA CENTRE,S,Klinik Utama/Spesialis,-7.2714,112.782
aplicares_2845,KLINIK LINA LICA,S,Klinik Utama/Spesialis,-7.2891973560781445,112.65428474135382
aplicares_2846,KLINIK UTAMA RI PUSURA RUNGKUT,S,Klinik Utama/Spesialis,-7.32782,112.775
aplicares_2847,Klinik Mitra Sehat,B,Klinik,-7.3130560917684,112.6904710393
aplicares_2848,dr. Trimurti,U,Praktik Dokter,-7.27996,112.719
aplicares_2849,dr. Nur Hasanah,U,Praktik Dokter,-7.26692,112.7
aplicares_2850,Klinik Medico Sier,B,Klinik,-7.3350473114947,112.75137486583
aplicares_2851,Klinik Optima,B,Klinik,-7.33174,112.777
aplicares_2852,Klinik Jemursari Empat,B,Klinik,-7.32675,112.736
aplicares_2853,dr. Achmad Khoiruddin Alif,U,Praktik Dokter,-7.269519312272138,112.75625480985642
aplicares_2854,dr. Arif Rahman Hakim,U,Praktik Dokter,-7.23395,112.761
aplicares_2855,dr. Melani Handojo,U,Praktik Dokter,-7.29083,112.755
aplicares_2856,dr. Namiku Adi Widiono,U,Praktik Dokter,-7.32367,112.712
aplicares_2857,dr. Liliek Gondomono,U,Praktik Dokter,-7.31337,112.7
aplicares_2858,dr. Soedjatmiko,U,Praktik Dokter,-7.2509719314000876,112.75568451846642
aplicares_2859,dr. Niko Noor Indra,U,Praktik Dokter,-7.26023,112.654
aplicares_2860,dr. Rr. Henny Yuniarti ,U,Praktik Dokter,-7.3317103116254,112.78731428242
aplicares_2861,dr. Tri Novadiana Nurhuda,U,Praktik Dokter,-7.2548100235808,112.76420663166
aplicares_2862,dr. Dwiyana Ummul Fitri ,U,Praktik Dokter,-7.28239,112.779
aplicares_2863,dr. Rizka Kusumaningsih ,U,Praktik Dokter,-7.26939,112.715
aplicares_2864,dr. Christine Listyawati ,U,Praktik Dokter,-7.26238,112.667
aplicares_2865,dr. Rifqi Ardi Firmansyah ,U,Praktik Dokter,-7.24074,112.629
aplicares_2866,dr. Muntayah,U,Praktik Dokter,-7.23154,112.609
aplicares_2867,dr. Rindy ,U,Praktik Dokter,-7.33502,112.747
aplicares_2868,dr. Andri Sulaksono,U,Praktik Dokter,-7.2317459652342,112.78115288591
aplicares_2869,dr. Ageng Rusbaya ,U,Praktik Dokter,-7.288114495094216,112.69737550926209
aplicares_2870,dr. Lina Azizah ,U,Praktik Dokter,-7.31402,112.699
aplicares_2871,dr. Endang Dwihastutiningsih,U,Praktik Dokter,-7.30541,112.794
aplicares_2872,dr. Adji Bhayu Kurniadi ,U,Praktik Dokter,-7.2601089782695,112.79897047043
aplicares_2873,dr. Linda Auliyaur Rahmah ,U,Praktik Dokter,-7.31896,112.739
aplicares_2874,dr. Herman Sudjarwo,U,Praktik Dokter,-7.2599082373438,112.78958321991
aplicares_2875,dr. Hartatie,U,Praktik Dokter,-7.2868,112.757
aplicares_2876,dr. Hernalia Martadila Putri ,U,Praktik Dokter,-7.2949,112.757
aplicares_2877,dr. Naufal Dzaki Setyagisna,U,Praktik Dokter,-7.27259,112.724
aplicares_2878,dr. Defliyana ,U,Praktik Dokter,-7.28446,112.76
aplicares_2879,dr. Handini ,U,Praktik Dokter,-7.2704016445327,112.71780486929
aplicares_2880,dr. Danny Sentosa ,U,Praktik Dokter,-7.24288,112.751
aplicares_2881,dr. Johan Setiawan ,U,Praktik Dokter,-7.25529,112.75
aplicares_2882,dr. M. Deniansyah ,U,Praktik Dokter,-7.23821,112.735
aplicares_2883,dr. Monika Sandrawati Giantara,U,Praktik Dokter,-7.28727,112.756
aplicares_2884,dr. Rachmat Agung Widodo ,U,Praktik Dokter,-7.30916,112.808
aplicares_2885,SISIR,0,Puskesmas (kode 0),-7.87135,112.535
aplicares_2886,Klinik Polres Kota Batu,B,Klinik,-7.904903463004925,112.55418460845951
aplicares_2887,Apotek Arjasa,A,Apotek/IFRS,-7.913148093224942,112.5844170835018
aplicares_2888,IF RS  BHAYANGKARA HASTA BRATA,A,Apotek/IFRS,-7.871738,112.523936
aplicares_2889,IF RS DR. ETTY ASHARTO ,A,Apotek/IFRS,-7.868643,112.511641
aplicares_2890,IF RS PUNTEN,A,Apotek/IFRS,-7.839183,112.530523
aplicares_2891,Apotek Kimia Farma 245,A,Apotek/IFRS,-7.874263,112.529774
aplicares_2892,MEGA HEALTH CLINIC,B,Klinik,-7.87112,112.51
aplicares_2893,KLINIK MARGI RAHAYU,B,Klinik,-7.86799785272283,112.51594769692423
aplicares_2894,drg. Josephine Novita Wardhani,G,Praktik Dokter Gigi,-7.874276087732757,112.52978810548781
aplicares_2895,drg. Rahma Husnayaini,G,Praktik Dokter Gigi,-7.87949,112.524
aplicares_2896,drg. Hamida Sa'adiah,G,Praktik Dokter Gigi,-7.877331661538822,112.53257644122588
aplicares_2897,DRG. TRISTA FAUZIYA FEBRIANI,G,Praktik Dokter Gigi,-7.86917,112.521
aplicares_2898,  Optik Internasional Batu,O,Optik,-7.871834,112.527952
aplicares_2899,OPTIK INTERNASIONAL BATU 1 ,O,Optik,-7.870067413715323,112.52694643142699
aplicares_2900,RS BHAYANGKARA HASTA BRATA,R,Rumah Sakit,-7.871625605808362,112.52376396560668
aplicares_2901,RS DR. ETTY ASHARTO,R,Rumah Sakit,-7.86858594173112,112.51166740608215
aplicares_2902,RS PUNTEN,R,Rumah Sakit,-7.83918,112.531
aplicares_2903,dr. SACHARIANO,U,Praktik Dokter,-7.904619952750713,112.56764764499663
aplicares_2904,dr. Iva Parsetyaningsih,U,Praktik Dokter,-7.85911,112.532
aplicares_2905,dr. YUNI ASTUTI,U,Praktik Dokter,-7.884139632087979,112.53429638409612
aplicares_2906,dr. Sri Rahati,U,Praktik Dokter,-7.870643417894712,112.51337014484406
aplicares_2907,dr. Triyanto Saudin,U,Praktik Dokter,-7.836701399886908,112.5285815753937
aplicares_2908,dr. Suherlambang,U,Praktik Dokter,-7.91033,112.558
aplicares_2909,DR. SULISWATI,U,Praktik Dokter,-7.863985023516412,112.55284443187716
aplicares_2910,DR. EMIRA DARMAWATI,U,Praktik Dokter,-7.876265692287924,112.53301908362673
aplicares_2911,dr. Antonia Junita,U,Praktik Dokter,-7.874273912268723,112.5297693300247
aplicares_2912,DR. TINI,U,Praktik Dokter,-7.87962,112.525
aplicares_2913,Pegirian ,0,Puskesmas (kode 0),-7.2246861380707035,112.74721860003473
aplicares_2914,Wonokusumo ,0,Puskesmas (kode 0),-7.21956,112.753
aplicares_2915,Sidotopo ,0,Puskesmas (kode 0),-7.230368539373513,112.74590612268449
aplicares_2916,Perak Timur ,0,Puskesmas (kode 0),-7.2307549764463,112.72867803335
aplicares_2917,Tanjungsari ,0,Puskesmas (kode 0),-7.259736428294975,112.68926822090148
aplicares_2918,Manukan Kulon ,0,Puskesmas (kode 0),-7.26295783318362,112.66889451670644
aplicares_2919,Simomulyo ,0,Puskesmas (kode 0),-7.262382103990319,112.7117291984558
aplicares_2920,Asemrowo ,0,Puskesmas (kode 0),-7.25186,112.714
aplicares_2921,Balongsari ,0,Puskesmas (kode 0),-7.25911,112.678
aplicares_2922,Sememi ,0,Puskesmas (kode 0),-7.24835,112.635
aplicares_2923,Benowo ,0,Puskesmas (kode 0),-7.234846346996515,112.61151766633988
aplicares_2924,Krembangan Selatan,0,Puskesmas (kode 0),-7.233230251785869,112.73119144266843
aplicares_2925,Dupak ,0,Puskesmas (kode 0),-7.239318012798586,112.71717650413513
aplicares_2926,Tembok Dukuh ,0,Puskesmas (kode 0),-7.25462,112.719
aplicares_2927,Gundih ,0,Puskesmas (kode 0),-7.24696210133815,112.7245631352091
aplicares_2928,Tambak Rejo,0,Puskesmas (kode 0),-7.24851,112.756
aplicares_2929,Simolawang ,0,Puskesmas (kode 0),-7.234787895381667,112.75114483928681
aplicares_2930,Rangkah ,0,Puskesmas (kode 0),-7.24505,112.766
aplicares_2931,Pacar Keling ,0,Puskesmas (kode 0),-7.25735,112.763
aplicares_2932,Gading ,0,Puskesmas (kode 0),-7.24252,112.764
aplicares_2933,Pucang Sewu ,0,Puskesmas (kode 0),-7.28656,112.756
aplicares_2934,Mojo ,0,Puskesmas (kode 0),-7.27073,112.771
aplicares_2935,Kalirungkut ,1,Puskesmas (kode 1),-7.322170261545493,112.77078542327882
aplicares_2936,Tenggilis ,1,Puskesmas (kode 1),-7.322330641340854,112.76204962086678
aplicares_2937,Gunung Anyar ,1,Puskesmas (kode 1),-7.34029,112.784
aplicares_2938,Medokan Ayu ,1,Puskesmas (kode 1),-7.324183563491714,112.79475550580024
aplicares_2939,Menur ,1,Puskesmas (kode 1),-7.29684,112.764
aplicares_2940,Mulyorejo ,1,Puskesmas (kode 1),-7.26049,112.785
aplicares_2941,Klampis Ngasem ,1,Puskesmas (kode 1),-7.289352796567006,112.77868148767946
aplicares_2942,Tanah Kali Kedinding,1,Puskesmas (kode 1),-7.23033,112.774
aplicares_2943,Sidotopo Wetan ,1,Puskesmas (kode 1),-7.226581287222498,112.76342915344239
aplicares_2944,Kenjeran ,1,Puskesmas (kode 1),-7.2410600877407285,112.79516227364542
aplicares_2945,Jagir ,1,Puskesmas (kode 1),-7.30572,112.738
aplicares_2946,Wonokromo ,1,Puskesmas (kode 1),-7.303149358202223,112.73040233135222
aplicares_2947,Ngagel Rejo ,1,Puskesmas (kode 1),-7.29295,112.749
aplicares_2948,Peneleh ,1,Puskesmas (kode 1),-7.2522,112.741
aplicares_2949,Ketabang ,1,Puskesmas (kode 1),-7.258081839360594,112.74676530671121
aplicares_2950,Kedungdoro ,1,Puskesmas (kode 1),-7.26364,112.738
aplicares_2951,Dr. Soetomo ,1,Puskesmas (kode 1),-7.2749,112.728
aplicares_2952,Sawahan ,1,Puskesmas (kode 1),-7.26564,112.728
aplicares_2953,Putat Jaya ,1,Puskesmas (kode 1),-7.281468855445647,112.72230799007417
aplicares_2954,Banyu Urip ,1,Puskesmas (kode 1),-7.27158,112.72
aplicares_2955,Pakis ,1,Puskesmas (kode 1),-7.281694767427653,112.72813411045071
aplicares_2956,Gayungan ,1,Puskesmas (kode 1),-7.338054934989051,112.71877435916662
aplicares_2957,Jemursari ,1,Puskesmas (kode 1),-7.32596,112.74
aplicares_2958,Kebonsari ,1,Puskesmas (kode 1),-7.328379856733247,112.71419311904907
aplicares_2959,Sidosermo ,1,Puskesmas (kode 1),-7.3054,112.757
aplicares_2960,Kedurus ,1,Puskesmas (kode 1),-7.319732376148196,112.70962985515595
aplicares_2961,Dukuh Kupang ,1,Puskesmas (kode 1),-7.283340276333174,112.71217166137698
aplicares_2962,Wiyung ,1,Puskesmas (kode 1),-7.31472,112.694
aplicares_2963,Jeruk ,1,Puskesmas (kode 1),-7.305434788288991,112.63840357089141
aplicares_2964,Lidah Kulon ,1,Puskesmas (kode 1),-7.30654058184477,112.66147696924212
aplicares_2965,Lontar ,1,Puskesmas (kode 1),-7.28506137904383,112.66288270759584
aplicares_2966,IF RSAL DR.RAMELAN,A,Apotek/IFRS,-7.30944,112.738
aplicares_2967,IFRS PHC SURABAYA,A,Apotek/IFRS,-7.20948,112.736
aplicares_2968,IFRS SOEWANDHIE SBY,A,Apotek/IFRS,-7.24571,112.758
aplicares_2969,IFRSUD HUSADA PRIMA,A,Apotek/IFRS,-7.22473,112.747
aplicares_2970,IFRS DR SOETOMO,A,Apotek/IFRS,-7.267477,112.758619
aplicares_2971,IFRS JIWA MENUR,A,Apotek/IFRS,-7.28612,112.763
aplicares_2972,IF RSUD HAJI PROVINSI JATIM,A,Apotek/IFRS,-7.28321,112.78
aplicares_2973,IFRS HUSADA UTAMA,A,Apotek/IFRS,-7.26512,112.756
aplicares_2974,IFRS ISLAM JEMURSARI,A,Apotek/IFRS,-7.32269,112.74
aplicares_2975,IFRS MUJI RAHAYU,A,Apotek/IFRS,-7.25729,112.671
aplicares_2976,IFRS AL IRSYAD,A,Apotek/IFRS,-7.22817,112.741
aplicares_2977,IF RSI A YANI,A,Apotek/IFRS,-7.30628,112.735
aplicares_2978,IFRS BHAYANGKARA SAMSOERI M,A,Apotek/IFRS,-7.32423,112.73
aplicares_2979,drg. Hidayati Wardani,G,Praktik Dokter Gigi,-7.30035,112.775
aplicares_2980,Optik Idong ,O,Optik,-7.251172,112.754469
aplicares_2981,Optik Internasional Blauran ,O,Optik,-7.257962,112.733265
aplicares_2982,Optik Star Blauran ,O,Optik,-7.257892,112.733287
aplicares_2983,Optik Nusantara ,O,Optik,-7.269882,112.728539
aplicares_2984,Optik 99 ,O,Optik,-7.298842,112.75998
aplicares_2985,Optik Berlian ,O,Optik,-7.261832,112.667119
aplicares_2986,Optik President ,O,Optik,-7.287291,112.771491
aplicares_2987,RSUD DR SOETOMO SURABAYA,R,Rumah Sakit,-7.26748,112.759
aplicares_2988,RSUD HAJI PROVINSI JAWA TIMUR,R,Rumah Sakit,-7.28321,112.78
aplicares_2989,RSJ DAERAH MENUR SURABAYA,R,Rumah Sakit,-7.28612,112.763
aplicares_2990,RS ISLAM JEMURSARI SURABAYA,R,Rumah Sakit,-7.32269,112.74
aplicares_2991,RS PHC,R,Rumah Sakit,-7.20948,112.736
aplicares_2992,RSPAL DR.RAMELAN SURABAYA,R,Rumah Sakit,-7.30944,112.738
aplicares_2993,RSUD DR M SOEWANDHIE,R,Rumah Sakit,-7.24592,112.758
aplicares_2994,RSAD BRAWIJAYA SURABAYA,R,Rumah Sakit,-7.29695,112.723
aplicares_2995,RS BHAYANGKARA SURABAYA,R,Rumah Sakit,-7.32447,112.731
aplicares_2996,RSUD Husada Prima,R,Rumah Sakit,-7.22473,112.747
aplicares_2997,RS MATA MASYARAKAT JAWA TIMUR,R,Rumah Sakit,-7.32562,112.726
aplicares_2998,RS AL IRSYAD,R,Rumah Sakit,-7.22817,112.741
aplicares_2999,RUMAH SAKIT MUJI RAHAYU,R,Rumah Sakit,-7.25724,112.671
aplicares_3000,RS ISLAM A YANI,R,Rumah Sakit,-7.30628,112.735
aplicares_3001,RSIA PURA RAHARJA,R,Rumah Sakit,-7.28324,112.753
aplicares_3002,dr. Maulida Juniar,U,Praktik Dokter,-7.31512,112.756
aplicares_3003,dr. Sabirun AS,U,Praktik Dokter,-7.34003,112.72
aplicares_3004,dr. Sri Hawati,U,Praktik Dokter,-7.27168,112.718
aplicares_3005,dr. Slamet Santoso,U,Praktik Dokter,-7.32088,112.75
aplicares_3006,dr. Dina Mariani,U,Praktik Dokter,-7.29377527480039,112.75356414103506
aplicares_3007,dr. Roeslina Herawati,U,Praktik Dokter,-7.289710272027299,112.76912113624812
aplicares_3008,dr. Ni G. Ayu M. Rustikawati,U,Praktik Dokter,-7.29809,112.746
aplicares_3009,dr. Tatien Tjahjandari,U,Praktik Dokter,-7.317696908782499,112.70094718217848
aplicares_3010,dr. Hilman Siregar,U,Praktik Dokter,-7.24954,112.762
aplicares_3011,dr. Nurul Hidayah,U,Praktik Dokter,-7.22324,112.735
aplicares_3012,Klinik Medical Center ITS,B,Klinik,-7.290391967277146,112.79271537423136
aplicares_3013,ALOON-ALOON,0,Puskesmas (kode 0),-7.15781,112.655
aplicares_3014,NELAYAN,0,Puskesmas (kode 0),-7.15062,112.647
aplicares_3015,INDUSTRI,0,Puskesmas (kode 0),-7.16382,112.647
aplicares_3016,KEBOMAS,0,Puskesmas (kode 0),-7.167228029395074,112.63847898089884
aplicares_3017,GENDING,0,Puskesmas (kode 0),-7.18264,112.649
aplicares_3018,MANYAR,0,Puskesmas (kode 0),-7.1234799124256,112.60581946563723
aplicares_3019,SEMBAYAT,0,Puskesmas (kode 0),-7.071084694182,112.57451720238
aplicares_3020,CERME,0,Puskesmas (kode 0),-7.236394503663962,112.56452034854891
aplicares_3021,BENJENG,0,Puskesmas (kode 0),-7.25912,112.501
aplicares_3022,METATU,0,Puskesmas (kode 0),-7.22115,112.499
aplicares_3023,DUDUK SAMPEYAN,0,Puskesmas (kode 0),-7.15456,112.521
aplicares_3024,BALONGPANGGANG,0,Puskesmas (kode 0),-7.26819,112.444
aplicares_3025,DAPET,0,Puskesmas (kode 0),-7.30495,112.427
aplicares_3026,KEDAMEAN,0,Puskesmas (kode 0),-7.3233,112.566
aplicares_3027,SLEMPIT,0,Puskesmas (kode 0),-7.32407,112.513
aplicares_3028,MENGANTI,0,Puskesmas (kode 0),-7.29404,112.594
aplicares_3029,KEPATIHAN,0,Puskesmas (kode 0),-7.24011,112.597
aplicares_3030,DRIYOREJO,1,Puskesmas (kode 1),-7.365992536462775,112.62486475503447
aplicares_3031,KARANG ANDONG,1,Puskesmas (kode 1),-7.35763,112.571
aplicares_3032,WRINGIN ANOM,1,Puskesmas (kode 1),-7.39727,112.53
aplicares_3033,SEDAYU,1,Puskesmas (kode 1),-7.00319,112.564
aplicares_3034,BUNGAH,1,Puskesmas (kode 1),-7.05548,112.576
aplicares_3035,DUKUN,1,Puskesmas (kode 1),-7.006877371496243,112.50748903917959
aplicares_3036,MENTARAS,1,Puskesmas (kode 1),-6.97521,112.457
aplicares_3037,PANCENG,1,Puskesmas (kode 1),-6.91139,112.458
aplicares_3038,UJUNG PANGKAH,1,Puskesmas (kode 1),-6.92057,112.546
aplicares_3039,SEKAPUK,1,Puskesmas (kode 1),-6.948736905459582,112.506802444458
aplicares_3040,SANGKAPURA,1,Puskesmas (kode 1),-5.843242596014651,112.63704291534425
aplicares_3041,TAMBAK,1,Puskesmas (kode 1),-5.7330893248291845,112.64856682324411
aplicares_3042,IFRS PETRO GRAHA MEDIKA,A,Apotek/IFRS,-7.159386235095841,112.64330983040658
aplicares_3043,drg. Roro Suaidah,G,Praktik Dokter Gigi,-7.17054,112.65
aplicares_3044,OPTIK NUSA,O,Optik,-7.14554,112.613
aplicares_3045,RSUD IBNU SINA GRESIK,R,Rumah Sakit,-7.16846,112.601
aplicares_3046,RS PETROKIMIA GRESIK,R,Rumah Sakit,-7.15925,112.643
aplicares_3047,RS NU TUBAN,R,Rumah Sakit,-6.883760651495774,112.02167813491819
aplicares_3048,dr. Soegeng Widodo,U,Praktik Dokter,-7.15339,112.519
aplicares_3049,dr. Merdiastuti WP,U,Praktik Dokter,-7.15033,112.616
aplicares_3050,dr. Harita Khasun,U,Praktik Dokter,-7.16133,112.647
aplicares_3051,SIDOARJO,0,Puskesmas (kode 0),-7.45236,112.717
aplicares_3052,SEKARDANGAN,0,Puskesmas (kode 0),-7.46417,112.723
aplicares_3053,URANGAGUNG,0,Puskesmas (kode 0),-7.4418,112.686
aplicares_3054,BUDURAN,0,Puskesmas (kode 0),-7.42285,112.737
aplicares_3055,CANDI,0,Puskesmas (kode 0),-7.48178,112.711
aplicares_3056,PORONG,0,Puskesmas (kode 0),-7.53855,112.694
aplicares_3057,KEDUNGSOLO,0,Puskesmas (kode 0),-7.54073,112.677
aplicares_3058,JABON,0,Puskesmas (kode 0),-7.54858,112.722
aplicares_3059,KREMBUNG,0,Puskesmas (kode 0),-7.50539,112.617
aplicares_3060,TANGGULANGIN,0,Puskesmas (kode 0),-7.50651,112.727
aplicares_3061,TULANGAN,0,Puskesmas (kode 0),-7.46468,112.649
aplicares_3062,KEPADANGAN,0,Puskesmas (kode 0),-7.47526,112.636
aplicares_3063,TAMAN,0,Puskesmas (kode 0),-7.34743,112.691
aplicares_3064,TROSOBO,0,Puskesmas (kode 0),-7.3735,112.64
aplicares_3065,WARU,1,Puskesmas (kode 1),-7.35441,112.756
aplicares_3066,MEDAENG,1,Puskesmas (kode 1),-7.35618,112.72
aplicares_3067,SEDATI,1,Puskesmas (kode 1),-7.39388,112.763
aplicares_3068,GEDANGAN,1,Puskesmas (kode 1),-7.38706,112.728
aplicares_3069,SUKODONO,1,Puskesmas (kode 1),-7.41275,112.674
aplicares_3070,KRIAN,1,Puskesmas (kode 1),-7.41052,112.583
aplicares_3071,BARENGKRAJAN,1,Puskesmas (kode 1),-7.37784,112.607
aplicares_3072,BALONGBENDO,1,Puskesmas (kode 1),-7.41489,112.516
aplicares_3073,WONOAYU,1,Puskesmas (kode 1),-7.4401,112.628
aplicares_3074,TARIK,1,Puskesmas (kode 1),-7.44279,112.522
aplicares_3075,PRAMBON,1,Puskesmas (kode 1),-7.47396,112.561
aplicares_3076,APOTEK REJEKI,A,Apotek/IFRS,-7.465286,112.717429
aplicares_3077,INS.FARMASI RSUD SIDOARJO,A,Apotek/IFRS,-7.46527,112.716
aplicares_3078,IFRS SITI KHODIJAH,A,Apotek/IFRS,-7.34484,112.699
aplicares_3079,IFRS BHAYANGKARA PORONG,A,Apotek/IFRS,-7.54302,112.685
aplicares_3080,OPTIK SAHABAT,O,Optik,-7.458042,112.717755
aplicares_3081,OPTIK INDAH,O,Optik,-7.45795,112.717
aplicares_3082,OPTIK MEDIA,O,Optik,-7.369409,112.695188
aplicares_3083,OPTIK TERANG,O,Optik,-7.389976,112.762609
aplicares_3084,OPTIK INTERNASIONAL SIDOARJO,O,Optik,-7.45828,112.718
aplicares_3085,RSUD R.T NOTOPURO SIDOARJO,R,Rumah Sakit,-7.46539,112.716
aplicares_3086,RS SITI KHODIJAH,R,Rumah Sakit,-7.34484,112.699
aplicares_3087,RS Bhayangkara Pusdik Porong,R,Rumah Sakit,-7.54333,112.698
aplicares_3088,RS MATA FATMA SIDOARJO,R,Rumah Sakit,-7.35302,112.691
aplicares_3089,"HERMAN THEODORUS, DR",U,Praktik Dokter,-7.4487,112.702
aplicares_3090,ATIYAH MARZUKI DR,U,Praktik Dokter,-7.36753,112.724
aplicares_3091,BAURENO,0,Puskesmas (kode 0),-7.12631,112.1
aplicares_3092,GUNUNGSARI,0,Puskesmas (kode 0),-7.12636,112.14
aplicares_3093,BALEN,0,Puskesmas (kode 0),-7.19121,111.964
aplicares_3094,BOJONEGORO,0,Puskesmas (kode 0),-7.14291,111.899
aplicares_3095,WISMA INDAH,0,Puskesmas (kode 0),-7.16263,111.873
aplicares_3096,BUBULAN,0,Puskesmas (kode 0),-7.32808,111.812
aplicares_3097,GONDANG,0,Puskesmas (kode 0),-7.39839,111.851
aplicares_3098,DANDER,0,Puskesmas (kode 0),-7.2526,111.849
aplicares_3099,NGUMPAKDALEM,0,Puskesmas (kode 0),-7.19451,111.865
aplicares_3100,KEPOHBARU,0,Puskesmas (kode 0),-7.18706,112.098
aplicares_3101,KANOR,0,Puskesmas (kode 0),-7.10628,112.022
aplicares_3102,KEDUNGADEM,0,Puskesmas (kode 0),-7.30278,112.047
aplicares_3103,KESONGO,0,Puskesmas (kode 0),-7.32838,112.069
aplicares_3104,KAPAS,0,Puskesmas (kode 0),-7.19585,111.927
aplicares_3105,TANJUNGHARJO,0,Puskesmas (kode 0),-7.20221,111.884
aplicares_3106,KALITIDU,1,Puskesmas (kode 1),-7.1284,111.757
aplicares_3107,PUNGPUNGAN,1,Puskesmas (kode 1),-7.13551,111.805
aplicares_3108,KASIMAN,1,Puskesmas (kode 1),-7.14463,111.616
aplicares_3109,KEDEWAN,1,Puskesmas (kode 1),-7.0339,111.638
aplicares_3110,MALO,1,Puskesmas (kode 1),-7.10761,111.738
aplicares_3111,NGASEM,1,Puskesmas (kode 1),-7.24799,111.767
aplicares_3112,NGAMBON,1,Puskesmas (kode 1),-7.29467,111.724
aplicares_3113,SEKAR,1,Puskesmas (kode 1),-7.4072,111.74
aplicares_3114,NGRAHO,1,Puskesmas (kode 1),-7.25575,111.525
aplicares_3115,MARGOMULYO,1,Puskesmas (kode 1),-7.35732,111.499
aplicares_3116,PADANGAN,1,Puskesmas (kode 1),-7.16154,111.636
aplicares_3117,PURWOSARI,1,Puskesmas (kode 1),-7.17539,111.663
aplicares_3118,SUMBERREJO,1,Puskesmas (kode 1),-7.185,112.0
aplicares_3119,MEJUWET,1,Puskesmas (kode 1),-7.16336,112.043
aplicares_3120,SUGIHWARAS,1,Puskesmas (kode 1),-7.29333,111.955
aplicares_3121,TEMAYANG,2,Puskesmas (kode 2),-7.33508,111.914
aplicares_3122,TAMBAKREJO,2,Puskesmas (kode 2),-7.26479,111.598
aplicares_3123,TRUCUK,2,Puskesmas (kode 2),-7.12032,111.854
aplicares_3124,SUKOSEWU,2,Puskesmas (kode 2),-7.25694,111.928
aplicares_3125,APOTIK NUSA,A,Apotek/IFRS,-7.161542,111.870452
aplicares_3126,GAJAHMADA OPTIK,O,Optik,-7.153351,111.882193
aplicares_3127,OPTIK INDRA,O,Optik,-7.155925,111.872416
aplicares_3128,RSUD dr R Sosodoro Bojonegoro ,R,Rumah Sakit,-7.159632903027088,111.89953866004942
aplicares_3129,RSUD SUMBERREJO,R,Rumah Sakit,-7.178623868425991,111.9963111362457
aplicares_3130,RSUD PADANGAN,R,Rumah Sakit,-7.1677419349752025,111.60933259391784
aplicares_3131,dr. Achmad Budhy Karyono,U,Praktik Dokter,-7.15961,111.881
aplicares_3132,TUBAN,0,Puskesmas (kode 0),-6.90149,112.05
aplicares_3133,SUMURGUNG,0,Puskesmas (kode 0),-6.903862591330909,112.10698460388184
aplicares_3134,PALANG,0,Puskesmas (kode 0),-6.90233,112.139
aplicares_3135,KEBONSARI,0,Puskesmas (kode 0),-6.90119,112.066
aplicares_3136,WIRE,0,Puskesmas (kode 0),-6.91114,112.079
aplicares_3137,SEMANDING,0,Puskesmas (kode 0),-6.93013,112.062
aplicares_3138,MERAK URAK,0,Puskesmas (kode 0),-6.88009,111.987
aplicares_3139,TEMANDANG,0,Puskesmas (kode 0),-6.86721,111.95
aplicares_3140,JENU,0,Puskesmas (kode 0),-6.83073,112.0
aplicares_3141,TAMBAKBOYO,0,Puskesmas (kode 0),-6.80307,111.844
aplicares_3142,KEREK,0,Puskesmas (kode 0),-6.904752933656358,111.8844725189209
aplicares_3143,GAJI,0,Puskesmas (kode 0),-6.89348,111.863
aplicares_3144,MONTONG,0,Puskesmas (kode 0),-6.950183103814753,111.88297223615649
aplicares_3145,BANCAR,0,Puskesmas (kode 0),-6.78188,111.775
aplicares_3146,BULU,0,Puskesmas (kode 0),-6.77348829554415,111.7134421005249
aplicares_3147,JETAK,0,Puskesmas (kode 0),-6.95555,111.906
aplicares_3148,KENDURUAN,1,Puskesmas (kode 1),-6.91013,111.628
aplicares_3149,JATIROGO,1,Puskesmas (kode 1),-6.901516234386085,111.67625501298905
aplicares_3150,KEBONHARJO,1,Puskesmas (kode 1),-6.86413,111.618
aplicares_3151,BANGILAN,1,Puskesmas (kode 1),-6.97299,111.715
