kategori,sumber,nama,detail,alamat,kecamatan,kabupaten,lat,lon
bank,bri,UNIT BANYU URIP HR MUHAMMAD,KC Surabaya HR Muhammad,"Jl Banyu Urip No. 170,",,,-7.27011,112.72041
bank,bri,UNIT DARMO MANUKAN,KC Manukan,"Jl. Darmo Indah Timur Blok Ss.25,",,,-7.26414,112.68602
bank,bri,KC Manukan,KC Manukan,"JL. MANUKAN TAMA NO.208, KEL. MANUKAN TAMA",,,-7.26279,112.66739
bank,bri,UNIT MULYOSARI,KC Mulyosari,"Jl Mulyosari No. 354,",,,-7.26233,112.79535
bank,bri,UNIT BALONGSARI MANUKAN,KC Manukan,"Jl. Balongsari Taman Blok D/ No. 7,",,,-7.2596,112.67845
bank,bri,UNIT ARJUNA KUSUMA BANGSA,KC Surabaya Kusuma bangsa,"Jl Kalibutuh No. 41,",,,-7.25563,112.72433
bank,bri,KK BG JUNCTION,KC Surabaya Pahlawan,MALL BG JUNCTION LT.LL B.8 S.D B.10 SURABAYA,,,-7.25555,112.73402
bank,bri,UNIT KLAKAHREJO MANUKAN,KC Manukan,"Bukit Citra Darmo, Blok R.23 Jl. Klakahrejo,",,,-7.2536,112.64945
bank,bri,KCP MARGOMULYO,KC Manukan,"Ruko Margomulyo Blok AA-05, Jl. Margomulyo No.09, Surabay",,,-7.25211,112.68177
bank,bri,KCP PASAR TURI SURABAYA,KC Surabaya Pahlawan,Jl. Raden Saleh No. 3B Bubutan-Surabaya,,,-7.24825,112.73125
bank,bri,UNIT PECINDILAN KUSUMA BANGSA,KC Surabaya Kusuma bangsa,"Jl Pecindilan No. 44B,",,,-7.24563,112.74768
bank,bri,KCP MALL PASAR ATOM,KC Surabaya Kusuma bangsa,"Pasar Atum Mall Blok BA-106-107 Jl. Bunguran No.Kel. Bongkaran, Kec. Pabean Cantikan, Kota Surabaya",,,-7.24254,112.74365
bank,bri,KCP KAPASAN,KC Kapas Krampung,"Jl. Kapasan No.82-84, Surabaya",,,-7.23985,112.75019
bank,bri,KCP AMPEL,KC Kapas Krampung,"Jl. Nyamplungan no 135-137, Surabaya",,,-7.23072,112.74488
bank,bri,UNIT SEMAMPIR KAPAS KRAMPUNG,KC Kapas Krampung,"Jl Dana Karya No. 34,",,,-7.22535,112.74385
bank,bri,UNIT NGLEGOK BLITAR,KC Blitar,"Desa Nglegok,",,,-8.03731,112.21684
bank,bri,UNIT PANGGUL TRENGGALEK,KC Trenggalek,"Desa Wonocoyo Kec. Panggul Kab. Trenggalek,",,,-8.24859,111.4542
bank,bri,UNIT KAMPAK TRENGGALEK,KC Trenggalek,"Desa Bendoagung Kec. Kampak Kab. Trenggalek,",,,-8.17776,111.66784
bank,bri,UNIT GANDUSARI TRENGGALEK,KC Trenggalek,"Desa Gandusari Kec. Gandusari Kab. Trenggalek,",,,-8.1287,111.70471
bank,bri,UNIT DURENAN TRENGGALEK,KC Trenggalek,"Desa Kendalrejo Kec. Durenan Kab. Trenggalek,",,,-8.1198,111.79417
bank,bri,UNIT POGALAN TRENGGALEK,KC Trenggalek,"Desa Bendorejo Kec. Pogalan Kab. Trenggalek,",,,-8.09512,111.74937
bank,bri,UNIT UDANAWU BLITAR,KC Blitar,"Desa Bakung,",,,-8.00339,112.03666
bank,bri,UNIT KARANGAN TRENGGALEK,KC Trenggalek,"Desa Karangan Kec. Karangan Kab. Trenggalek,",,,-8.08023,111.66416
bank,bri,UNIT PASAR PON TRENGGALEK,KC Trenggalek,"Jl. RA Kartini No.07, RT.RW.05, Kel. Sumbergedong, Kec. Trenggalek, Kab. Trenggalek",,,-8.05437,111.7093
bank,bri,UNIT SOKO TUBAN,KC Tuban,"Jl.Raya Soko Bojonegoro No 60,",,,-7.11383,111.945
bank,bri,UNIT PARENGAN TUBAN,KC Tuban,"Ds Parangbatu Parengan, Kec. Parengan, Tuban",,,-7.06797,111.84215
bank,bri,UNIT SENORI TUBAN,KC Tuban,"Jl.Raya Letnan Sucipto NoA,",,,-7.03707,111.73998
bank,bri,UNIT SINGGAHAN TUBAN,KC Tuban,"Jl. Paglima Sudirman NoMolyoagung,",,,-6.97647,111.787
bank,bri,UNIT KARANGAGUNG  TUBAN,KC Tuban,"Jl. Ry Karangagung Timur, Karangagung, Palang",,,-6.90017,112.1663
bank,bri,UNIT P SUDIRMAN TUBAN,KC Tuban,"Jl. P. Sudirman No.164,",,,-6.8949,112.068
bank,bri,KCP JATIROGO,KC Tuban,"Jl. Raya Timur No. 125, Jatirogo, Tuban",,,-6.88834,111.65641
bank,bri,KK RS NU TUBAN,KC Tuban,"Jl. Letda Sucipto No. 211, Tuban",,,-6.88387,112.02134
bank,bri,UNIT SAMBONGGEDE TUBAN,KC Tuban,"Jl.Raya Merakurak No 49,",,,-6.87855,111.98935
bank,bri,UNIT BULU TUBAN,KC Tuban,"Jl Raya Desa Bulumeduro RTRWKec. Bancar Kab. Tuban,",,,-6.78727,111.72113
bank,bri,KCP NGUNUT,KC Tulungagung,"Kecamatan Ngunut, Tulungagung",,,-8.10474,112.00939
bank,bri,KC Tulungagung,KC Tulungagung,"Jl. P. Diponegoro No. 2-B, Tulungagung",,,-8.07087,111.90128
bank,bri,UNIT NGANTRU TULUNGAGUNG,KC Tulungagung,"Jl. Raya Ngantru Ds. Bendosari Kec Ngantru,",,,-8.015,111.92644
bank,bri,UNIT KAMAL BANGKALAN,KC Bangkalan,"Jl. Raya Kamal No.64 Bangkalan, (031)3013497",,,-7.15807,112.71915
bank,bri,UNIT AROSBAYA BANGKALAN,KC Bangkalan,"Jl. Arosbaya Rt.6/3, Desa Arosbaya",,,-6.943,112.83809
bank,bri,UNIT SEPULU BANGKALAN,KC Bangkalan,"Jl. Raya Asem Jajar 15,",,,-6.89694,112.96402
bank,bri,UNIT PESANGGARAN BANYUWANGI,KC Banyuwangi,"Dsn.Mulyosari Ds Pesanggaran Rt.01/02,",,,-8.5614,114.10093
bank,bri,UNIT KEDUNG WUNGGU BANYUWANGI,KC Banyuwangi,"Dsn. Gempol Dampit, Kedunwunggu,",,,-8.54968,114.32864
bank,bri,UNIT GLAGAH AGUNG BANYUWANGI,KC Banyuwangi,"Dsn. Jatiluhur Rt.01/01 Glagah Agung, 6",,,-8.51179,114.25618
bank,bri,UNIT SUMBER BERAS BANYUWANGI,KC Banyuwangi,"Jl. Pasar Sumberayu, Desa Sumber Beras,",,,-8.46567,114.31495
bank,bri,UNIT BENCULUK GENTENG,KC Genteng,"Jl.Raya Benculuk 14Benculuk,",,,-8.43441,114.22533
bank,bri,UNIT SUMBERSEWU BANYUWANGI,KC Banyuwangi,"Dsn. Umbulrejo Rt.2/2, Kec.Srono, Banyuwangi,",,,-8.402592,114.26223
bank,bri,UNIT TEMUGURUH GENTENG,KC Genteng,"Jl. Raya Temuguruh,",,,-8.31588,114.19749
bank,bri,UNIT GLAGAH BANYUWANGI,KC Banyuwangi,"Jl.Raya Licin No.275, Desa Glagah,",,,-8.20376,114.31972
bank,bri,UNIT BLAMBANGAN BANYUWANGI,KC Banyuwangi,"Jl. Basuki Rahmad No.61,",,,-8.2026,114.37416
bank,bri,UNIT BAJULMATI BANYUWANGI,KC Banyuwangi,"JL. RAYA SITUBONDO NO.58 DESA BAJULMATI, 6",,,-7.94091,114.39216
bank,bri,KCP KANDANGAN,KC Pare,"Jl. Raya Jombang-Kandangan, Desa Kandangan, Kab.Kediri",,,-7.75702,112.28452
bank,bri,UNIT KUNIR BLITAR,KC Blitar,"Desa Kunir,",,,-8.17902,112.10632
bank,bri,UNIT KANIGORO BLITAR,KC Blitar,"Desa Kanigoro,",,,-8.13156,112.22023
bank,bri,KC Blitar,KC Blitar,"Jl. Jend. A. Yani No. 2, Blitar",,,-8.09958,112.16902
bank,bri,UNIT TANGKIL BLITAR,KC Blitar,"Jl Raya Pandean No20, Tangkil, Wlingi, Blitar",,,-8.0931,112.32643
bank,bri,UNIT GARUM BLITAR,KC Blitar,"Jl Raya Garum NoRT.02 RW.01,",,,-8.07246,112.21895
bank,bri,UNIT DOKO BLITAR,KC Blitar,"Desa Doko,",,,-8.06954,112.37423
bank,bri,UNIT TEMAYANG BOJONEGORO,KC Bojonegoro,"Jl. Pahlawan Rt.06 Rw.03, 5",,,-7.4441,111.89437
bank,bri,UNIT RONGGOLAWE BOJONEGORO,KC Bojonegoro,"Ds. Kedungadem,",,,-7.30017,112.46967
bank,bri,UNIT BUNGKAL BOJONEGORO,KC Bojonegoro,"Jl. Puk BalenSugihwaras,",,,-7.27017,111.94653
bank,bri,UNIT NGASEM BOJONEGORO,KC Bojonegoro,"Jl. Kadarusman No.386, Rt.12 Rw.2 Ngasem, 6",,,-7.24902,111.76605
bank,bri,UNIT DANDER BOJONEGORO,KC Bojonegoro,"Jl. Hos CokroaminotoRt.13 Rw.03,",,,-7.24882,111.84752
bank,bri,UNIT BANJAREJO BOJONEGORO,KC Bojonegoro,"Jl. Jaksa Agung Suprapto No. 118,",,,-7.14408,111.89313
bank,bri,UNIT MAESAN BONDOWOSO,KC Bondowoso,"Jl. Raya Jember Ds.Gambangan Rt.01/01,",,,-8.03104,113.77641
bank,bri,UNIT TAMANAN BONDOWOSO,KC Bondowoso,"Jl. Raya Tamanan,",,,-8.01656,113.82606
bank,bri,UNIT TEGAL AMPEL BONDOWOSO,KC Bondowoso,"Jl. Jend. Sutjipto,",,,-7.90363,113.82469
bank,bri,UNIT TURUS KEDIRI,KC Kediri,"Desa Turus, Kec Gurah Kediri,",,,-7.8325434,112.09086
bank,bri,UNIT WRINGINANOM KRIAN,KC Krian,"Jl. Ry Wringin Anom No.58 Rt.01 Rw.01 Gresik,",,,-7.39102,112.55713
bank,bri,UNIT KEDAMEAN KRIAN,KC Krian,"Jl. Raya Kedamean No. 71,",,,-7.31315,112.56538
bank,bri,UNIT BALONGPANGGANG GRESIK,KC Gresik,"Jl. Raya Balongpanggang No.82,",,,-7.26811,112.44708
bank,bri,KC Gresik,KC Gresik,"Jl. P. Sudirman 89, Gresik",,,-7.16512,112.65518
bank,bri,UNIT KARTINI GRESIK,KC Gresik,"Jl. Dr Soetomo No. 94,",,,-7.16377,112.64216
bank,bri,UNIT SIDAYU GRESIK,KC Gresik,"Jl. Pahlawan No. 4,",,,-7.1577,112.65532
bank,bri,UNIT MULTI PLAZA GRESIK,KC Gresik,"Jl. Gub Suryo Multi Sarana Plaza Blok A/56,",,,-7.15161,112.64937
bank,bri,UNIT SUKOMULYO GRESIK,KC Gresik,"Jl. Kalimantan Rk28 No.37,",,,-7.13811,112.61679
bank,bri,UNIT BUNGAH GRESIK,KC Gresik,"Jl. Raya Bungah Utara No. 28,",,,-7.05252,112.56779
bank,bri,UNIT DUKUN GRESIK,KC Gresik,"Jl. Raya Dukun No.08,",,,-6.99604,112.5117
bank,bri,UNIT KEBOAN MOJOKERTO,KC Mojokerto,"Jl. Raya Keboan,",,,-7.44817,112.327
bank,bri,UNIT PASAR KOTA LAMONGAN,KC Lamongan,"Jl. Ahmad Yani No.1,",,,-7.11909,112.41327
bank,bri,UNIT SABRANG JEMBER,KC Jember,"Jl. Raya Watu Ulo No.SabrangJember,",,,-8.37104,113.60794
bank,bri,KCP AMBULU,KC Jember,"Jl. Manggar No. 34, Kec Ambulu, Jember",,,-8.34239,113.58676
bank,bri,UNIT DUKUH DEMPOK JEMBER,KC Jember,"Jl. Pahlawan 113,",,,-8.32752,113.54334
bank,bri,UNIT MUMBULSARI JEMBER,KC Jember,"Jl.Kh.Agus Salim No.10,Mumbulsari,",,,-8.25325,113.70678
bank,bri,UNIT SEMBORO JEMBER,KC Jember,"Jl. Raya Semboro 80,",,,-8.2216,113.43829
bank,bri,UNIT RAMBIPUJI JEMBER,KC Jember,"Jl. Gajah Mada 163,",,,-8.20323,113.61697
bank,bri,UNIT MAYANG JEMBER,KC Jember,"Jl. Raya Raung No. 1,",,,-8.17782,113.79567
bank,bri,UNIT GAJAHMADA JEMBER,KC Jember,"Jl. Gajahmada No. 116, Jember,",,,-8.17235,113.69275
bank,bri,UNIT TANGGUL KULON JEMBER,KC Jember,"Jl. Urip Sumohardjo 5,",,,-8.16315,113.46318
bank,bri,UNIT UNIV JEMBER,KC Jember,"Jl. KalimantanKampus Center (Sac),",,,-8.16301,113.71377
bank,bri,UNIT KALISAT JEMBER,KC Jember,"Jl. DR. Wahidin No. 58, Kec. Kalisat, kab. Jember",,,-8.11939,113.7977
bank,bri,UNIT GUDO JOMBANG,KC Jombang,Jl. RAYA GUDO No.40,,,-7.6258,112.19322
bank,bri,UNIT JOGOROTO JOMBANG,KC Jombang,"Jl.RyJogoroto-SelorjoNo.15,Jogoroto,Kalianyar,",,,-7.59262,112.27077
bank,bri,UNIT CEWENG JOMBANG,KC Jombang,"Jl.K.H.Hasym Ashari,",,,-7.5857,112.23632
bank,bri,UNIT MOJOAGUNG JOMBANG,KC Jombang,"Dusun Pekunden,",,,-7.5701,112.35185
bank,bri,UNIT PETERONGAN JOMBANG,KC Jombang,"Jalan Peterongan,",,,-7.53898,112.27672
bank,bri,KCP JOMBANG KOTA,KC Jombang,JL. PRESIDEN ABDURAHMAN WAHID NOJOMBANG,,,-7.53853,112.24354
bank,bri,UNIT MERDEKA JOMBANG,KC Jombang,"Jl Merdeka No. 16,",,,-7.53807,112.24835
bank,bri,UNIT P SUDIRMAN JOMBANG,KC Jombang,"Jl.A.Yani Citra Niaga/B3,",,,-7.5375,112.23107
bank,bri,UNIT SUMOBITO JOMBANG,KC Jombang,"Desa Somobito,",,,-7.51877,112.34017
bank,bri,UNIT KRAI LUMAJANG,KC Lumajang,"Jl. Raya Krai,",,,-8.22726,113.25222
bank,bri,KCP RINGINREJO,KC Kediri,"RUKO SOINME JL. RAYA KEDIRI - BLITAR KM 21, KEC. RINGINREJO, KAB. KEDIRI",,,-7.9685483,112.02733
bank,bri,UNIT KRAS KEDIRI,KC Kediri,"Jl. Raya Kras No.109, Purwodadi, Kras, Kediri",,,-7.95239,111.96066
bank,bri,UNIT KANDAT KEDIRI,KC Kediri,"Ds. Kandat Kec. Kandat Kediri,",,,-7.93049,112.03143
bank,bri,UNIT MOJO KEDIRI,KC Kediri,"Ds. Mlati Kec. Mojo Kediri,",,,-7.89522,111.96535
bank,bri,UNIT NGRONGGO KEDIRI,KC Kediri,"Jl. Kapten Tendean Rt09/01, Ngronggo, Kediri",,,-7.85025,112.02966
bank,bri,UNIT PESANTREN KEDIRI,KC Kediri,"Jl. Mauni No.Kec. Pesantren Kediri,",,,-7.834368,112.05395
bank,bri,UNIT SEMEN KEDIRI,KC Kediri,"Jl. Argowilis Kec. Semen Kediri,",,,-7.828411,111.98332
bank,bri,UNIT BABAT I LAMONGAN,KC Lamongan,"Jl. Raya Babat No. 222, Babat,",,,-7.10109,112.1711
bank,bri,UNIT PASAR BANDAR KEDIRI,KC Kediri,"Jl. Kh. Wachid HasyimKediri,",,,-7.82532,112.00587
bank,bri,UNIT PASAR PAHING KEDIRI,KC Kediri,"JL. HOS CokroaminotoKediri,",,,-7.82393,112.026
bank,bri,KK BULOG KEDIRI,KC Kediri,"Jl. Ir. Sutami No. 8, Kel. Banjaran, Kec. Kota Kediri, Kota Kediri",,,-7.814923,112.034904
bank,bri,UNIT PASAR PRANGGANG KEDIRI,KC Kediri,"Jl. Raya Sepawon Plosoklaten Kediri,",,,-7.81293,112.00544
bank,bri,UNIT PARON KEDIRI,KC Kediri,"Jl. SoekarnoHatta No.Kediri,",,,-7.80691,112.0363
bank,bri,UNIT PARE,KC Pare,"Jl. Wr.Supratman No.Pare Kediri,",,,-7.77177,112.19601
bank,bri,UNIT PASAR BARU PARE,KC Pare,"Jl Argopuro No1, Kel. Pare, Kec. Pare, Kediri",,,-7.76728,112.19205
bank,bri,KC Pare,KC Pare,"Ruko Business Park Kharisma I Kav K2-K3, Jl.PB.Sudirman No.114, Kel.Pare, Kec.Pare",,,-7.76728,112.19214
bank,bri,UNIT KALIBOTO KEDIRI,KC Kediri,"Ds. Kaliboto Kec. Tarokan Kediri,",,,-7.7281,111.94497
bank,bri,UNIT BADAS PARE,KC Pare,"Ds. Badas Kec. Pare Kediri,",,,-7.70447,112.21061
bank,bri,UNIT TIKUNG LAMONGAN,KC Lamongan,"Jl. Ry. Tikung Mojokerto,,",,,-7.17785,112.39546
bank,bri,UNIT GLAGAH LAMONGAN,KC Lamongan,"Jl. Raya Glagah,Glagah,",,,-7.0563,112.49276
bank,bri,UNIT SEKARAN LAMONGAN,KC Lamongan,"Jl. Raya Pangean No.1, Sekaran,",,,-7.03529,112.28082
bank,bri,UNIT LAREN LAMONGAN,KC Lamongan,"Jl. Raya Industri, Laren,",,,-6.97474,112.2931
bank,bri,UNIT PACIRAN LAMONGAN,KC Lamongan,"Jl Raya Deandles No.16 Paciran,",,,-6.87015,112.34685
bank,bri,KCP PASIRIAN,KC Lumajang,"JL. RAYA PASIRIAN NO.64, RTRW 02, DS PASIRIAN, KAB LUMAJANG",,,-8.21448,113.11369
bank,bri,UNIT PRONOJIWO LUMAJANG,KC Lumajang,"Jl. Raya Pronojiwo,",,,-8.21314,112.94699
bank,bri,KC Lumajang,KC Lumajang,"Jl. Raya Wonorejo, Lumajang",,,-8.13632,113.22438
bank,bri,UNIT PELITA LUMAJANG,KC Lumajang,"Jl. Gatot Subroto No. 01,",,,-8.11836,113.21795
bank,bri,UNIT KARANGSARI LUMAJANG,KC Lumajang,"Jl. Gatot Subroto No. 195,",,,-8.10347,113.22164
bank,bri,UNIT PASRU JAMBE LUMAJANG,KC Lumajang,"Ds Pasrujambe, Kec. Pasrujambe, Kab. Lumajang",,,-8.094784,112.965454
bank,bri,UNIT RANUYOSO LUMAJANG,KC Lumajang,"Jl. Raya Ranuyoso,",,,-7.94395,113.26061
bank,bri,UNIT GANTRUNG MADIUN,KC Madiun,"Ds. Sidorejo Rt.12 Kec. Kebonsari,",,,-7.74681,111.48129
bank,bri,UNIT DAGANGAN MADIUN,KC Madiun,"Jl. Raya Dagangan, Dagangan, Dagangan, Madiun",,,-7.71416,111.56318
bank,bri,UNIT SLEKO MADIUN,KC Madiun,"Jl. Kapuas No.Taman Madiun,",,,-7.64022,111.51786
bank,bri,KCP SUDIRMAN MADIUN,KC Madiun,"Jl. Panglima Sudirman No.B, Madiun",,,-7.63125,111.52441
bank,bri,KC Madiun,KC Madiun,"Jl. Pahlawan No. 50, Madiun",,,-7.62769,111.51943
bank,bri,UNIT JIWAN MADIUN,KC Madiun,"Jl. Raya Solo Ds Sukolilo,",,,-7.62156,111.48076
bank,bri,UNIT SAWAHAN MADIUN,KC Madiun,"Jl. Raya Kajang Rt.1 Rw.1 Ds Kajang, Sawahan,",,,-7.54759,111.54258
bank,bri,UNIT MEJAYAN MADIUN,KC Madiun,"Jl. A. Yani No. 53,",,,-7.54638,111.6574
bank,bri,UNIT PURWOREJO MADIUN,KC Madiun,"Jl. Raya Caruban, 3",,,-7.51697,111.63194
bank,bri,UNIT LAMBEYAN MAGETAN,KC Magetan,"Jl. Raya Lembeyan Parang Kel.Lembeyan Wetan,",,,-7.75914,111.39725
bank,bri,UNIT KENONGOMULYO MAGETAN,KC Magetan,"Jl. Kenongomulyo Goranggareng Ds.Kenongomulyo,",,,-7.71111,111.46783
bank,bri,UNIT NGARIBOYO MAGETAN,KC Magetan,"Jl. Raya Parang Ngariboyo Kel.Ngariboyo, 1",,,-7.68107,111.33935
bank,bri,UNIT SELOSARI MAGETAN,KC Magetan,"JL. MUNGINSIDIMAGETAN,",,,-7.6547,111.31393
bank,bri,UNIT MT HARYONO MAGETAN,KC Magetan,"Jl. Mt.Haryono No.8 Magetan,",,,-7.64799,111.32905
bank,bri,UNIT PANEKAN MAGETAN,KC Magetan,"Jl. Raya Panekan Kel Panekan,",,,-7.61658,111.29743
bank,bri,UNIT SUKOMORO MAGETAN,KC Magetan,"Jl. Raya MaospatiMagetan Kel Sukomoro,",,,-7.61024,111.40054
bank,bri,UNIT ISWAHYUDI MAGETAN,KC Magetan,"Jl. Raya MaospatiDs.Suratmajan Maospati,",,,-7.60683,111.45173
bank,bri,UNIT SENDANG BIRU MLG MARTA,KC Malang Martadinata,"Jl.Tmp Pelelangan Ikan Rt.11/3 Ds.Tambak Rejo,",,,-8.43085,112.67934
bank,bri,UNIT PASAR BANTUR MLG MARTA,KC Malang Martadinata,"Ds. Bantur, Kec. Bantur, Kab. Malang,",,,-8.313498,112.54835
bank,bri,UNIT SUMBER MANJING KULON K,KC Kepanjen,"Ds.Sumbermanjing Kulon, Kec.Pagak, Kab. Malang,",,,-8.302022,112.48279
bank,bri,UNIT DONOMULYO KEPANJEN,KC Kepanjen,"Jl. Raya Donomulyo No18 Rt1/1, Kel. Donomulyo",,,-8.2809,112.42852
bank,bri,UNIT AMPELGADING MLG MARTA,KC Malang Martadinata,"Jl. Raya Tirtomarto No.92,",,,-8.23443,112.87714
bank,bri,UNIT BANTUR MLG MARTDINATA,KC Malang Martadinata,"Jl. Raya Wonokerto No.1,",,,-8.22453,112.59875
bank,bri,KK DAMPIT,KC Malang Martadinata,"Jl. Raya Semeru Selatan No. 5, Kec. Dampit, Kab. Malang",,,-8.21499,112.75522
bank,bri,KCP GONDANG LEGI,KC Kepanjen,"Jl Trunojoyo, RT.22 RW.03, Gondanglegi, Malang",,,-8.17574,112.63353
bank,bri,UNIT GONDANGLEGI MLG MARTA,KC Malang Martadinata,"Jl. DiponegoroGondanglegi,",,,-8.17465,112.63761
bank,bri,UNIT TUREN MALANG MARTADINATA,KC Malang Martadinata,"Jl. A.YaniTuren,",,,-8.16703,112.69168
bank,bri,UNIT NGEBRUK KEPANJEN,KC Kepanjen,"Jl. Raya Ngebruk,",,,-8.1493,112.5186
bank,bri,UNIT KEPANJEN,KC Kepanjen,"Jl. Achmad Yani No.27,",,,-8.12943,112.57038
bank,bri,UNIT TALANGAGUNG KEPANJEN,KC Kepanjen,"Jl. Raya Gunung Kawi Rt 07/ 02, Talangagung,",,,-8.12275,112.55473
bank,bri,KK POLRES KEPANJEN MALANG,KC Kepanjen,POLRES KEPANJEN,,,-8.12164,112.57339
bank,bri,KK PABRIK GULA KREBET,KC Malang Kawi,"Jl. Raya Krebet No.20, Kec Bululawang, Kab Malang",,,-8.09375,112.63572
bank,bri,UNIT PAKISAJI MALANG MARTADINA,KC Malang Martadinata,"Jl. Raya Pakisaji 39,",,,-8.06388,112.59982
bank,bri,UNIT TAJINAN MALANG MARTADINAT,KC Malang Martadinata,"Jl. Raya Tajinan No. 12,",,,-8.04952,112.68237
bank,bri,UNIT BAGOR NGANJUK,KC Nganjuk,"Jl Raya Surabaya Madiun,",,,-7.56939,111.85003
bank,bri,KCP SUKUN,KC Malang Martadinata,"Jl Sudanco Supriyadi, RT.11 RW.02, Kebonsari, Sukun, Malang",,,-8.01987,112.61894
bank,bri,UNIT JABUNG MALANG SUTOYO,KC Malang Sutoyo,"Jl. Raya Kemantren Rt1/1, Kemantren, Jabung",,,-7.9997,112.76277
bank,bri,KCP BASUKI RAHMAT,KC Malang Kawi,"Jl. Basuki Rahmat No.C, Malang",,,-7.978,112.62953
bank,bri,SLP MALANG,KC Malang Kawi,SLP MALANG,,,-7.9758,112.62692
bank,bri,KK RSU SYAIFUL ANWAR,KC Malang Martadinata,"Jl. Jaksa Agung Suprapto no 2, Malang",,,-7.97112,112.63252
bank,bri,UNIT BUNUL MALANG KAWI,KC Malang Kawi,"JL. HAMID RUSDI,BUNULREJO.,",,,-7.97111,112.64376
bank,bri,UNIT ORO-ORO DOWO MALANG KAWI,KC Malang Kawi,"Jl. G.Slamet RiadiC Kodya. Malang,",,,-7.968592,112.62821
bank,bri,UNIT PASAR BESAR MALANG MARTA,KC Malang Martadinata,"Jl. Kyai TaminKodya. Malang,",,,-7.96574,112.63739
bank,bri,UNIT SUMBERSARI MALANG KAWI,KC Malang Kawi,"Ruko Bendungan Sutami Kav.4 Kodya. Malang,",,,-7.96023,112.61358
bank,bri,UNIT PURWANTORO MALANG KAWI,KC Malang Kawi,"Jl. R. Tumenggung Suryo No. 120, kel. Purwantoro, Kec. Blimbing, Kota Malang",,,-7.95906,112.64321
bank,bri,KK DIKNAS MALANG,KC Malang Kawi,"Jl. Veteran No. 19, Malang",,,-7.9564,112.6137
bank,bri,KK UIN MALANG,KC Malang Martadinata,UIN MALANG,,,-7.95534,112.61167
bank,bri,UNIT LA SUCIPTO MALANG SUTOYO,KC Malang Sutoyo,"Jl. Adi Sucipto No.Kodya Malang,",,,-7.94339,112.64784
bank,bri,UNIT PAKIS MALANG SUTOYO,KC Malang Sutoyo,"Jl. Raya Pakis No. 109A,",,,-7.89778,112.66469
bank,bri,UNIT RANDU AGUNG MALANG SUTOYO,KC Malang Sutoyo,"Jl.Raya Randuagung D21 RtRwRanduagung,",,,-7.88744,112.66994
bank,bri,KCP Batu,KC Malang Soekarno Hatta,JL Panglima Sudirman No.Batu,,,-7.86979,112.52266
bank,bri,UNIT NGANTANG MALANG SUKARNO H,KC Malang Soekarno Hatta,"Jl. NgantangNgantang Kab. Malang,",,,-7.84748,112.37185
bank,bri,UNIT PUJON MALANG SUKARNO H,KC Malang Soekarno Hatta,"Jl. G. Abdul Manan WPujon Kab. Mlg,",,,-7.84282,112.46921
bank,bri,UNIT MERJOSARI MALANG SOETA,KC Malang Soekarno Hatta,"Jln. Mertojoyo Selatan, Ruko Andalan Square Kav. 4, Kel. Merjosari, Kec. Lowokwaru, Kota Malang",,,-7.82922,112.69772
bank,bri,UNIT KASEMBON PARE,KC Pare,"Jl. Pramuka Kasembon Kab. Malang,",,,-7.78362,112.31565
bank,bri,UNIT KEDONDONG NGANJUK,KC Nganjuk,"Jl Raya Guyangan No.2 KedondongBagor, 1",,,-7.58477,111.88024
bank,bri,UNIT PURI MOJOKERTO,KC Mojokerto,"Desa Tangunan,",,,-7.54443,112.464
bank,bri,KCP Mojosari,KC Mojokerto,"RUKO ROYAL JL.AIRLANGGA NO.92 RT.14,RW.3 DS SARIREJO, KEC MOJOSARI",,,-7.5212,112.5691
bank,bri,UNIT BANGSAL MOJOKERTO,KC Mojokerto,"Jl.Raya Bangsal Mojosari,",,,-7.49897,112.49062
bank,bri,KCP MOJOKERTO,KC Mojokerto,"Jl. Bhayangkaran No.103, Mojokerto",,,-7.47178,112.43905
bank,bri,UNIT PERNING MOJOKERTO,KC Mojokerto,"Jl. Raya CangguRt.01 Rw.01 DeSA Canggu,",,,-7.4051,112.484
bank,bri,UNIT KEMLAGI MOJOKERTO,KC Mojokerto,"Desa Sidodadi,",,,-7.39042,112.374
bank,bri,UNIT NGRONGGOT NGANJUK,KC Nganjuk,"Dsn Dingin Ngronggot,",,,-7.67266,112.05265
bank,bri,UNIT BERBEK NGANJUK,KC Nganjuk,"Jl Mayjen Soepeno No.11,",,,-7.66092,111.86813
bank,bri,UNIT SUMBERKEPUH NGANJUK,KC Nganjuk,"Desa Malangsari,",,,-7.65338,111.97278
bank,bri,UNIT LOCERET NGANJUK,KC Nganjuk,"Jl Raya Kediri No 97,",,,-7.64601,111.89283
bank,bri,UNIT SUKOMORO NGANJUK,KC Nganjuk,"Jl Raya Surabaya No 11,",,,-7.60232,111.94403
bank,bri,KCP KERTOSONO,KC Nganjuk,"Jl. Panglima Sudirman No.87, Kel. Tembarak, Kertosono, Nganjuk",,,-7.60097,112.09803
bank,bri,UNIT NGRAMBE NGAWI,KC Ngawi,"Jl. Raya Ngrambe - Sine, Dsn. Pule RTRW 02, Ds. Ngrambe, Kec. Ngrambe, Kab. Ngawi",,,-7.51098,111.20505
bank,bri,UNIT KWADUNGAN NGAWI,KC Ngawi,"Jl. Raya Kwadungan, Desa Warukkalong,",,,-7.50975,111.51287
