id,nama,tipe_kode,wkt_polygon
aplicares_4066,PUSKESMAS TULUNGREJO,1,"POLYGON((114.049665 -8.29903, 114.049618 -8.300187, 114.050207 -8.302258, 114.051207 -8.303493, 114.05362 -8.306151, 114.055559 -8.307668, 114.055699 -8.307656, 114.057209 -8.305876, 114.062875 -8.303183, 114.064184 -8.30287, 114.064745 -8.302502, 114.065319 -8.301681, 114.073889 -8.30115, 114.075278 -8.303179, 114.075809 -8.306987, 114.069015 -8.312115, 114.06888 -8.315712, 114.070807 -8.315784, 114.076434 -8.319533, 114.076938 -8.322714, 114.076946 -8.324717, 114.077761 -8.325301, 114.07881 -8.32586, 114.079058 -8.32594, 114.080806 -8.325231, 114.080977 -8.325003, 114.081122 -8.32455, 114.081134 -8.324456, 114.081137 -8.324321, 114.080691 -8.322727, 114.080423 -8.321812, 114.08713 -8.315823, 114.09073 -8.315843, 114.090734 -8.315197, 114.090768 -8.314589, 114.093547 -8.306875, 114.098394 -8.304636, 114.098979 -8.304562, 114.09999 -8.303022, 114.099963 -8.302699, 114.098531 -8.30099, 114.092937 -8.296701, 114.089377 -8.29617, 114.087313 -8.28899, 114.087697 -8.28541, 114.086192 -8.283097, 114.081409 -8.277555, 114.080449 -8.275597, 114.079933 -8.275508, 114.076206 -8.274882, 114.075673 -8.274852, 114.073448 -8.275418, 114.073292 -8.276157, 114.073402 -8.277243, 114.073742 -8.279635, 114.066856 -8.283856, 114.066506 -8.28667, 114.05989 -8.292176, 114.05991 -8.293042, 114.059911 -8.293884, 114.051707 -8.297491, 114.051017 -8.297391, 114.049688 -8.298861, 114.049665 -8.29903))"
aplicares_4067,PUSKESMAS KALIBARU KULON,1,"POLYGON((113.954724 -8.274344, 113.956825 -8.275879, 113.958277 -8.275937, 113.9591 -8.276022, 113.962302 -8.276993, 113.965995 -8.284661, 113.966309 -8.285339, 113.967072 -8.291133, 113.96183 -8.294807, 113.961179 -8.294817, 113.960166 -8.295002, 113.95918 -8.296114, 113.95907 -8.296579, 113.959038 -8.296875, 113.957979 -8.303619, 113.958801 -8.304257, 113.965318 -8.308091, 113.969059 -8.311321, 113.969308 -8.311511, 113.9697 -8.311593, 113.971472 -8.310978, 113.971578 -8.310817, 113.974701 -8.306906, 113.980032 -8.304768, 113.985145 -8.300256, 113.989198 -8.300341, 113.989667 -8.300466, 113.989947 -8.3005, 113.99211 -8.300633, 113.993032 -8.300688, 113.998459 -8.300984, 114.001341 -8.301067, 114.002069 -8.301091, 114.002781 -8.301087, 114.007605 -8.294928, 114.008566 -8.294046, 114.0086 -8.292996, 114.008292 -8.291394, 114.006825 -8.289945, 114.005255 -8.288938, 114.000184 -8.283355, 114.000342 -8.279759, 113.999433 -8.278057, 113.997279 -8.278038, 113.99223 -8.271548, 113.989095 -8.267729, 113.987992 -8.266879, 113.987889 -8.266841, 113.987376 -8.266729, 113.986488 -8.26667, 113.97986 -8.261667, 113.976354 -8.262484, 113.968759 -8.263778, 113.962196 -8.269238, 113.956165 -8.270881, 113.954967 -8.272076, 113.954724 -8.274344))"
aplicares_4068,PUSKESMAS KEBONDALEM,1,"POLYGON((114.110696 -8.483972, 114.112382 -8.491839, 114.114159 -8.496726, 114.115211 -8.497961, 114.115761 -8.498049, 114.123231 -8.502553, 114.127719 -8.505375, 114.130592 -8.509219, 114.136542 -8.509799, 114.14428 -8.510353, 114.145762 -8.51063, 114.147807 -8.511076, 114.152247 -8.507201, 114.153564 -8.505931, 114.15659 -8.502724, 114.160631 -8.496246, 114.160325 -8.492659, 114.166166 -8.486774, 114.167589 -8.486668, 114.167322 -8.483078, 114.164853 -8.480207, 114.161187 -8.472191, 114.162467 -8.466404, 114.162438 -8.464365, 114.161757 -8.463911, 114.160386 -8.463466, 114.154198 -8.462994, 114.152347 -8.463288, 114.15211 -8.463596, 114.151578 -8.466574, 114.144269 -8.471708, 114.142981 -8.469722, 114.141473 -8.467974, 114.137043 -8.463192, 114.136657 -8.462394, 114.135884 -8.461314, 114.133711 -8.460807, 114.133622 -8.460797, 114.133236 -8.460832, 114.132284 -8.461248, 114.127136 -8.463828, 114.123072 -8.466654, 114.122215 -8.467741, 114.122308 -8.468562, 114.123427 -8.470236, 114.120869 -8.47826, 114.114294 -8.478143, 114.111384 -8.480438, 114.110863 -8.481639, 114.110696 -8.483972))"
aplicares_4069,PUSKESMAS SAMBIREJO,1,"POLYGON((114.140745 -8.50718, 114.144091 -8.511329, 114.1453 -8.512942, 114.145561 -8.512997, 114.152226 -8.515904, 114.154916 -8.519256, 114.156107 -8.520264, 114.157744 -8.527886, 114.157767 -8.52846, 114.157056 -8.534727, 114.157059 -8.534799, 114.157702 -8.536111, 114.159435 -8.53859, 114.163695 -8.543257, 114.164099 -8.543294, 114.165836 -8.543348, 114.170793 -8.540828, 114.176287 -8.534298, 114.180246 -8.534384, 114.183832 -8.53471, 114.190597 -8.529587, 114.194012 -8.527186, 114.194683 -8.525878, 114.194832 -8.525336, 114.19513 -8.523707, 114.197255 -8.519493, 114.201706 -8.516365, 114.20353 -8.515324, 114.204352 -8.514421, 114.20501 -8.513492, 114.20516 -8.509895, 114.201549 -8.508635, 114.198842 -8.503091, 114.198823 -8.503052, 114.195913 -8.500146, 114.191536 -8.496826, 114.189318 -8.493477, 114.183946 -8.486593, 114.181155 -8.481427, 114.179603 -8.479818, 114.176051 -8.479234, 114.17584 -8.480516, 114.169674 -8.486831, 114.166089 -8.487154, 114.159813 -8.490217, 114.155636 -8.492638, 114.154147 -8.494486, 114.148613 -8.4986, 114.141488 -8.503657, 114.140745 -8.50718))"
aplicares_4070,PUSKESMAS PESANGGARAN,1,"POLYGON((114.033708 -8.543015, 114.033854 -8.543273, 114.03561 -8.546191, 114.036159 -8.546567, 114.036637 -8.546863, 114.041302 -8.550593, 114.044503 -8.55688, 114.044333 -8.559452, 114.042274 -8.566958, 114.042151 -8.567297, 114.042278 -8.571476, 114.042371 -8.574038, 114.043359 -8.577854, 114.047046 -8.580894, 114.047405 -8.580919, 114.055513 -8.580267, 114.057975 -8.583126, 114.058334 -8.583151, 114.059252 -8.582451, 114.060997 -8.580635, 114.063126 -8.578138, 114.068482 -8.575356, 114.074326 -8.570959, 114.0791 -8.566212, 114.0808 -8.564162, 114.080801 -8.563802, 114.076698 -8.556311, 114.072978 -8.550746, 114.068473 -8.547087, 114.065914 -8.54412, 114.065407 -8.543789, 114.065052 -8.543849, 114.061985 -8.545085, 114.061494 -8.545283, 114.061003 -8.54548, 114.059491 -8.546743, 114.059231 -8.546979, 114.057494 -8.548936, 114.050951 -8.553143, 114.048377 -8.551817, 114.046637 -8.549536, 114.040597 -8.547631, 114.03442 -8.541734, 114.034088 -8.541245, 114.033757 -8.540755, 114.033459 -8.540957, 114.033708 -8.543015))"
aplicares_4071,PUSKESMAS SILIRAGUNG,1,"POLYGON((114.077597 -8.485355, 114.085854 -8.482262, 114.086227 -8.482393, 114.086532 -8.482485, 114.088335 -8.483115, 114.088435 -8.483155, 114.088855 -8.483136, 114.094144 -8.483584, 114.100168 -8.484483, 114.102703 -8.486976, 114.10552 -8.489381, 114.109943 -8.496933, 114.110283 -8.497052, 114.112429 -8.496794, 114.116713 -8.493352, 114.119201 -8.484779, 114.119624 -8.482392, 114.116894 -8.477566, 114.116581 -8.477387, 114.114079 -8.477298, 114.11372 -8.477281, 114.113428 -8.477297, 114.109904 -8.478178, 114.10576 -8.471634, 114.10614 -8.470573, 114.10652 -8.469512, 114.106717 -8.468962, 114.106915 -8.468409, 114.107762 -8.466809, 114.107777 -8.466449, 114.107637 -8.466443, 114.106959 -8.466439, 114.106583 -8.466779, 114.101789 -8.473339, 114.095212 -8.473877, 114.087973 -8.471267, 114.087771 -8.471564, 114.084843 -8.479759, 114.083397 -8.479645, 114.082639 -8.479962, 114.080508 -8.480899, 114.077932 -8.483491, 114.077596 -8.484358, 114.077261 -8.485225, 114.077597 -8.485355))"
aplicares_4072,PUSKESMAS SUMBERAGUNG,1,"POLYGON((114.037677 -8.548509, 114.040953 -8.552241, 114.042166 -8.553236, 114.043816 -8.554217, 114.046582 -8.559969, 114.044869 -8.564157, 114.044342 -8.564929, 114.043749 -8.565803, 114.042094 -8.568186, 114.041973 -8.568585, 114.041854 -8.56919, 114.041805 -8.569756, 114.041783 -8.570926, 114.041877 -8.572388, 114.042078 -8.574544, 114.043454 -8.576097, 114.0476 -8.58336, 114.047544 -8.585265, 114.05017 -8.585684, 114.050712 -8.585753, 114.051886 -8.585809, 114.053249 -8.585835, 114.060378 -8.586063, 114.067774 -8.586572, 114.068281 -8.586568, 114.068691 -8.586536, 114.069566 -8.58438, 114.077963 -8.583128, 114.080095 -8.582167, 114.085697 -8.575537, 114.086987 -8.573296, 114.088908 -8.570055, 114.095252 -8.566466, 114.095509 -8.562875, 114.094303 -8.560902, 114.092192 -8.559274, 114.0886 -8.559045, 114.085102 -8.552865, 114.085249 -8.549841, 114.082521 -8.546903, 114.077478 -8.541714, 114.075181 -8.540272, 114.066904 -8.543649, 114.065301 -8.544244, 114.061071 -8.545647, 114.059328 -8.546299, 114.057522 -8.548937, 114.052535 -8.553233, 114.048452 -8.551706, 114.047786 -8.551322, 114.042271 -8.547238, 114.04096 -8.546052, 114.039606 -8.545739, 114.039307 -8.545692, 114.037539 -8.548306, 114.037677 -8.548509))"
aplicares_4078,RS AL HUDA,R,"POLYGON((114.118328 -8.373655, 114.118644 -8.376091, 114.118724 -8.376688, 114.123446 -8.382227, 114.124603 -8.382763, 114.128873 -8.386288, 114.131483 -8.393038, 114.132579 -8.392795, 114.133483 -8.392646, 114.134037 -8.392489, 114.139407 -8.399646, 114.138477 -8.400999, 114.138449 -8.401416, 114.138466 -8.401791, 114.138542 -8.403176, 114.139858 -8.404893, 114.142163 -8.406593, 114.142416 -8.406631, 114.149498 -8.401742, 114.150573 -8.398636, 114.157914 -8.395254, 114.158544 -8.395327, 114.159411 -8.394518, 114.159868 -8.390947, 114.1585 -8.390772, 114.153375 -8.390034, 114.148142 -8.383287, 114.147589 -8.380994, 114.147915 -8.37789, 114.147823 -8.377082, 114.147544 -8.375119, 114.154112 -8.369512, 114.158832 -8.375424, 114.162371 -8.37594, 114.164659 -8.37316, 114.166986 -8.368473, 114.167865 -8.364982, 114.164427 -8.359081, 114.163659 -8.356788, 114.16245 -8.354664, 114.162074 -8.354298, 114.160106 -8.3544, 114.153651 -8.350431, 114.15098 -8.346769, 114.148812 -8.343893, 114.148505 -8.343707, 114.146244 -8.344009, 114.144504 -8.345164, 114.141572 -8.348661, 114.141533 -8.352261, 114.138478 -8.358565, 114.132234 -8.357952, 114.131435 -8.357221, 114.130303 -8.355714, 114.129918 -8.355195, 114.129787 -8.35504, 114.127873 -8.355203, 114.127571 -8.355507, 114.127041 -8.357368, 114.124332 -8.365187, 114.119107 -8.37014, 114.118328 -8.373655))"
aplicares_4079,RSUD BLAMBANGAN,R,"POLYGON((114.335469 -8.202733, 114.335719 -8.203922, 114.336559 -8.204239, 114.338223 -8.213081, 114.338223 -8.213088, 114.338476 -8.213891, 114.338979 -8.21476, 114.342249 -8.219646, 114.342589 -8.219877, 114.34748 -8.22595, 114.347891 -8.228115, 114.349397 -8.228878, 114.349832 -8.229088, 114.355992 -8.231767, 114.360979 -8.23336, 114.363081 -8.233405, 114.368857 -8.233545, 114.36975 -8.233483, 114.375533 -8.232558, 114.375604 -8.232485, 114.381452 -8.229744, 114.384647 -8.230044, 114.384697 -8.230037, 114.386284 -8.228497, 114.389548 -8.222431, 114.389423 -8.222016, 114.386135 -8.217936, 114.384597 -8.211067, 114.385609 -8.206304, 114.385715 -8.205785, 114.385495 -8.204952, 114.384821 -8.203047, 114.38169 -8.195306, 114.381929 -8.191466, 114.382429 -8.188915, 114.381325 -8.187771, 114.379851 -8.186717, 114.37915 -8.18638, 114.378703 -8.186221, 114.377227 -8.185976, 114.376568 -8.185881, 114.374885 -8.185683, 114.368596 -8.185182, 114.367824 -8.185074, 114.367228 -8.185003, 114.360737 -8.18371, 114.357685 -8.182654, 114.355497 -8.181931, 114.355254 -8.181855, 114.354164 -8.181905, 114.352299 -8.183598, 114.346679 -8.190575, 114.345607 -8.194012, 114.339735 -8.198774, 114.339708 -8.198783, 114.33699 -8.200554, 114.335917 -8.201874, 114.335449 -8.202631, 114.335469 -8.202733))"
aplicares_4080,RSUD GENTENG,R,"POLYGON((114.133917 -8.364386, 114.133988 -8.365225, 114.137307 -8.370358, 114.137752 -8.37393, 114.13952 -8.375642, 114.144421 -8.379436, 114.148011 -8.379167, 114.147915 -8.37789, 114.147823 -8.377082, 114.147329 -8.373851, 114.154112 -8.369512, 114.158602 -8.373402, 114.158746 -8.377197, 114.159127 -8.378816, 114.159171 -8.380171, 114.15924 -8.382585, 114.159319 -8.385146, 114.159488 -8.388756, 114.160666 -8.390381, 114.161053 -8.390441, 114.163042 -8.38933, 114.170603 -8.389252, 114.176888 -8.387851, 114.182189 -8.38834, 114.1838 -8.387673, 114.188741 -8.384234, 114.191396 -8.381803, 114.190679 -8.381019, 114.190341 -8.380701, 114.192262 -8.371932, 114.193162 -8.370633, 114.195565 -8.366231, 114.195734 -8.365901, 114.196718 -8.363735, 114.196677 -8.363616, 114.195146 -8.36235, 114.194045 -8.361737, 114.192144 -8.361516, 114.191834 -8.361587, 114.184062 -8.357247, 114.182636 -8.351053, 114.182496 -8.350405, 114.177113 -8.346083, 114.171449 -8.341847, 114.167737 -8.339334, 114.167486 -8.339206, 114.166561 -8.339206, 114.166284 -8.339306, 114.165793 -8.339483, 114.165663 -8.33962, 114.165003 -8.340272, 114.164023 -8.343736, 114.155516 -8.34419, 114.154848 -8.342498, 114.153858 -8.341668, 114.151462 -8.34227, 114.145158 -8.346507, 114.144014 -8.347811, 114.144091 -8.348257, 114.144224 -8.348711, 114.145307 -8.352323, 114.142182 -8.357932, 114.138374 -8.359243, 114.135982 -8.360131, 114.134252 -8.363288, 114.133917 -8.364386))"
aplicares_4081,RSU BHAKTI HUSADA,R,"POLYGON((114.00497 -8.293852, 114.00759 -8.300801, 114.008719 -8.301091, 114.010542 -8.301557, 114.011044 -8.301632, 114.011524 -8.30165, 114.019048 -8.306107, 114.02055 -8.307471, 114.021092 -8.307841, 114.022134 -8.30797, 114.023081 -8.307413, 114.023563 -8.306991, 114.031282 -8.311238, 114.031187 -8.312141, 114.031255 -8.312717, 114.031836 -8.313784, 114.032349 -8.314472, 114.038716 -8.313963, 114.046191 -8.314304, 114.046306 -8.314281, 114.046609 -8.314159, 114.047219 -8.313808, 114.049433 -8.31181, 114.049534 -8.311334, 114.050348 -8.305853, 114.053958 -8.303491, 114.054405 -8.302014, 114.055115 -8.298211, 114.054524 -8.295974, 114.051009 -8.290567, 114.046993 -8.286495, 114.045913 -8.286318, 114.038445 -8.283009, 114.039047 -8.280288, 114.039137 -8.280064, 114.039602 -8.279159, 114.039692 -8.278756, 114.039764 -8.278173, 114.039759 -8.277734, 114.036786 -8.275896, 114.03663 -8.276102, 114.036405 -8.276485, 114.03623 -8.277021, 114.035692 -8.278843, 114.029543 -8.283398, 114.025275 -8.281268, 114.02445 -8.280833, 114.023919 -8.280926, 114.020276 -8.28222, 114.013245 -8.285553, 114.009682 -8.286064, 114.005002 -8.29288, 114.00497 -8.293852))"
aplicares_4094,BLEGA,1,"POLYGON((113.04046 -7.121081, 113.038331 -7.129067, 113.037358 -7.130032, 113.03735 -7.130085, 113.037358 -7.130673, 113.037453 -7.13095, 113.037514 -7.131126, 113.038132 -7.132815, 113.042529 -7.138477, 113.043656 -7.139866, 113.048037 -7.143504, 113.048332 -7.143666, 113.049092 -7.143929, 113.049715 -7.143924, 113.056444 -7.14919, 113.056182 -7.150439, 113.05599 -7.151335, 113.055709 -7.152403, 113.055547 -7.153038, 113.055382 -7.153771, 113.055128 -7.154842, 113.05769 -7.155931, 113.058631 -7.155672, 113.061123 -7.153468, 113.06135 -7.153248, 113.06188 -7.15157, 113.062226 -7.150054, 113.062265 -7.144688, 113.061583 -7.141947, 113.062703 -7.137108, 113.063181 -7.135108, 113.071859 -7.135714, 113.074632 -7.134848, 113.07496 -7.134624, 113.077858 -7.129908, 113.084847 -7.125969, 113.086989 -7.125307, 113.08816 -7.125036, 113.093136 -7.117559, 113.092357 -7.114044, 113.089248 -7.112449, 113.084971 -7.106356, 113.078666 -7.10286, 113.074689 -7.095894, 113.07117 -7.095132, 113.065627 -7.099023, 113.061495 -7.10053, 113.061369 -7.100586, 113.055244 -7.104016, 113.054831 -7.104304, 113.049114 -7.10882, 113.047164 -7.111846, 113.042113 -7.117883, 113.040556 -7.118751, 113.040428 -7.118976, 113.04046 -7.121081))"
aplicares_4095,KONANG,1,"POLYGON((113.060585 -7.071652, 113.061261 -7.078968, 113.061786 -7.079335, 113.062092 -7.079519, 113.062687 -7.079874, 113.063587 -7.080517, 113.064504 -7.081328, 113.065406 -7.089948, 113.065206 -7.090676, 113.064905 -7.091607, 113.065545 -7.092462, 113.071772 -7.097135, 113.07186 -7.097157, 113.072855 -7.09724, 113.074453 -7.096866, 113.078823 -7.09433, 113.087259 -7.094751, 113.091296 -7.09509, 113.095059 -7.091727, 113.097364 -7.090576, 113.101776 -7.082922, 113.106794 -7.082615, 113.109227 -7.088171, 113.109038 -7.08911, 113.108819 -7.09007, 113.10863 -7.090789, 113.108543 -7.091171, 113.108733 -7.091943, 113.109271 -7.092108, 113.112052 -7.091973, 113.115002 -7.090205, 113.121193 -7.085469, 113.121183 -7.085305, 113.12112 -7.084918, 113.119444 -7.076425, 113.11839 -7.074764, 113.117249 -7.073692, 113.114432 -7.072965, 113.110842 -7.072695, 113.106115 -7.0703, 113.10316 -7.063851, 113.102158 -7.061217, 113.098591 -7.061703, 113.092413 -7.065372, 113.085331 -7.06159, 113.081839 -7.057607, 113.075539 -7.052283, 113.071958 -7.05191, 113.06705 -7.055043, 113.064768 -7.059553, 113.060191 -7.063247, 113.058528 -7.06644, 113.060585 -7.071652))"
aplicares_4096,GALIS,1,"POLYGON((112.931164 -7.102745, 112.931135 -7.106345, 112.931491 -7.107328, 112.93419 -7.113921, 112.939063 -7.121335, 112.945424 -7.125806, 112.947433 -7.126474, 112.952096 -7.131886, 112.9509 -7.134987, 112.950826 -7.135186, 112.954199 -7.136443, 112.961335 -7.134356, 112.966892 -7.13426, 112.974126 -7.131801, 112.97772 -7.130796, 112.982126 -7.127251, 112.985331 -7.123829, 112.986604 -7.122319, 112.986885 -7.121816, 112.987116 -7.121217, 112.987327 -7.120515, 112.987256 -7.119786, 112.987167 -7.119508, 112.986394 -7.118812, 112.986201 -7.118703, 112.981187 -7.111248, 112.982192 -7.110222, 112.98296 -7.109514, 112.983337 -7.109243, 112.983796 -7.108786, 112.984079 -7.108398, 112.984392 -7.107929, 112.984447 -7.107847, 112.984596 -7.107565, 112.984818 -7.10717, 112.985196 -7.106571, 112.985637 -7.105939, 112.982888 -7.103614, 112.977892 -7.104272, 112.976861 -7.096655, 112.97691 -7.096236, 112.979364 -7.087764, 112.979311 -7.087559, 112.979129 -7.087108, 112.977412 -7.083628, 112.974009 -7.082454, 112.966532 -7.082864, 112.96433 -7.082784, 112.959111 -7.084159, 112.95202 -7.08623, 112.950792 -7.086846, 112.950629 -7.087189, 112.945044 -7.092819, 112.942716 -7.092883, 112.942404 -7.093544, 112.936859 -7.097794, 112.934156 -7.097798, 112.932638 -7.09949, 112.931803 -7.1008, 112.931164 -7.102745))"
aplicares_4097,BANJAR,1,"POLYGON((112.878354 -7.06491, 112.878289 -7.065388, 112.878236 -7.066724, 112.878234 -7.066968, 112.879381 -7.068422, 112.879503 -7.06846, 112.88423 -7.070102, 112.885171 -7.070625, 112.885221 -7.070653, 112.886111 -7.071152, 112.886786 -7.071299, 112.889513 -7.071882, 112.890154 -7.072104, 112.891552 -7.072669, 112.892821 -7.073265, 112.893887 -7.081685, 112.887266 -7.086742, 112.886454 -7.087105, 112.884993 -7.090396, 112.887161 -7.095529, 112.890412 -7.096821, 112.896407 -7.095475, 112.898197 -7.092352, 112.898165 -7.084085, 112.89982 -7.083117, 112.900476 -7.082899, 112.900957 -7.082604, 112.90143 -7.082072, 112.909959 -7.079505, 112.910286 -7.079602, 112.910747 -7.07969, 112.911335 -7.079743, 112.911769 -7.079737, 112.913952 -7.079808, 112.915853 -7.080047, 112.920439 -7.086427, 112.92248 -7.088047, 112.923407 -7.087786, 112.923588 -7.087679, 112.930708 -7.082869, 112.930955 -7.08221, 112.930728 -7.080123, 112.927707 -7.074323, 112.92904 -7.067029, 112.928332 -7.064265, 112.926971 -7.057435, 112.926544 -7.054066, 112.926052 -7.05393, 112.921859 -7.045983, 112.922284 -7.044841, 112.921213 -7.042628, 112.920629 -7.042397, 112.920532 -7.042369, 112.919324 -7.042792, 112.912362 -7.047047, 112.911801 -7.047804, 112.911785 -7.050565, 112.913911 -7.056748, 112.912543 -7.061638, 112.912345 -7.06193, 112.910315 -7.064289, 112.901849 -7.063087, 112.901434 -7.062824, 112.901133 -7.062657, 112.900783 -7.062472, 112.899518 -7.061864, 112.899233 -7.061715, 112.898819 -7.061527, 112.897736 -7.061231, 112.897075 -7.061047, 112.895378 -7.061123, 112.894329 -7.061707, 112.89364 -7.062755, 112.893129 -7.063778, 112.884745 -7.065965, 112.883886 -7.065249, 112.883495 -7.065025, 112.882977 -7.064754, 112.88248 -7.064515, 112.881527 -7.064042, 112.880989 -7.063904, 112.878524 -7.064033, 112.878354 -7.06491))"
aplicares_4098,AROSBAYA,1,"POLYGON((112.819189 -6.952171, 112.819245 -6.959485, 112.815516 -6.961642, 112.815144 -6.962108, 112.817828 -6.964508, 112.825537 -6.962922, 112.82746 -6.963635, 112.828619 -6.963625, 112.833199 -6.957406, 112.833791 -6.95681, 112.834436 -6.95608, 112.835198 -6.95531, 112.836216 -6.954104, 112.836606 -6.953493, 112.842672 -6.950814, 112.844946 -6.957742, 112.84509 -6.958293, 112.845328 -6.958832, 112.845916 -6.959943, 112.846118 -6.960295, 112.846479 -6.96075, 112.846765 -6.961015, 112.847027 -6.961225, 112.847294 -6.96142, 112.849472 -6.960963, 112.856149 -6.958997, 112.85894 -6.958512, 112.858986 -6.958425, 112.859304 -6.956135, 112.858245 -6.948547, 112.858163 -6.948086, 112.85764 -6.947505, 112.855275 -6.943577, 112.851857 -6.940442, 112.854269 -6.932981, 112.856706 -6.932366, 112.858075 -6.932309, 112.858945 -6.931274, 112.859564 -6.930398, 112.859696 -6.929343, 112.859674 -6.929209, 112.857994 -6.920811, 112.856715 -6.91877, 112.856683 -6.918738, 112.856321 -6.918646, 112.855213 -6.918526, 112.847482 -6.91903, 112.845851 -6.918936, 112.84253 -6.919085, 112.842061 -6.919201, 112.841194 -6.91962, 112.832759 -6.920508, 112.83038 -6.922881, 112.830351 -6.923184, 112.831698 -6.926167, 112.832374 -6.927978, 112.832526 -6.928245, 112.832913 -6.928687, 112.83368 -6.929088, 112.836654 -6.933229, 112.83273 -6.938685, 112.831496 -6.939075, 112.831333 -6.939127, 112.828706 -6.940269, 112.828561 -6.940352, 112.828285 -6.940625, 112.827836 -6.941075, 112.82757 -6.941355, 112.826979 -6.942099, 112.822405 -6.946384, 112.82151 -6.947104, 112.820926 -6.94761, 112.820504 -6.948005, 112.819595 -6.948949, 112.819441 -6.949178, 112.819189 -6.952171))"
aplicares_4099,TONGGUH,1,"POLYGON((112.821595 -6.954102, 112.822359 -6.956213, 112.826296 -6.962597, 112.826443 -6.962697, 112.829002 -6.962136, 112.829016 -6.962112, 112.833199 -6.957406, 112.833791 -6.95681, 112.834436 -6.95608, 112.835198 -6.95531, 112.836216 -6.954104, 112.836606 -6.953493, 112.843409 -6.951218, 112.844946 -6.957742, 112.84509 -6.958293, 112.845114 -6.962209, 112.84584 -6.967609, 112.845396 -6.969964, 112.845238 -6.975757, 112.845985 -6.976915, 112.846381 -6.977326, 112.848333 -6.977126, 112.848617 -6.976998, 112.855444 -6.975164, 112.858615 -6.976868, 112.861262 -6.976383, 112.863358 -6.975435, 112.865899 -6.972531, 112.874067 -6.969927, 112.875868 -6.968529, 112.876095 -6.967801, 112.875861 -6.966806, 112.874599 -6.959973, 112.873221 -6.956766, 112.875586 -6.950934, 112.875897 -6.950628, 112.876273 -6.95015, 112.877063 -6.949194, 112.877145 -6.948997, 112.876249 -6.946919, 112.874479 -6.945948, 112.867669 -6.941024, 112.867368 -6.939118, 112.866493 -6.937856, 112.86512 -6.935696, 112.864914 -6.93544, 112.861608 -6.936223, 112.861586 -6.936384, 112.861581 -6.937488, 112.861614 -6.938255, 112.861617 -6.938794, 112.858943 -6.943742, 112.85781 -6.94474, 112.850648 -6.939475, 112.850742 -6.937201, 112.847467 -6.930458, 112.847526 -6.927815, 112.847016 -6.927557, 112.839192 -6.927445, 112.836726 -6.928377, 112.836658 -6.928859, 112.836656 -6.93, 112.836654 -6.933229, 112.832786 -6.939794, 112.830722 -6.94002, 112.828706 -6.940269, 112.828561 -6.940352, 112.828285 -6.940625, 112.827836 -6.941075, 112.82757 -6.941355, 112.82151 -6.947104, 112.820926 -6.94761, 112.820504 -6.948005, 112.820127 -6.948412, 112.81997 -6.948624, 112.821595 -6.954102))"
aplicares_4100,GEGER,1,"POLYGON((112.908963 -6.989216, 112.912399 -6.993304, 112.91303 -6.994154, 112.913397 -6.994395, 112.917944 -6.999761, 112.91862 -7.005313, 112.920305 -7.008494, 112.924926 -7.014416, 112.925069 -7.018013, 112.926402 -7.01991, 112.929982 -7.02029, 112.932095 -7.018531, 112.938464 -7.016773, 112.941256 -7.016851, 112.945137 -7.015762, 112.95031 -7.018582, 112.95343 -7.017976, 112.953456 -7.017842, 112.953491 -7.017367, 112.953515 -7.016844, 112.953477 -7.016208, 112.95335 -7.013063, 112.953503 -7.01218, 112.953224 -7.011376, 112.953204 -7.011314, 112.95315 -7.011148, 112.951639 -7.01035, 112.947242 -7.004991, 112.947188 -7.004435, 112.953499 -6.998367, 112.954892 -6.998788, 112.955103 -6.998888, 112.955656 -6.999206, 112.956197 -6.999465, 112.957031 -6.999898, 112.958465 -7.000704, 112.9592 -7.001041, 112.963308 -7.004404, 112.966279 -7.006437, 112.968759 -7.006174, 112.971609 -7.004705, 112.971703 -7.004597, 112.972062 -7.003991, 112.97135 -6.995088, 112.96944 -6.993452, 112.967475 -6.99198, 112.962829 -6.986814, 112.962706 -6.986622, 112.962182 -6.986053, 112.9605 -6.977598, 112.960816 -6.976501, 112.961398 -6.973794, 112.961521 -6.973357, 112.961562 -6.97257, 112.961182 -6.971666, 112.960693 -6.971212, 112.960513 -6.971098, 112.956465 -6.969122, 112.954007 -6.964187, 112.952903 -6.962538, 112.949363 -6.961881, 112.941234 -6.965251, 112.940663 -6.96501, 112.940195 -6.964954, 112.939327 -6.965169, 112.932855 -6.966726, 112.927272 -6.971397, 112.925031 -6.971322, 112.922308 -6.9727, 112.920821 -6.97351, 112.918837 -6.976017, 112.91876 -6.976175, 112.918571 -6.976696, 112.912867 -6.983286, 112.908602 -6.986529, 112.90847 -6.986747, 112.908963 -6.989216))"
