id,nama,tipe_kode,wkt_polygon
aplicares_679,SILOAM JEMBER,R,"POLYGON((113.669701 -8.154778, 113.670296 -8.156571, 113.670747 -8.156969, 113.671571 -8.157789, 113.671791 -8.158038, 113.673764 -8.16677, 113.669417 -8.173886, 113.666666 -8.177997, 113.666463 -8.178762, 113.665202 -8.184418, 113.665262 -8.185174, 113.667623 -8.186564, 113.674182 -8.189826, 113.675492 -8.190407, 113.675615 -8.190396, 113.677771 -8.189543, 113.685035 -8.193735, 113.688577 -8.194375, 113.693552 -8.193137, 113.694374 -8.192823, 113.69514 -8.191817, 113.695352 -8.190498, 113.702535 -8.186131, 113.704846 -8.184691, 113.710109 -8.181923, 113.711612 -8.181167, 113.711836 -8.18046, 113.711495 -8.178538, 113.714269 -8.171048, 113.715222 -8.167577, 113.71433 -8.165016, 113.712944 -8.157837, 113.712457 -8.155505, 113.712254 -8.155389, 113.707397 -8.154777, 113.707127 -8.154751, 113.702765 -8.15398, 113.696315 -8.150734, 113.694764 -8.149736, 113.692648 -8.148516, 113.690811 -8.149153, 113.68215 -8.150153, 113.681678 -8.149994, 113.679898 -8.149425, 113.679664 -8.149513, 113.672501 -8.153725, 113.669736 -8.15463, 113.669701 -8.154778))"
aplicares_680,RS UTAMA HUSADA,R,"POLYGON((113.565244 -8.3426, 113.567575 -8.346625, 113.568503 -8.34813, 113.571662 -8.351555, 113.575047 -8.352779, 113.57724 -8.360357, 113.581995 -8.364434, 113.585316 -8.367327, 113.585873 -8.367393, 113.58637 -8.367437, 113.586854 -8.367415, 113.587649 -8.367112, 113.58829 -8.366374, 113.588604 -8.364699, 113.588641 -8.363722, 113.588592 -8.363091, 113.588515 -8.358759, 113.59038 -8.355929, 113.591429 -8.354892, 113.598885 -8.359577, 113.599848 -8.362364, 113.600157 -8.36677, 113.598458 -8.36939, 113.59731 -8.370991, 113.597249 -8.371304, 113.597693 -8.372908, 113.599985 -8.37354, 113.602547 -8.373313, 113.605415 -8.372682, 113.612341 -8.368938, 113.613338 -8.36782, 113.613937 -8.367165, 113.619883 -8.362712, 113.622035 -8.362244, 113.625741 -8.361861, 113.627896 -8.360809, 113.627956 -8.360595, 113.627902 -8.360218, 113.627052 -8.351584, 113.626965 -8.347986, 113.626651 -8.346883, 113.622008 -8.339343, 113.620591 -8.339357, 113.619306 -8.339253, 113.616033 -8.331502, 113.616192 -8.330523, 113.616683 -8.32831, 113.61315 -8.324543, 113.610876 -8.320116, 113.61087 -8.320112, 113.608225 -8.321184, 113.603919 -8.324832, 113.60357 -8.325241, 113.602619 -8.326573, 113.600692 -8.328705, 113.593138 -8.333517, 113.591305 -8.331956, 113.59069 -8.33193, 113.59033 -8.331941, 113.589536 -8.332112, 113.588982 -8.33238, 113.588028 -8.333237, 113.587306 -8.333871, 113.580357 -8.336427, 113.576937 -8.332762, 113.573337 -8.332795, 113.568292 -8.336881, 113.565785 -8.339041, 113.565244 -8.3426))"
aplicares_681,RS GIGI DAN MULUT UNIV. JEMBER,R,"POLYGON((113.693819 -8.15493, 113.694264 -8.156384, 113.695582 -8.157853, 113.697334 -8.158681, 113.7004 -8.166976, 113.698285 -8.174704, 113.698176 -8.174978, 113.699256 -8.183023, 113.700007 -8.184287, 113.701175 -8.185786, 113.703671 -8.186655, 113.704698 -8.185833, 113.708999 -8.183389, 113.714669 -8.182978, 113.717594 -8.183045, 113.722659 -8.181039, 113.726281 -8.178644, 113.731802 -8.172229, 113.732861 -8.164798, 113.732947 -8.164259, 113.732946 -8.16407, 113.734082 -8.155473, 113.734859 -8.154866, 113.734891 -8.154813, 113.734423 -8.152503, 113.731772 -8.148316, 113.730641 -8.146554, 113.727976 -8.143761, 113.725617 -8.142793, 113.723246 -8.142273, 113.721324 -8.142042, 113.717876 -8.142159, 113.711947 -8.141291, 113.704065 -8.145206, 113.701385 -8.147716, 113.695873 -8.15366, 113.693839 -8.15486, 113.693819 -8.15493))"
aplicares_682,RSU UNMUH JEMBER,R,"POLYGON((113.671073 -8.216782, 113.675932 -8.218916, 113.681502 -8.221428, 113.682086 -8.221572, 113.684229 -8.222095, 113.684554 -8.222155, 113.685008 -8.222181, 113.685612 -8.222098, 113.68618 -8.221878, 113.686593 -8.221709, 113.687618 -8.221223, 113.69294 -8.220462, 113.698929 -8.225522, 113.702496 -8.22601, 113.7027 -8.225023, 113.702973 -8.223579, 113.703055 -8.223026, 113.701605 -8.219774, 113.707021 -8.213928, 113.70897 -8.213844, 113.711082 -8.214143, 113.711825 -8.214314, 113.715073 -8.213446, 113.722815 -8.212354, 113.726016 -8.214003, 113.731771 -8.208476, 113.733142 -8.20697, 113.73343 -8.206636, 113.733717 -8.206181, 113.73389 -8.205784, 113.734001 -8.205471, 113.731602 -8.202934, 113.723835 -8.19846, 113.722045 -8.197614, 113.715538 -8.193118, 113.714728 -8.191621, 113.713865 -8.18993, 113.71337 -8.189642, 113.713192 -8.189616, 113.707961 -8.187323, 113.705079 -8.183238, 113.703849 -8.181576, 113.703621 -8.181529, 113.701769 -8.182236, 113.69922 -8.184588, 113.694422 -8.188282, 113.691796 -8.189681, 113.691593 -8.190081, 113.69211 -8.192379, 113.694597 -8.19836, 113.687284 -8.200294, 113.686427 -8.199475, 113.685578 -8.198838, 113.685374 -8.198827, 113.683684 -8.200284, 113.680954 -8.202941, 113.674892 -8.208759, 113.671361 -8.21213, 113.669989 -8.215459, 113.671073 -8.216782))"
aplicares_708,POSKES 05.10.18 BANYUWANGI,B,"POLYGON((114.349784 -8.216333, 114.351507 -8.219523, 114.3525 -8.220397, 114.356637 -8.2253, 114.356901 -8.22577, 114.358953 -8.232475, 114.358951 -8.235894, 114.359269 -8.237434, 114.360315 -8.238393, 114.367994 -8.240382, 114.373235 -8.241271, 114.376349 -8.239611, 114.382286 -8.239402, 114.386406 -8.239334, 114.386927 -8.238333, 114.387124 -8.237925, 114.387249 -8.237604, 114.387587 -8.236243, 114.387811 -8.235226, 114.387868 -8.234829, 114.387845 -8.230839, 114.3877 -8.222534, 114.38757 -8.222089, 114.387308 -8.221322, 114.386135 -8.217936, 114.384597 -8.211067, 114.385609 -8.206304, 114.385715 -8.205785, 114.385495 -8.204952, 114.384821 -8.203047, 114.38169 -8.195306, 114.380245 -8.189931, 114.379643 -8.187815, 114.37952 -8.187723, 114.376233 -8.18834, 114.37193 -8.189192, 114.366738 -8.192319, 114.366242 -8.192659, 114.359037 -8.196614, 114.355957 -8.197646, 114.353085 -8.203885, 114.349812 -8.212176, 114.34956 -8.212746, 114.349784 -8.216333))"
aplicares_709,KLINIK POLRES BANYUWANGI,B,"POLYGON((114.334818 -8.203622, 114.335647 -8.203893, 114.338036 -8.212103, 114.337744 -8.212633, 114.338298 -8.214519, 114.341633 -8.220554, 114.341721 -8.220611, 114.346891 -8.226483, 114.347348 -8.228456, 114.348775 -8.230487, 114.348814 -8.230508, 114.349173 -8.230643, 114.349217 -8.230653, 114.356715 -8.230999, 114.359473 -8.231919, 114.363443 -8.232799, 114.364985 -8.23271, 114.368742 -8.232348, 114.375493 -8.231209, 114.377106 -8.229955, 114.384753 -8.228718, 114.385015 -8.228611, 114.38564 -8.227598, 114.389234 -8.221393, 114.389011 -8.22074, 114.385833 -8.21734, 114.384597 -8.211067, 114.385609 -8.206304, 114.385715 -8.205785, 114.385495 -8.204952, 114.384821 -8.203047, 114.382928 -8.201583, 114.38247 -8.194117, 114.381028 -8.188364, 114.379957 -8.186428, 114.379446 -8.186272, 114.375186 -8.185449, 114.372143 -8.185156, 114.367312 -8.184908, 114.36134 -8.18389, 114.358056 -8.181919, 114.354827 -8.180328, 114.353034 -8.182454, 114.352533 -8.18575, 114.345993 -8.190497, 114.345844 -8.19052, 114.345423 -8.190616, 114.345114 -8.190756, 114.344459 -8.193843, 114.339708 -8.198783, 114.335936 -8.2002, 114.334818 -8.203622))"
aplicares_711,BP LANAL BANYUWANGI,B,"POLYGON((114.380445 -8.145228, 114.380927 -8.150359, 114.38204 -8.157023, 114.383585 -8.160439, 114.386817 -8.168044, 114.387647 -8.168565, 114.388106 -8.168687, 114.392265 -8.166684, 114.393909 -8.165822, 114.397017 -8.162354, 114.397171 -8.161723, 114.397275 -8.161147, 114.397266 -8.160452, 114.397551 -8.155115, 114.401196 -8.150786, 114.40911 -8.149876, 114.411826 -8.151267, 114.413467 -8.148063, 114.410751 -8.146672, 114.408034 -8.14528, 114.402328 -8.141456, 114.401501 -8.134593, 114.40181 -8.133782, 114.401356 -8.131261, 114.399497 -8.122589, 114.399788 -8.121472, 114.401011 -8.118798, 114.405862 -8.114224, 114.406245 -8.113969, 114.406884 -8.11341, 114.407367 -8.112738, 114.40744 -8.112577, 114.407578 -8.112125, 114.407621 -8.111871, 114.40485 -8.110619, 114.403628 -8.110303, 114.402601 -8.110695, 114.401328 -8.111362, 114.397753 -8.115854, 114.396542 -8.117592, 114.396192 -8.118273, 114.395464 -8.120279, 114.395135 -8.121048, 114.3895 -8.127425, 114.387586 -8.129775, 114.381847 -8.134321, 114.379658 -8.135185, 114.377405 -8.137993, 114.380445 -8.145228))"
aplicares_728,KLINIK NU BINA SEHAT,B,"POLYGON((113.947372 -8.274559, 113.949276 -8.278829, 113.954453 -8.283307, 113.958053 -8.283295, 113.966273 -8.282727, 113.967523 -8.290418, 113.967072 -8.291133, 113.961179 -8.294817, 113.960166 -8.295002, 113.95918 -8.296114, 113.954906 -8.302, 113.954791 -8.304186, 113.962858 -8.307788, 113.96601 -8.309528, 113.969357 -8.309166, 113.973779 -8.308113, 113.980343 -8.304342, 113.985145 -8.300256, 113.989198 -8.300341, 113.989667 -8.300466, 113.989947 -8.3005, 113.99211 -8.300633, 113.993032 -8.300688, 113.993993 -8.300773, 113.99411 -8.300783, 113.994018 -8.298872, 114.00047 -8.293562, 114.001406 -8.291614, 114.00145 -8.291493, 114.001166 -8.29003, 113.999171 -8.289311, 113.995742 -8.281286, 113.990949 -8.276941, 113.989031 -8.275477, 113.985431 -8.27542, 113.979709 -8.268612, 113.979697 -8.268451, 113.979941 -8.265956, 113.980037 -8.264876, 113.980159 -8.263736, 113.980122 -8.262931, 113.980023 -8.262366, 113.979598 -8.258018, 113.971897 -8.256076, 113.970382 -8.255813, 113.968728 -8.255628, 113.964248 -8.257416, 113.964259 -8.258687, 113.964327 -8.259163, 113.965045 -8.260193, 113.963462 -8.268729, 113.957043 -8.267646, 113.949599 -8.270615, 113.947897 -8.270997, 113.947372 -8.274559))"
aplicares_729,KHODIJAH PKU MUHAMMADIYAH,B,"POLYGON((114.299908 -8.431012, 114.302602 -8.435277, 114.303965 -8.435591, 114.30894 -8.442701, 114.308411 -8.446262, 114.311205 -8.453648, 114.313437 -8.457487, 114.317036 -8.457585, 114.322767 -8.452985, 114.328572 -8.453853, 114.331672 -8.457824, 114.332269 -8.458632, 114.334114 -8.461512, 114.337616 -8.462345, 114.341751 -8.460583, 114.34841 -8.454584, 114.349079 -8.453801, 114.349997 -8.452618, 114.349372 -8.449073, 114.347215 -8.443726, 114.347948 -8.438902, 114.34366 -8.43878, 114.340304 -8.432299, 114.341822 -8.425235, 114.341935 -8.424285, 114.341534 -8.422564, 114.339297 -8.417872, 114.339053 -8.413865, 114.33818 -8.413688, 114.338144 -8.41368, 114.337276 -8.413484, 114.330924 -8.413505, 114.32821 -8.410534, 114.327867 -8.409813, 114.325657 -8.409127, 114.322848 -8.411161, 114.31877 -8.415321, 114.313962 -8.418341, 114.311712 -8.420661, 114.305991 -8.426982, 114.303263 -8.424809, 114.302763 -8.424388, 114.302302 -8.423962, 114.301217 -8.423953, 114.300558 -8.424199, 114.300195 -8.424739, 114.298903 -8.42671, 114.298698 -8.427254, 114.299908 -8.431012))"
aplicares_730,KLINIK BRAWIJAYA,B,"POLYGON((114.327768 -8.228056, 114.328215 -8.232208, 114.329055 -8.23327, 114.329499 -8.233525, 114.334541 -8.237986, 114.339097 -8.244253, 114.337165 -8.247291, 114.338643 -8.252798, 114.338962 -8.256263, 114.339079 -8.25654, 114.339104 -8.25656, 114.341284 -8.256838, 114.342028 -8.256277, 114.350299 -8.25542, 114.353723 -8.25653, 114.360975 -8.253789, 114.36551 -8.25496, 114.365532 -8.254968, 114.367836 -8.25386, 114.367844 -8.253839, 114.36887 -8.251302, 114.369244 -8.25027, 114.375539 -8.244398, 114.377874 -8.239356, 114.378871 -8.235897, 114.379671 -8.228655, 114.379817 -8.227277, 114.379845 -8.225062, 114.377964 -8.220641, 114.37634 -8.21668, 114.371527 -8.212929, 114.36672 -8.211521, 114.362387 -8.21108, 114.358594 -8.206158, 114.357581 -8.205027, 114.357315 -8.204933, 114.355025 -8.205689, 114.347661 -8.208813, 114.346023 -8.209737, 114.342758 -8.21156, 114.341921 -8.212048, 114.339943 -8.213267, 114.3399 -8.21345, 114.334224 -8.220429, 114.333685 -8.220769, 114.328977 -8.223638, 114.328353 -8.225159, 114.327768 -8.228056))"
aplicares_731,KLINIK SYIFA HUSADA,B,"POLYGON((114.383282 -8.007863, 114.383101 -8.014981, 114.385114 -8.018266, 114.38572 -8.018345, 114.387364 -8.018382, 114.387942 -8.01836, 114.388771 -8.018131, 114.391591 -8.016617, 114.399407 -8.016111, 114.401382 -8.019121, 114.402736 -8.020866, 114.400647 -8.028596, 114.399991 -8.02938, 114.399975 -8.029417, 114.402709 -8.031547, 114.406132 -8.032678, 114.40708 -8.032752, 114.41403 -8.03826, 114.419716 -8.040096, 114.420195 -8.040023, 114.422306 -8.037568, 114.426923 -8.032406, 114.429339 -8.025007, 114.429348 -8.02491, 114.426653 -8.02219, 114.425483 -8.015149, 114.428126 -8.010836, 114.428739 -8.010126, 114.4289 -8.00987, 114.429333 -8.009039, 114.429411 -8.008716, 114.429581 -8.007949, 114.429784 -8.007051, 114.429809 -8.00625, 114.429792 -8.005449, 114.426192 -8.005418, 114.418451 -8.000915, 114.412241 -7.995637, 114.409993 -7.994608, 114.406602 -7.98923, 114.40723 -7.985685, 114.405093 -7.984599, 114.400154 -7.982821, 114.398618 -7.982253, 114.397796 -7.982469, 114.397629 -7.982575, 114.395133 -7.986362, 114.393993 -7.988728, 114.390287 -7.99463, 114.389996 -7.995093, 114.389863 -7.996271, 114.390849 -7.997572, 114.387991 -8.004578, 114.384579 -8.004326, 114.38347 -8.004268, 114.383282 -8.007863))"
aplicares_732,KLINIK AMOUR 2,B,"POLYGON((114.131666 -8.348364, 114.134292 -8.348461, 114.139321 -8.354618, 114.1384 -8.362397, 114.136766 -8.363722, 114.136326 -8.364547, 114.13621 -8.365255, 114.136646 -8.365588, 114.140697 -8.373244, 114.141577 -8.374087, 114.144092 -8.376323, 114.145417 -8.377239, 114.145856 -8.377218, 114.147646 -8.375746, 114.154112 -8.369512, 114.158602 -8.373402, 114.158746 -8.377197, 114.159127 -8.378816, 114.159171 -8.380171, 114.159252 -8.383001, 114.16285 -8.382898, 114.166702 -8.382369, 114.169774 -8.381487, 114.176885 -8.376707, 114.179981 -8.37487, 114.183531 -8.370194, 114.183117 -8.36166, 114.183842 -8.35629, 114.185585 -8.351638, 114.187566 -8.345892, 114.187878 -8.344789, 114.187592 -8.344294, 114.187156 -8.343786, 114.185746 -8.343388, 114.179816 -8.341376, 114.181456 -8.332931, 114.181682 -8.33178, 114.18184 -8.329773, 114.181707 -8.329575, 114.17977 -8.32873, 114.171207 -8.328788, 114.170458 -8.328656, 114.168599 -8.329168, 114.159972 -8.327566, 114.157471 -8.329615, 114.150952 -8.332292, 114.147352 -8.332288, 114.140936 -8.338001, 114.136964 -8.339988, 114.131799 -8.344766, 114.131666 -8.348364))"
aplicares_733,KLINIK SECANG,B,"POLYGON((114.354504 -8.174676, 114.354691 -8.175438, 114.355796 -8.176419, 114.355965 -8.176454, 114.357 -8.17641, 114.359446 -8.176149, 114.365239 -8.173904, 114.367154 -8.174588, 114.369301 -8.174747, 114.369792 -8.183552, 114.364941 -8.183774, 114.364312 -8.184739, 114.363088 -8.186861, 114.363229 -8.187275, 114.365674 -8.193206, 114.366726 -8.197723, 114.367323 -8.198707, 114.369999 -8.202672, 114.370868 -8.20389, 114.371541 -8.204786, 114.372235 -8.205712, 114.373391 -8.20707, 114.373927 -8.207197, 114.374887 -8.206709, 114.378052 -8.204983, 114.378996 -8.204348, 114.379763 -8.203664, 114.380612 -8.200165, 114.38169 -8.195306, 114.382775 -8.190782, 114.385501 -8.184476, 114.387448 -8.182245, 114.390631 -8.175266, 114.397541 -8.171673, 114.399714 -8.171708, 114.399772 -8.168108, 114.397266 -8.160452, 114.399547 -8.151854, 114.399613 -8.151746, 114.399562 -8.150593, 114.398664 -8.148923, 114.398438 -8.148838, 114.396552 -8.149397, 114.390943 -8.150601, 114.386002 -8.151025, 114.380884 -8.154037, 114.379008 -8.15505, 114.375564 -8.159637, 114.374728 -8.16043, 114.374688 -8.160938, 114.374358 -8.163022, 114.372899 -8.166224, 114.372598 -8.167127, 114.366548 -8.170551, 114.362664 -8.165181, 114.361896 -8.163107, 114.361734 -8.163027, 114.361553 -8.162949, 114.361383 -8.162887, 114.357458 -8.163682, 114.355327 -8.16413, 114.354324 -8.164606, 114.353069 -8.165708, 114.352956 -8.165941, 114.354504 -8.174676))"
aplicares_734,KLINIK KALIKEMPIT,B,"POLYGON((114.057312 -8.320837, 114.058676 -8.324168, 114.062454 -8.325071, 114.067453 -8.325647, 114.068301 -8.325388, 114.068412 -8.325357, 114.06872 -8.32526, 114.069121 -8.325053, 114.069429 -8.324826, 114.074376 -8.323248, 114.077706 -8.329256, 114.077672 -8.329633, 114.077615 -8.332333, 114.077557 -8.335477, 114.077502 -8.33916, 114.077566 -8.340558, 114.07771 -8.341176, 114.078047 -8.341771, 114.078173 -8.341919, 114.079458 -8.342509, 114.080442 -8.342536, 114.081755 -8.341789, 114.081757 -8.34125, 114.081573 -8.340447, 114.081148 -8.338743, 114.081156 -8.335575, 114.087302 -8.330025, 114.088944 -8.330763, 114.089786 -8.331115, 114.090475 -8.331308, 114.095799 -8.336772, 114.095391 -8.340443, 114.095053 -8.342109, 114.096991 -8.342593, 114.098582 -8.342824, 114.10404 -8.336829, 114.107634 -8.337032, 114.110926 -8.334434, 114.113287 -8.331716, 114.114166 -8.328305, 114.113305 -8.327331, 114.108605 -8.320749, 114.109073 -8.318776, 114.109375 -8.317607, 114.102204 -8.313315, 114.100579 -8.312451, 114.100291 -8.312417, 114.098648 -8.313877, 114.098583 -8.314, 114.095867 -8.316449, 114.089248 -8.311531, 114.089254 -8.311091, 114.089317 -8.30865, 114.089333 -8.308094, 114.087579 -8.306797, 114.079362 -8.304077, 114.076377 -8.305324, 114.073703 -8.307711, 114.068204 -8.313882, 114.064335 -8.313385, 114.062995 -8.313353, 114.062726 -8.313345, 114.06177 -8.313308, 114.059478 -8.31615, 114.057605 -8.319225, 114.057312 -8.320837))"
aplicares_735,KLINIK ANISA BAKTI,B,"POLYGON((114.286533 -8.388528, 114.286872 -8.389687, 114.287675 -8.391274, 114.289854 -8.398384, 114.292601 -8.403132, 114.296366 -8.409876, 114.301374 -8.414961, 114.30457 -8.416619, 114.30798 -8.414979, 114.315884 -8.416287, 114.31973 -8.419052, 114.319896 -8.419195, 114.320405 -8.419516, 114.320677 -8.419607, 114.327668 -8.418085, 114.330562 -8.415878, 114.334286 -8.412601, 114.338197 -8.409843, 114.344164 -8.404645, 114.346304 -8.396024, 114.345518 -8.39458, 114.341926 -8.38918, 114.340883 -8.384243, 114.339301 -8.382295, 114.334967 -8.376749, 114.33426 -8.376618, 114.333504 -8.376496, 114.333438 -8.376488, 114.332199 -8.37753, 114.331494 -8.377989, 114.325653 -8.379985, 114.32259 -8.372756, 114.322703 -8.372406, 114.322461 -8.372058, 114.321837 -8.371051, 114.318359 -8.369235, 114.314792 -8.368746, 114.312189 -8.368739, 114.310349 -8.369844, 114.307324 -8.372376, 114.302214 -8.374814, 114.294661 -8.377281, 114.290875 -8.381882, 114.286505 -8.388308, 114.286533 -8.388528))"
aplicares_736,KLINIK NAMIRA,B,"POLYGON((114.262114 -8.300453, 114.262259 -8.308694, 114.262916 -8.312295, 114.263929 -8.314235, 114.264362 -8.314459, 114.264506 -8.314522, 114.266068 -8.314034, 114.268032 -8.312773, 114.274118 -8.312705, 114.278818 -8.318335, 114.275473 -8.323478, 114.273972 -8.324188, 114.273764 -8.324769, 114.274291 -8.326878, 114.274866 -8.327078, 114.277647 -8.327954, 114.281562 -8.335455, 114.281672 -8.335846, 114.282833 -8.336711, 114.283881 -8.337192, 114.284798 -8.33664, 114.28578 -8.335943, 114.291397 -8.330555, 114.292303 -8.329739, 114.292326 -8.329698, 114.299764 -8.325628, 114.301092 -8.326114, 114.302269 -8.326245, 114.304123 -8.326654, 114.309488 -8.322576, 114.316698 -8.322485, 114.319827 -8.319961, 114.318376 -8.316667, 114.314918 -8.310455, 114.316446 -8.307195, 114.315031 -8.301463, 114.31575 -8.297935, 114.313658 -8.29185, 114.312876 -8.290316, 114.312618 -8.290229, 114.310486 -8.290148, 114.303169 -8.28705, 114.303056 -8.287003, 114.300922 -8.287767, 114.294143 -8.290585, 114.290816 -8.289209, 114.285505 -8.286209, 114.280847 -8.286419, 114.278298 -8.287522, 114.277449 -8.29102, 114.269838 -8.294592, 114.266585 -8.296019, 114.265061 -8.296764, 114.26307 -8.29766, 114.26168 -8.298317, 114.261613 -8.298455, 114.262114 -8.300453))"
aplicares_737,KLINIK SHINTA,B,"POLYGON((114.330901 -8.204964, 114.330475 -8.210502, 114.330774 -8.216287, 114.331073 -8.217239, 114.331699 -8.21814, 114.335145 -8.22252, 114.34054 -8.229633, 114.34361 -8.234363, 114.344545 -8.235838, 114.346641 -8.235866, 114.352165 -8.235893, 114.355782 -8.235952, 114.357169 -8.235688, 114.358438 -8.235383, 114.364588 -8.232528, 114.36513 -8.232249, 114.367113 -8.231112, 114.369835 -8.228183, 114.372203 -8.225552, 114.377982 -8.220566, 114.38124 -8.217635, 114.38136 -8.217502, 114.385275 -8.210873, 114.385446 -8.210421, 114.385546 -8.21011, 114.384965 -8.209132, 114.382065 -8.205926, 114.38002 -8.200892, 114.379504 -8.199943, 114.374193 -8.193453, 114.373974 -8.193208, 114.373964 -8.193204, 114.37092 -8.192726, 114.369574 -8.192601, 114.364906 -8.185968, 114.364485 -8.183502, 114.36315 -8.18157, 114.3592 -8.177876, 114.35762 -8.176626, 114.356911 -8.176498, 114.355691 -8.176774, 114.353337 -8.178188, 114.350311 -8.181013, 114.348805 -8.184799, 114.342427 -8.189041, 114.341697 -8.190673, 114.341287 -8.191628, 114.339348 -8.194796, 114.332859 -8.198979, 114.331521 -8.202322, 114.330901 -8.204964))"
aplicares_738,KLINIK SANGGAR MEDIKA,B,"POLYGON((114.070629 -8.558345, 114.070845 -8.563865, 114.072442 -8.567432, 114.074052 -8.567699, 114.074246 -8.5677, 114.080675 -8.570273, 114.081534 -8.574151, 114.081611 -8.574363, 114.083703 -8.580041, 114.087214 -8.583508, 114.090563 -8.583046, 114.093276 -8.58068, 114.099806 -8.585231, 114.106484 -8.587203, 114.110026 -8.587299, 114.114198 -8.585485, 114.115434 -8.583903, 114.117743 -8.576932, 114.121848 -8.573138, 114.126827 -8.568853, 114.127207 -8.568432, 114.127772 -8.564876, 114.132437 -8.55879, 114.132518 -8.558101, 114.129969 -8.554963, 114.125669 -8.5488, 114.122437 -8.542941, 114.119096 -8.539302, 114.115628 -8.535433, 114.114957 -8.534777, 114.112279 -8.533678, 114.108685 -8.533456, 114.105783 -8.536014, 114.105748 -8.536784, 114.102518 -8.542892, 114.097588 -8.54419, 114.094984 -8.544948, 114.088212 -8.549596, 114.084976 -8.545561, 114.083709 -8.544819, 114.083399 -8.544789, 114.08218 -8.544742, 114.079003 -8.545413, 114.075266 -8.549112, 114.073527 -8.551001, 114.070659 -8.554745, 114.070629 -8.558345))"
aplicares_739,KLINIK PRATAMA PRIMA MEDIKA,B,"POLYGON((114.064616 -8.571167, 114.061847 -8.579156, 114.063309 -8.580562, 114.064407 -8.581711, 114.066582 -8.582352, 114.067535 -8.582062, 114.069969 -8.581208, 114.073164 -8.581874, 114.072951 -8.590573, 114.072684 -8.596545, 114.072959 -8.598015, 114.076538 -8.597625, 114.081975 -8.59457, 114.08599 -8.592862, 114.094315 -8.589966, 114.094921 -8.59002, 114.097238 -8.587867, 114.105855 -8.586469, 114.108208 -8.585491, 114.108547 -8.584079, 114.108174 -8.581891, 114.104926 -8.579772, 114.101111 -8.572547, 114.100483 -8.571583, 114.09687 -8.567675, 114.096242 -8.567631, 114.094566 -8.568173, 114.087464 -8.564356, 114.086422 -8.564303, 114.085385 -8.564412, 114.083627 -8.564678, 114.076054 -8.566253, 114.072454 -8.566218, 114.064991 -8.569227, 114.064616 -8.571167))"
aplicares_740,KLINIK DR DIDIK SULASMONO,B,"POLYGON((114.262863 -8.300873, 114.262965 -8.309235, 114.263361 -8.311468, 114.265059 -8.3128, 114.265268 -8.312906, 114.265486 -8.313008, 114.265716 -8.313109, 114.266559 -8.313122, 114.274118 -8.312705, 114.278818 -8.318335, 114.276377 -8.323781, 114.275298 -8.327215, 114.277647 -8.327954, 114.28193 -8.334342, 114.282636 -8.335671, 114.283192 -8.336024, 114.283722 -8.336217, 114.284959 -8.335855, 114.2854 -8.335298, 114.289388 -8.330507, 114.290324 -8.327031, 114.297905 -8.325023, 114.298305 -8.325204, 114.298862 -8.325376, 114.299764 -8.325628, 114.301092 -8.326114, 114.302269 -8.326245, 114.303975 -8.326604, 114.309488 -8.322576, 114.313733 -8.324284, 114.313993 -8.324511, 114.31637 -8.323414, 114.316826 -8.323066, 114.321543 -8.319231, 114.320061 -8.315951, 114.320577 -8.30948, 114.320455 -8.300867, 114.319644 -8.299218, 114.318314 -8.296403, 114.315476 -8.288489, 114.312312 -8.286771, 114.311044 -8.289108, 114.303164 -8.286955, 114.303152 -8.286919, 114.302771 -8.286555, 114.302033 -8.285824, 114.300977 -8.284365, 114.293173 -8.286954, 114.286031 -8.2859, 114.279064 -8.285582, 114.276824 -8.287139, 114.275817 -8.290595, 114.270148 -8.295494, 114.266571 -8.295896, 114.264022 -8.297465, 114.262465 -8.299692, 114.262863 -8.300873))"
aplicares_741,KLINIK AL HIKMAH,B,"POLYGON((114.258025 -8.331911, 114.259496 -8.33179, 114.264556 -8.338066, 114.262112 -8.341766, 114.261754 -8.34237, 114.262184 -8.343854, 114.262646 -8.344169, 114.264852 -8.344203, 114.270508 -8.344266, 114.272041 -8.344645, 114.276571 -8.345627, 114.28063 -8.348988, 114.280467 -8.354833, 114.280951 -8.355545, 114.285875 -8.362965, 114.289406 -8.363668, 114.292529 -8.359203, 114.292799 -8.356383, 114.291214 -8.355447, 114.291032 -8.35542, 114.289288 -8.35559, 114.283565 -8.352998, 114.281674 -8.34912, 114.288847 -8.344691, 114.289819 -8.344962, 114.293333 -8.343718, 114.300417 -8.339367, 114.302392 -8.340104, 114.307366 -8.342565, 114.310867 -8.344448, 114.311111 -8.344428, 114.311608 -8.344379, 114.312814 -8.343643, 114.314728 -8.341369, 114.314789 -8.341216, 114.314517 -8.340471, 114.31238 -8.335469, 114.306541 -8.329845, 114.305191 -8.329305, 114.302868 -8.329041, 114.301891 -8.328998, 114.299827 -8.330201, 114.298903 -8.330691, 114.290434 -8.331213, 114.289262 -8.327931, 114.294095 -8.321912, 114.293898 -8.318317, 114.293956 -8.310493, 114.292894 -8.308606, 114.292017 -8.308074, 114.286616 -8.308524, 114.28513 -8.309517, 114.284 -8.310614, 114.279356 -8.316921, 114.278818 -8.318335, 114.27219 -8.323278, 114.265002 -8.324216, 114.261712 -8.322756, 114.257731 -8.328323, 114.258025 -8.331911))"
