id,nama,tipe_kode,tipe_label,lat,lon,wkt_point,punya_isochrone
aplicares_0,RF RANDULAWANG,A,Apotek/IFRS,-7.302951916026293,111.48828781249995,POINT(111.48828781249995 -7.302951916026293),False
aplicares_1,Laboratorium Patra Medika Cepu,L,Laboratorium,-7.148356,111.60091,POINT(111.60091 -7.148356),False
aplicares_2,DR. ERRA IRHAMNI,U,Praktik Dokter,-6.86197,111.613,POINT(111.613 -6.86197),False
aplicares_3,Poskes 05.10.25 Pacitan,B,Klinik,-8.19526,111.107,POINT(111.107 -8.19526),True
aplicares_4,Polres Pacitan,B,Klinik,-8.19554,111.1,POINT(111.1 -8.19554),True
aplicares_5,IFRS RSUD PACITAN,A,Apotek/IFRS,-8.196101503677,111.10036971135,POINT(111.10036971135 -8.196101503677),False
aplicares_6,Apotik Pink,A,Apotek/IFRS,-8.194527457464904,111.1114767626524,POINT(111.1114767626524 -8.194527457464904),False
aplicares_7,IFRS AGUNG MULIA,A,Apotek/IFRS,-8.19343265483057,111.0946969103813,POINT(111.0946969103813 -8.19343265483057),False
aplicares_8,IFRS MEDICAL MANDIRI PACITAN,A,Apotek/IFRS,-8.206962041114734,111.12443945410304,POINT(111.12443945410304 -8.206962041114734),False
aplicares_9,Klinik PKU Muhammadiyah ,B,Klinik,-8.19774,111.119,POINT(111.119 -8.19774),True
aplicares_10,Klinik Mawaddah,B,Klinik,-8.10565,110.972,POINT(110.972 -8.10565),True
aplicares_11,Klinik Basmalah ,B,Klinik,-8.10208,110.961,POINT(110.961 -8.10208),True
aplicares_12,Klinik Anugerah Sehat.,B,Klinik,-8.19669159421034,111.38050023198129,POINT(111.38050023198129 -8.19669159421034),True
aplicares_13,drg. Suprapti,G,Praktik Dokter Gigi,-8.176986089546293,111.12017480754851,POINT(111.12017480754851 -8.176986089546293),False
aplicares_14,drg. Retno Mutioroningsih,G,Praktik Dokter Gigi,-8.21154570854298,111.0987309527397,POINT(111.0987309527397 -8.21154570854298),False
aplicares_15,Lab. Klinik Prodia Pacitan,L,Laboratorium,-8.19443663794008,111.10995569705965,POINT(111.10995569705965 -8.19443663794008),False
aplicares_16,Lab. Amanah Pacitan,L,Laboratorium,-8.19648,111.101,POINT(111.101 -8.19648),False
aplicares_17,RS AGUNG MULIA,R,Rumah Sakit,-8.19343,111.095,POINT(111.095 -8.19343),True
aplicares_18,RSU MEDICAL MANDIRI PACITAN,R,Rumah Sakit,-8.20736,111.125,POINT(111.125 -8.20736),True
aplicares_19,dr. Puji Dian Cahyani,U,Praktik Dokter,-8.202889096591242,111.10112874603274,POINT(111.10112874603274 -8.202889096591242),False
aplicares_20,dr. Rosyid Ashari.,U,Praktik Dokter,-8.200714908466221,111.09382967972394,POINT(111.09382967972394 -8.200714908466221),False
aplicares_21,POSKES 05.10.01 PONOROGO,B,Klinik,-7.864768261557016,111.4652257695198,POINT(111.4652257695198 -7.864768261557016),True
aplicares_22,POLRES PONOROGO,B,Klinik,-7.86595,111.467,POINT(111.467 -7.86595),True
aplicares_23,IFRS HARDJONO PONOROGO,A,Apotek/IFRS,-8.16484,111.123403,POINT(111.123403 -8.16484),False
aplicares_24,IFRS DARMAYU,A,Apotek/IFRS,-7.86844,111.473347,POINT(111.473347 -7.86844),False
aplicares_25,IFRS MUSLIMAT,A,Apotek/IFRS,-7.877245,111.469933,POINT(111.469933 -7.877245),False
aplicares_26,IFRS AISYIYAH PONOROGO,A,Apotek/IFRS,-7.868493,111.471345,POINT(111.471345 -7.868493),False
aplicares_27,IFRS MUHAMMADIYAH PONOROGO,A,Apotek/IFRS,-7.86677,111.461371,POINT(111.461371 -7.86677),False
aplicares_28,Apotek Kimia Farma Ponorogo,A,Apotek/IFRS,-7.87181,111.464,POINT(111.464 -7.87181),False
aplicares_29,IFRS RS YASYFIN DARUSSALAM ,A,Apotek/IFRS,-7.924839377632565,111.49944580200194,POINT(111.49944580200194 -7.924839377632565),False
aplicares_30,APOTEK BABADAN ,A,Apotek/IFRS,-7.817581451036482,111.50049454572677,POINT(111.50049454572677 -7.817581451036482),False
aplicares_31,IFRS RSUD BANTARANGIN,A,Apotek/IFRS,-7.86627,111.408,POINT(111.408 -7.86627),False
aplicares_32,BP FAJAR DATARI (JST),B,Klinik,-7.86128,111.476,POINT(111.476 -7.86128),True
aplicares_33,Klinik Pringgo Husada,B,Klinik,-7.857150072287657,111.48365064227579,POINT(111.48365064227579 -7.857150072287657),True
aplicares_34,Klinik Al-Hikmah,B,Klinik,-7.808950629343701,111.4377130036354,POINT(111.4377130036354 -7.808950629343701),True
aplicares_35,Klinik Mutiara Delima,B,Klinik,-8.013428482795074,111.57004291534422,POINT(111.57004291534422 -8.013428482795074),True
aplicares_36,KLINIK RULIA MEDIKA,B,Klinik,-7.864165890724072,111.46107644295898,POINT(111.46107644295898 -7.864165890724072),True
aplicares_37,KLINIK FAUZIAH PULUNG,B,Klinik,-7.87859,111.617,POINT(111.617 -7.87859),True
aplicares_38,KLINIK MUHAMMADIYAH BALONG,B,Klinik,-7.957053599027999,111.43024227595332,POINT(111.43024227595332 -7.957053599027999),True
aplicares_39,KLINIK AISYIYAH JETIS,B,Klinik,-7.94301,111.484,POINT(111.484 -7.94301),True
aplicares_40,KLINIK IDOLA MEDICAL CENTRE,B,Klinik,-7.85922,111.479,POINT(111.479 -7.85922),True
aplicares_41,RUMAH SEHAT MUHAMMADIYAH,B,Klinik,-7.83022951319616,111.46717702579501,POINT(111.46717702579501 -7.83022951319616),True
aplicares_42,KLINIK AL-MANAR UNMUH PONOROGO,B,Klinik,-7.86457461339487,111.49570227479931,POINT(111.49570227479931 -7.86457461339487),True
aplicares_43,NGABAR CLINIC,B,Klinik,-7.91957,111.473,POINT(111.473 -7.91957),True
aplicares_44,KLINIK BERKAH PRIMA MEDIKA,B,Klinik,-7.92615,111.494,POINT(111.494 -7.92615),True
aplicares_45,KLINIK DARUL FALAH ,B,Klinik,-7.836617693371916,111.42827580356904,POINT(111.42827580356904 -7.836617693371916),True
aplicares_46,KLINIK ALANA,B,Klinik,-7.87263,111.409,POINT(111.409 -7.87263),True
aplicares_47,KLINIK PANGESTU,B,Klinik,-7.83462,111.474,POINT(111.474 -7.83462),True
aplicares_48,KLINIK AMALIA HUSADA,B,Klinik,-7.81995,111.556,POINT(111.556 -7.81995),True
aplicares_49,drg. ENTI  ISNARNI,G,Praktik Dokter Gigi,-7.85610519293,111.49045313752,POINT(111.49045313752 -7.85610519293),False
aplicares_50,drg. Rahayu Kusdarini,G,Praktik Dokter Gigi,-7.95968,111.438,POINT(111.438 -7.95968),False
aplicares_51,drg. Enggar Tri Adji Sambodo,G,Praktik Dokter Gigi,-7.86411,111.475,POINT(111.475 -7.86411),False
aplicares_52,OPTIK ISTANA,O,Optik,-7.877991809452236,111.46780793005944,POINT(111.46780793005944 -7.877991809452236),False
aplicares_53,OPTIK OMEGA JAYA,O,Optik,-7.87167951234879,111.4723601848197,POINT(111.4723601848197 -7.87167951234879),False
aplicares_54,RS MUSLIMAT,R,Rumah Sakit,-7.8777569449029,111.4698497963,POINT(111.4698497963 -7.8777569449029),True
aplicares_55,RSU MUHAMMADIYAH PONOROGO,R,Rumah Sakit,-7.866705604925438,111.46134332275389,POINT(111.46134332275389 -7.866705604925438),True
aplicares_56,RS YASYFIN DARUSSALAM GONTOR,R,Rumah Sakit,-7.924778791371078,111.49938623809814,POINT(111.49938623809814 -7.924778791371078),True
aplicares_57,RSUD BANTARANGIN,R,Rumah Sakit,-7.86631,111.409,POINT(111.409 -7.86631),True
aplicares_58,Dr. SITI ROBIHAH TARWIYATI,U,Praktik Dokter,-7.92769,111.48,POINT(111.48 -7.92769),False
aplicares_59,dr. MUTHI'AH ULYA,U,Praktik Dokter,-7.865846122065472,111.49943193721771,POINT(111.49943193721771 -7.865846122065472),False
aplicares_60,"dr. Siti Nurfaidah, MMRS",U,Praktik Dokter,-7.8196938643497,111.55314911652,POINT(111.55314911652 -7.8196938643497),False
aplicares_61,dr. Mukhlas Hamidy,U,Praktik Dokter,-7.9197,111.498,POINT(111.498 -7.9197),False
aplicares_62,dr. Endah Purwati,U,Praktik Dokter,-7.874911453389086,111.61722659729553,POINT(111.61722659729553 -7.874911453389086),False
aplicares_63,DR. PENI SAYEKTI,U,Praktik Dokter,-7.89693,111.374,POINT(111.374 -7.89693),False
aplicares_64,DR. M. ALI IMRAN,U,Praktik Dokter,-7.85162,111.48,POINT(111.48 -7.85162),False
aplicares_65,DR. CANDRA KARTIKA DEWI,U,Praktik Dokter,-7.973815156698942,111.57161107969283,POINT(111.57161107969283 -7.973815156698942),False
aplicares_66,LAB. KLINIK IMA,Y,Laboratorium Resmi,-7.87073,111.467399,POINT(111.467399 -7.87073),False
aplicares_67,Poskes 05.10.04 Trenggalek,B,Klinik,-8.0524,111.71,POINT(111.71 -8.0524),True
aplicares_68,Polres Trenggalek,B,Klinik,-8.052025525832759,111.70891685152054,POINT(111.70891685152054 -8.052025525832759),True
aplicares_69,IFRS BUDI ASIH,A,Apotek/IFRS,-8.05592366393507,111.69768800000003,POINT(111.69768800000003 -8.05592366393507),False
aplicares_70,Kimia Farma Trenggalek,A,Apotek/IFRS,-8.074534,111.706238,POINT(111.706238 -8.074534),False
aplicares_71,Apotek Durenan,A,Apotek/IFRS,-8.121843974428002,111.80280699434557,POINT(111.80280699434557 -8.121843974428002),False
aplicares_72,IFRSIA HARAPAN SEHAT TENTRAM,A,Apotek/IFRS,-8.05811700293955,111.70641857778011,POINT(111.70641857778011 -8.05811700293955),False
aplicares_73,IFRS RSUD PANGGUL,A,Apotek/IFRS,-8.249663893235613,111.45362294319152,POINT(111.45362294319152 -8.249663893235613),False
aplicares_74,Klinik Aba Husada,B,Klinik,-8.07969,111.667,POINT(111.667 -8.07969),True
aplicares_75,Klinik Tinspardi,B,Klinik,-8.09404,111.749,POINT(111.749 -8.09404),True
aplicares_76,Klinik Prasetya Husada,B,Klinik,-8.24285,111.705,POINT(111.705 -8.24285),True
aplicares_77,Klinik Romo Wijoyo,B,Klinik,-8.13797,111.699,POINT(111.699 -8.13797),True
aplicares_78,Klinik Nur Medika ,B,Klinik,-8.27549,111.716,POINT(111.716 -8.27549),True
aplicares_79,Klinik Dewasaka,B,Klinik,-8.2582,111.453,POINT(111.453 -8.2582),True
aplicares_80,Klinik Rejowinangun,B,Klinik,-8.04613,111.734,POINT(111.734 -8.04613),True
aplicares_81,Klinik Wijaya Kusuma Medika,B,Klinik,-8.13585,111.699,POINT(111.699 -8.13585),True
aplicares_82,Lab. Kesda Trenggalek,L,Laboratorium,-8.058289123504588,111.70473023140224,POINT(111.70473023140224 -8.058289123504588),False
aplicares_83,Lab. Dia Medika,L,Laboratorium,-8.05407,111.705,POINT(111.705 -8.05407),False
aplicares_84,Optik Sinar,O,Optik,-8.0525,111.709,POINT(111.709 -8.0525),False
aplicares_85,Optik SURYA INDAH,O,Optik,-8.06016,111.708,POINT(111.708 -8.06016),False
aplicares_86,Optik ANNISA,O,Optik,-8.0711354846549,111.70647371164,POINT(111.70647371164 -8.0711354846549),False
aplicares_87,Optik SUBANG,O,Optik,-8.069843572306691,111.70627665658164,POINT(111.70627665658164 -8.069843572306691),False
aplicares_88,OPTIK INTERNASIONAL TRENGGALEK,O,Optik,-8.06065,111.708,POINT(111.708 -8.06065),False
aplicares_89,RS. BUDI ASIH,R,Rumah Sakit,-8.05594,111.698,POINT(111.698 -8.05594),True
aplicares_90,RSIA HARAPAN SEHAT TENTRAM,R,Rumah Sakit,-8.05806,111.706,POINT(111.706 -8.05806),True
aplicares_91,RSUD PANGGUL,R,Rumah Sakit,-8.24958,111.454,POINT(111.454 -8.24958),True
aplicares_92,KLINIK MATA EDC TRENGGALEK,S,Klinik Utama/Spesialis,-8.055063969050615,111.70414798545839,POINT(111.70414798545839 -8.055063969050615),True
aplicares_93,dr. Ida Roslena,U,Praktik Dokter,-8.04647,111.663,POINT(111.663 -8.04647),False
aplicares_94,dr. Ratna Sulistyowati,U,Praktik Dokter,-8.106361054158311,111.71795878469946,POINT(111.71795878469946 -8.106361054158311),False
aplicares_95,Bangunjaya,0,Puskesmas (kode 0),-8.13091,111.843,POINT(111.843 -8.13091),False
aplicares_96,Tiudan,0,Puskesmas (kode 0),-8.052818099579623,111.83835405158995,POINT(111.83835405158995 -8.052818099579623),False
aplicares_97,Dono,0,Puskesmas (kode 0),-7.983566172489474,111.87500268220899,POINT(111.87500268220899 -7.983566172489474),False
aplicares_98,Poskes 05.10.05 Tulungagung,B,Klinik,-8.06499,111.905,POINT(111.905 -8.06499),True
aplicares_99,Polres Tulungagung,B,Klinik,-8.06717,111.908,POINT(111.908 -8.06717),True
aplicares_100,Jeli,1,Puskesmas (kode 1),-7.9741,111.917,POINT(111.917 -7.9741),True
aplicares_101,IFRS DR ISKAK TULUNGAGUNG,A,Apotek/IFRS,-8.054126,111.91798,POINT(111.91798 -8.054126),False
aplicares_102,Apotek Gunungagung,A,Apotek/IFRS,-8.066233,111.901179,POINT(111.901179 -8.066233),False
aplicares_103,Apotek Madinah Brilliant,A,Apotek/IFRS,-8.11908,111.953,POINT(111.953 -8.11908),False
aplicares_104,IFRS ORPEHA,A,Apotek/IFRS,-8.051266,111.879002,POINT(111.879002 -8.051266),False
aplicares_105,IFRS BHAYANGKARA TULUNGAGUNG,A,Apotek/IFRS,-8.067466,111.907562,POINT(111.907562 -8.067466),False
aplicares_106,IFRS ERA MEDIKA,A,Apotek/IFRS,-8.099054,112.002351,POINT(112.002351 -8.099054),False
aplicares_107,IFRS MADINAH TULUNGAGUNG,A,Apotek/IFRS,-8.113409,112.01391,POINT(112.01391 -8.113409),False
aplicares_108,IFRS MUHAMMADIYAH TULUNGAGUNG,A,Apotek/IFRS,-8.168868,111.783067,POINT(111.783067 -8.168868),False
aplicares_109,Apotek Siska Farma,A,Apotek/IFRS,-8.104153,112.013671,POINT(112.013671 -8.104153),False
aplicares_110,IFRS PRIMA MEDIKA,A,Apotek/IFRS,-8.068905,111.881924,POINT(111.881924 -8.068905),False
aplicares_111,IFRS SATITI PRIMA HUSADA,A,Apotek/IFRS,-8.140509,111.980952,POINT(111.980952 -8.140509),False
aplicares_112,IFRS TRISNA MEDIKA,A,Apotek/IFRS,-8.04447,111.910225,POINT(111.910225 -8.04447),False
aplicares_113,Apotek Kimia Farma Pahlawan,A,Apotek/IFRS,-8.05317,111.908,POINT(111.908 -8.05317),False
aplicares_114,Apotik Kimia Farma Ngurah Rai,A,Apotek/IFRS,-8.06567,111.907,POINT(111.907 -8.06567),False
aplicares_115,IFRS PUTRA WASPADA,A,Apotek/IFRS,-8.025783,111.920159,POINT(111.920159 -8.025783),False
aplicares_116,Apotek Arsy Afia,A,Apotek/IFRS,-7.98346,111.875,POINT(111.875 -7.98346),False
aplicares_117,IFRS CAMPURDARAT,A,Apotek/IFRS,-8.1404913,111.8695886,POINT(111.8695886 -8.1404913),False
aplicares_118,Klinik Modjopanggoong,B,Klinik,-8.05008,111.873,POINT(111.873 -8.05008),True
aplicares_119,Klinik Khazanah Medika,B,Klinik,-8.05585,111.91,POINT(111.91 -8.05585),True
aplicares_120,Klinik Bale Medika,B,Klinik,-8.13998,111.983,POINT(111.983 -8.13998),True
aplicares_121,Klinik Cordova,B,Klinik,-8.07225,111.904,POINT(111.904 -8.07225),True
aplicares_122,Klinik dr. Emi A.,B,Klinik,-8.0908,111.91,POINT(111.91 -8.0908),True
aplicares_123,Klinik Madinah Pratama,B,Klinik,-8.12220258018537,112.01420384428354,POINT(112.01420384428354 -8.12220258018537),True
aplicares_124,Klinik Syafa Medika,B,Klinik,-8.05215,111.883,POINT(111.883 -8.05215),True
aplicares_125,Klinik Rumah Sehat Jasmine,B,Klinik,-8.08541,111.947,POINT(111.947 -8.08541),True
aplicares_126,Klinik Sugih Waras,B,Klinik,-8.10162,111.911,POINT(111.911 -8.10162),True
aplicares_127,Klinik Devita Prima Medika,B,Klinik,-8.00576,111.943,POINT(111.943 -8.00576),True
aplicares_128,Klinik Aisyiyah Tulungagung,B,Klinik,-8.06039,111.903,POINT(111.903 -8.06039),True
aplicares_129,Klinik Surya Husada,B,Klinik,-8.18013,111.975,POINT(111.975 -8.18013),True
aplicares_130,Klinik Sehat Mulia,B,Klinik,-8.06485,111.909,POINT(111.909 -8.06485),True
aplicares_131,Klinik Era Medika Ngunut,B,Klinik,-8.10311,112.014,POINT(112.014 -8.10311),True
aplicares_132,Klinik Avicena,B,Klinik,-8.07128,111.848,POINT(111.848 -8.07128),True
aplicares_133,Klinik Pratama dr. Yayuk,B,Klinik,-8.15961,111.964,POINT(111.964 -8.15961),True
aplicares_134,Klinik Nita Jaya Husada,B,Klinik,-8.13546,112.017,POINT(112.017 -8.13546),True
aplicares_135,KLINIK PRATAMA BUNDA MEDIKA,B,Klinik,-8.01104,111.903,POINT(111.903 -8.01104),True
aplicares_136,TRISNA MEDIKA CAMPURDARAT,B,Klinik,-8.15832,111.872,POINT(111.872 -8.15832),True
aplicares_137,drg. Siti Makiyah,G,Praktik Dokter Gigi,-8.06609,111.902,POINT(111.902 -8.06609),False
aplicares_138,drg. Hermiyati,G,Praktik Dokter Gigi,-8.05341,111.917,POINT(111.917 -8.05341),False
aplicares_139,drg. MT. Awanto,G,Praktik Dokter Gigi,-8.07382,111.909,POINT(111.909 -8.07382),False
aplicares_140,drg. Agus Darwito,G,Praktik Dokter Gigi,-8.20896,111.784,POINT(111.784 -8.20896),False
aplicares_141,drg. Agus Setyono,G,Praktik Dokter Gigi,-8.04823,111.863,POINT(111.863 -8.04823),False
aplicares_142,drg. Siti Shobahiyah,G,Praktik Dokter Gigi,-8.229141960075657,111.82221586704256,POINT(111.82221586704256 -8.229141960075657),False
aplicares_143,drg. Jayanti Perwitasari,G,Praktik Dokter Gigi,-8.130859271963114,112.05910470771792,POINT(112.05910470771792 -8.130859271963114),False
aplicares_144,drg. Wahyu Dwi Wijayanti,G,Praktik Dokter Gigi,-8.151135930672448,111.96282833862576,POINT(111.96282833862576 -8.151135930672448),False
aplicares_145,drg. Ismu Widiyawati,G,Praktik Dokter Gigi,-8.05012,111.906,POINT(111.906 -8.05012),False
aplicares_146,DRG. KRISNA RAMAYANA,G,Praktik Dokter Gigi,-8.122161336626611,112.08379816377162,POINT(112.08379816377162 -8.122161336626611),False
aplicares_147,Lab. Klinik Prodia Tulungagung,L,Laboratorium,-8.073279,111.904828,POINT(111.904828 -8.073279),False
aplicares_148,Lab. Ultra Medika,L,Laboratorium,-8.079432,111.902707,POINT(111.902707 -8.079432),False
aplicares_149,Laboratorium Medis Sima,L,Laboratorium,-8.06138707589569,111.90751272293805,POINT(111.90751272293805 -8.06138707589569),False
aplicares_150,Optik INDRA,O,Optik,-8.06184,111.903,POINT(111.903 -8.06184),False
aplicares_151,Optik ANNISA,O,Optik,-8.053219835539489,111.86670504795458,POINT(111.86670504795458 -8.053219835539489),False
aplicares_152,OPTIK INTERNASIONAL T.AGUNG,O,Optik,-8.06231,111.903,POINT(111.903 -8.06231),False
aplicares_153,OPTIK ANNISA TULUNGAGUNG 2,O,Optik,-8.069534857693295,111.90146399844114,POINT(111.90146399844114 -8.069534857693295),False
aplicares_154,OPTIK ANNISA TULUNGAGUNG 3,O,Optik,-8.1707835875221,111.78980297449,POINT(111.78980297449 -8.1707835875221),False
aplicares_155,OPTIK TOP,O,Optik,-8.1712,111.755,POINT(111.755 -8.1712),False
aplicares_156,RSUI ORPEHA,R,Rumah Sakit,-8.05127,111.879,POINT(111.879 -8.05127),True
aplicares_157,ERA MEDIKA,R,Rumah Sakit,-8.09887,112.002,POINT(112.002 -8.09887),True
aplicares_158,RS BHAYANGKARA TULUNGAGUNG,R,Rumah Sakit,-8.0674,111.908,POINT(111.908 -8.0674),True
aplicares_159,MUHAMADIYAH BANDUNG (JST),R,Rumah Sakit,-8.16884,111.783,POINT(111.783 -8.16884),True
aplicares_160,MADINAH (JST),R,Rumah Sakit,-8.11338,112.014,POINT(112.014 -8.11338),True
aplicares_161,RSU PRIMA MEDIKA,R,Rumah Sakit,-8.06866,111.882,POINT(111.882 -8.06866),True
aplicares_162,RSU SATITI PRIMA HUSADA,R,Rumah Sakit,-8.14047,111.981,POINT(111.981 -8.14047),True
aplicares_163,RSIA TRISNA MEDIKA,R,Rumah Sakit,-8.04458,111.91,POINT(111.91 -8.04458),True
aplicares_164,RS PUTRA WASPADA,R,Rumah Sakit,-8.02586,111.92,POINT(111.92 -8.02586),True
aplicares_165,RSIA AMANDA,R,Rumah Sakit,-8.07558,111.915,POINT(111.915 -8.07558),True
aplicares_166,RSUD CAMPURDARAT,R,Rumah Sakit,-8.16198,111.86,POINT(111.86 -8.16198),True
aplicares_167,KLINIK MATA EDC TULUNGAGUNG,S,Klinik Utama/Spesialis,-8.074113690213352,111.91017434358594,POINT(111.91017434358594 -8.074113690213352),True
aplicares_168,KLINIK UTAMA SAM,S,Klinik Utama/Spesialis,-8.06455,111.908,POINT(111.908 -8.06455),True
aplicares_169,dr. Yunike Siwi Hastina,U,Praktik Dokter,-8.0486968415613,111.90909294939,POINT(111.90909294939 -8.0486968415613),False
aplicares_170,dr. Agus Suprapto,U,Praktik Dokter,-8.11604,112.044,POINT(112.044 -8.11604),False
aplicares_171,dr. Dina Nofitria Rahayu,U,Praktik Dokter,-8.16447,111.827,POINT(111.827 -8.16447),False
aplicares_172,dr. Dwi Heruwiyono,U,Praktik Dokter,-8.112115938184012,111.95254851065546,POINT(111.95254851065546 -8.112115938184012),False
aplicares_173,dr. Vemi Mujiati,U,Praktik Dokter,-8.083652093460262,111.95335147094728,POINT(111.95335147094728 -8.083652093460262),False
aplicares_174,dr. Irnawan,U,Praktik Dokter,-8.0477,111.92,POINT(111.92 -8.0477),False
aplicares_175,dr. Gracia Miranda Andrawinna,U,Praktik Dokter,-8.02310613657279,111.92123402273656,POINT(111.92123402273656 -8.02310613657279),False
aplicares_176,dr. Aris Setiawan,U,Praktik Dokter,-8.12376,112.084,POINT(112.084 -8.12376),False
aplicares_177,dr. Farida W. Ariany,U,Praktik Dokter,-8.17084,111.79,POINT(111.79 -8.17084),False
aplicares_178,dr. Ana Herawati ,U,Praktik Dokter,-8.21047,111.783,POINT(111.783 -8.21047),False
aplicares_179,dr. Unus Raliby,U,Praktik Dokter,-8.161199447732747,111.86236933723629,POINT(111.86236933723629 -8.161199447732747),False
aplicares_180,dr. Achmad Ardianto,U,Praktik Dokter,-8.10553,111.89,POINT(111.89 -8.10553),False
aplicares_181,dr. Ita Farica,U,Praktik Dokter,-8.06486,111.85,POINT(111.85 -8.06486),False
aplicares_182,dr. Abu Mardah,U,Praktik Dokter,-8.08081,111.938,POINT(111.938 -8.08081),False
aplicares_183,dr. Singgih Wahyudi P. U.,U,Praktik Dokter,-8.19503,111.787,POINT(111.787 -8.19503),False
aplicares_184,dr. Arifianto Wibowo,U,Praktik Dokter,-8.04934,111.922,POINT(111.922 -8.04934),False
aplicares_185,dr. Hari Subagiyo,U,Praktik Dokter,-8.21297,111.835,POINT(111.835 -8.21297),False
aplicares_186,dr. Budi Yuniarto ,U,Praktik Dokter,-8.08145,111.879,POINT(111.879 -8.08145),False
aplicares_187,dr. I Komang Gede Arwana,U,Praktik Dokter,-8.03879,111.875,POINT(111.875 -8.03879),False
aplicares_188,dr. Kurnia Elka Vidyarni,U,Praktik Dokter,-7.998365561013775,111.82369959259033,POINT(111.82369959259033 -7.998365561013775),False
aplicares_189,DR. YUSTIEN YUSIANA,U,Praktik Dokter,-8.048860357455114,111.86647902625738,POINT(111.86647902625738 -8.048860357455114),False
aplicares_190,DR. MANSUR SAFII,U,Praktik Dokter,-8.136117879722919,112.01247139823437,POINT(112.01247139823437 -8.136117879722919),False
aplicares_191,DR. MARISA SAHARA,U,Praktik Dokter,-8.07362,111.909,POINT(111.909 -8.07362),False
aplicares_192,"DR SISWANTORO, MSC",U,Praktik Dokter,-7.996571841831021,111.8938886883259,POINT(111.8938886883259 -7.996571841831021),False
aplicares_193,POSKES 05.09.03 BLITAR,B,Klinik,-8.09867,112.16,POINT(112.16 -8.09867),True
aplicares_194,POLRES BLITAR,B,Klinik,-8.07732,112.327,POINT(112.327 -8.07732),True
aplicares_195,IFRS NGUDI WALUYO,A,Apotek/IFRS,-8.0831,112.31515649604799,POINT(112.31515649604799 -8.0831),False
aplicares_196,IFRS AN NISSA',A,Apotek/IFRS,-8.083215556185095,112.30166296958924,POINT(112.30166296958924 -8.083215556185095),False
aplicares_197,IFRS AULIA,A,Apotek/IFRS,-8.160564069703845,112.21771124935148,POINT(112.21771124935148 -8.160564069703845),False
aplicares_198,IFRS ANANDA,A,Apotek/IFRS,-8.061297767873247,112.06206530094146,POINT(112.06206530094146 -8.061297767873247),False
aplicares_199,IFRS AL-ITTIHAD,A,Apotek/IFRS,-8.059413901457491,112.05289900398256,POINT(112.05289900398256 -8.059413901457491),False
aplicares_200,APOTEK KIMIA FARMA WLINGI,A,Apotek/IFRS,-8.07576447228573,112.32789433601378,POINT(112.32789433601378 -8.07576447228573),False
aplicares_201,IFRS MEDIKA UTAMA,A,Apotek/IFRS,-8.12552222035447,112.20754898193358,POINT(112.20754898193358 -8.12552222035447),False
aplicares_202,IFRS RSUD SRENGAT,A,Apotek/IFRS,-8.06504,112.07980688095093,POINT(112.07980688095093 -8.06504),False
aplicares_203,IFRS WAVA HUSADA KESAMBEN,A,Apotek/IFRS,-8.148898639524049,112.36601389053152,POINT(112.36601389053152 -8.148898639524049),False
aplicares_204,APOTEK MITRA SYIFA,A,Apotek/IFRS,-8.059899546694721,112.05691612365722,POINT(112.05691612365722 -8.059899546694721),False
aplicares_205,INS FARMASI KU PUSPA HUSADA,A,Apotek/IFRS,-8.025066356573783,112.21454489814761,POINT(112.21454489814761 -8.025066356573783),False
aplicares_206,BP TERA HUSADA,B,Klinik,-8.17799,112.328,POINT(112.328 -8.17799),True
aplicares_207,KLINIK PRATAMA PELITA HUSADA,B,Klinik,-8.136378758321454,112.4198497962952,POINT(112.4198497962952 -8.136378758321454),True
aplicares_208,KLINIK PRATAMA TIRTA HUSADA,B,Klinik,-8.22316,112.153,POINT(112.153 -8.22316),True
aplicares_209,KLINIK PRATAMA SOFIA MEDIKA,B,Klinik,-8.13677,112.301,POINT(112.301 -8.13677),True
aplicares_210,KLINIK MITRA MEDIKA,B,Klinik,-8.11959,112.264,POINT(112.264 -8.11959),True
aplicares_211,KLINIK RAMDANI HUSADA,B,Klinik,-8.140765586520745,112.37927043914796,POINT(112.37927043914796 -8.140765586520745),True
aplicares_212,"DEWI UTAMI JULIYANTI, DRG",G,Praktik Dokter Gigi,-8.115586161838753,112.18661455172553,POINT(112.18661455172553 -8.115586161838753),False
aplicares_213,"ENDANG RETNOWATI, DRG",G,Praktik Dokter Gigi,-8.131237907033112,112.15156770038605,POINT(112.15156770038605 -8.131237907033112),False
aplicares_214,"MIGIT RENGGOWATI, DRG",G,Praktik Dokter Gigi,-8.199506604219176,112.10352127647401,POINT(112.10352127647401 -8.199506604219176),False
aplicares_215,"EVI DIAN KARTIKASARI, DRG",G,Praktik Dokter Gigi,-8.079792737934115,112.30993433666231,POINT(112.30993433666231 -8.079792737934115),False
aplicares_216,"DESI NUR ARIANA, DRG.",G,Praktik Dokter Gigi,-8.1739706198412,112.24451720238,POINT(112.24451720238 -8.1739706198412),False
aplicares_217,drg. MUHAMAD ALI SYAFAAT,G,Praktik Dokter Gigi,-8.136113685302847,112.41994367361072,POINT(112.41994367361072 -8.136113685302847),False
aplicares_218,"ARI SUSANTI, DRG",G,Praktik Dokter Gigi,-8.059198641752278,112.07030040740553,POINT(112.07030040740553 -8.059198641752278),False
