jenis,nama,lat,lon,status_verifikasi,jarak_pencocokan_m
puskesmas,PITU,-7.376892,111.366699,terverifikasi_2_sumber,11.3
puskesmas,KAUMAN,-7.375916,111.215088,terverifikasi_2_sumber,38.9
puskesmas,TROSOBO,-7.373413,112.639526,terverifikasi_2_sumber,53.2
puskesmas,MANTINGAN,-7.370911,111.178101,hanya_scrape_perlu_verifikasi,
puskesmas,WRINGIN ANOM,-7.367254,112.624119,terverifikasi_2_sumber,162.6
puskesmas,DRIYOREJO,-7.367254,112.624119,hanya_scrape_perlu_verifikasi,
puskesmas,KARANG ANDONG,-7.357727,112.571472,terverifikasi_2_sumber,53.2
puskesmas,MARGOMULYO,-7.35743,111.49906,terverifikasi_2_sumber,13.9
puskesmas,MEDAENG,-7.356323,112.720276,terverifikasi_2_sumber,34.3
puskesmas,WARU,-7.35292,112.76625,hanya_scrape_perlu_verifikasi,
puskesmas,KESAMBEN KULON,-7.352295,112.508728,terverifikasi_2_sumber,101.3
puskesmas,SUKORAME,-7.352224,112.14632,hanya_scrape_perlu_verifikasi,
puskesmas,KESONGO,-7.350281,112.054017,hanya_scrape_perlu_verifikasi,
puskesmas,TAMAN,-7.347229,112.691101,terverifikasi_2_sumber,25.0
puskesmas,GUNUNG ANYAR,-7.340576,112.784119,terverifikasi_2_sumber,34.4
puskesmas,SIWALANKERTO,-7.340027,112.736511,terverifikasi_2_sumber,56.4
puskesmas,GAYUNGAN,-7.338196,112.718689,terverifikasi_2_sumber,18.3
puskesmas,TEMAYANG,-7.335798,111.915066,terverifikasi_2_sumber,142.1
puskesmas,BALAS KLUMPRIK,-7.330383,112.682312,hanya_scrape_perlu_verifikasi,
puskesmas,DAWAR BLANDONG,-7.329102,112.424927,terverifikasi_2_sumber,6.1
puskesmas,KEBONSARI,-7.328308,112.714478,terverifikasi_2_sumber,32.4
puskesmas,KEDAMEAN,-7.327576,112.566895,hanya_scrape_perlu_verifikasi,
puskesmas,BUBULAN,-7.327479,111.846444,hanya_scrape_perlu_verifikasi,
puskesmas,MEDOKAN AYU,-7.3244,112.79496,terverifikasi_2_sumber,33.0
puskesmas,SLEMPIT,-7.32428,112.513306,terverifikasi_2_sumber,41.0
puskesmas,JEMURSARI,-7.32325,112.74033,terverifikasi_2_sumber,303.5
puskesmas,BANGKINGAN,-7.322998,112.658875,terverifikasi_2_sumber,356.6
puskesmas,KALIRUNGKUT,-7.322449,112.770782,terverifikasi_2_sumber,31.0
puskesmas,KALIJUDAN,-7.322449,112.770782,hanya_scrape_perlu_verifikasi,
puskesmas,KARANGANYAR,-7.320312,111.241882,terverifikasi_2_sumber,34.8
puskesmas,TENGGILIS,-7.31771,112.76745,hanya_scrape_perlu_verifikasi,
puskesmas,WIYUNG,-7.31311,112.691711,terverifikasi_2_sumber,309.5
puskesmas,KEDURUS,-7.31299,112.70681,hanya_scrape_perlu_verifikasi,
puskesmas,SUGIHWARAS,-7.31161,111.956947,hanya_scrape_perlu_verifikasi,
puskesmas,SIDOSERMO,-7.30719,112.75592,terverifikasi_2_sumber,232.0
puskesmas,JAGIR,-7.305725,112.737671,terverifikasi_2_sumber,36.3
puskesmas,JERUK,-7.305481,112.638672,terverifikasi_2_sumber,30.0
puskesmas,DAPET,-7.305177,112.426898,terverifikasi_2_sumber,27.6
puskesmas,WONOKROMO,-7.303223,112.730286,terverifikasi_2_sumber,15.2
puskesmas,KEDUNGADEM,-7.302631,112.047079,terverifikasi_2_sumber,18.7
puskesmas,SAMBENG,-7.30022,112.27008,terverifikasi_2_sumber,15.7
puskesmas,LIDAH KULON,-7.29911,112.66188,hanya_scrape_perlu_verifikasi,
puskesmas,MENUR,-7.296875,112.764099,terverifikasi_2_sumber,11.6
puskesmas,KARANGJATI,-7.2948,111.523499,hanya_scrape_perlu_verifikasi,
puskesmas,MENGANTI,-7.294495,112.586487,hanya_scrape_perlu_verifikasi,
puskesmas,KEPUTIH,-7.293884,112.801697,terverifikasi_2_sumber,36.7
puskesmas,NGAGELREJO,-7.292908,112.748901,terverifikasi_2_sumber,11.9
puskesmas,KLAMPIS NGASEM,-7.29052,112.78266,hanya_scrape_perlu_verifikasi,
puskesmas,NGIMBANG,-7.289308,112.215855,hanya_scrape_perlu_verifikasi,
puskesmas,MADE,-7.289001,112.635498,terverifikasi_2_sumber,61.0
puskesmas,NGAMBON,-7.287045,111.766253,hanya_scrape_perlu_verifikasi,
puskesmas,PUCANG SEWU,-7.28666,112.75554,terverifikasi_2_sumber,51.9
puskesmas,LONTAR,-7.284393,112.669495,hanya_scrape_perlu_verifikasi,
puskesmas,DUKUH KUPANG,-7.283386,112.71228,terverifikasi_2_sumber,13.0
puskesmas,PAKIS,-7.281799,112.728088,terverifikasi_2_sumber,12.7
puskesmas,PUTAT JAYA,-7.281677,112.722473,terverifikasi_2_sumber,29.4
puskesmas,DR.SUTOMO,-7.27857,112.73423,hanya_scrape_perlu_verifikasi,
puskesmas,TAMBAKREJO,-7.278015,111.623901,hanya_scrape_perlu_verifikasi,
puskesmas,MODO,-7.277384,112.134657,terverifikasi_2_sumber,76.7
puskesmas,MANTUP,-7.27694,112.35594,terverifikasi_2_sumber,4.9
puskesmas,BANYU URIP,-7.271484,112.720093,terverifikasi_2_sumber,14.8
puskesmas,MOJO,-7.26859,112.77365,terverifikasi_2_sumber,376.9
puskesmas,BALONGPANGGANG,-7.268311,112.444275,terverifikasi_2_sumber,33.2
puskesmas,KEDUNGDORO,-7.26808,112.73831,hanya_scrape_perlu_verifikasi,
puskesmas,SAWAHAN,-7.265686,112.727478,terverifikasi_2_sumber,57.8
puskesmas,MANUKAN KULON,-7.263,112.668884,terverifikasi_2_sumber,4.8
puskesmas,SIMOMULYO,-7.262207,112.71228,terverifikasi_2_sumber,63.8
puskesmas,MULYOREJO,-7.26062,112.784912,terverifikasi_2_sumber,17.4
puskesmas,NGRAHO,-7.259888,111.546509,hanya_scrape_perlu_verifikasi,
puskesmas,TANJUNGSARI,-7.25952,112.68909,terverifikasi_2_sumber,31.1
puskesmas,SUKOSEWU,-7.259399,111.955688,hanya_scrape_perlu_verifikasi,
puskesmas,BALONGSARI,-7.25917,112.67838,terverifikasi_2_sumber,42.4
puskesmas,KETABANG,-7.258911,112.747314,terverifikasi_2_sumber,110.3
puskesmas,DADAP KUNING,-7.257629,112.516296,terverifikasi_2_sumber,29.8
puskesmas,SEMEMI,-7.25531,112.635071,hanya_scrape_perlu_verifikasi,
puskesmas,PACARKELING,-7.2546,112.75421,hanya_scrape_perlu_verifikasi,
puskesmas,DANDER,-7.252399,111.848193,terverifikasi_2_sumber,91.8
puskesmas,ASEMROWO,-7.25238,112.611694,hanya_scrape_perlu_verifikasi,
puskesmas,PENELEH,-7.252197,112.740723,terverifikasi_2_sumber,30.6
puskesmas,TEMBOK DUKUH,-7.25171,112.71395,terverifikasi_2_sumber,17.6
puskesmas,BLULUK,-7.249188,112.117352,hanya_scrape_perlu_verifikasi,
puskesmas,RANGKAH,-7.24909,112.76468,hanya_scrape_perlu_verifikasi,
puskesmas,TAMBAKREJO,-7.24587,112.75779,terverifikasi_2_sumber,353.8
puskesmas,GUNDIH,-7.24525,112.72767,terverifikasi_2_sumber,392.0
puskesmas,BENJENG,-7.245175,112.478543,hanya_scrape_perlu_verifikasi,
puskesmas,GADING,-7.242493,112.764099,terverifikasi_2_sumber,11.3
puskesmas,KEPATIHAN,-7.240112,112.597473,terverifikasi_2_sumber,52.2
puskesmas,DUPAK,-7.240112,112.716919,terverifikasi_2_sumber,92.7
puskesmas,TANJUNGHARJO,-7.236537,111.912802,hanya_scrape_perlu_verifikasi,
puskesmas,MOROKREMBANGAN,-7.235413,112.713501,terverifikasi_2_sumber,130.9
puskesmas,BENOWO,-7.234985,112.612915,terverifikasi_2_sumber,154.9
puskesmas,PULOREJO,-7.233789,112.434445,hanya_scrape_perlu_verifikasi,
puskesmas,SIMOLAWANG,-7.23372,112.75451,terverifikasi_2_sumber,389.7
puskesmas,KREMBANGAN SELATAN,-7.233276,112.731079,terverifikasi_2_sumber,13.4
puskesmas,TANAH KALIKEDINDING,-7.230286,112.774475,terverifikasi_2_sumber,52.6
puskesmas,SIDOTOPO WETAN,-7.226501,112.763397,terverifikasi_2_sumber,9.6
puskesmas,SIDOTOPO,-7.226501,112.763397,hanya_scrape_perlu_verifikasi,
puskesmas,NGASEM,-7.225473,111.760719,hanya_scrape_perlu_verifikasi,
puskesmas,DRADAH,-7.22484,112.18174,terverifikasi_2_sumber,31.6
puskesmas,PEGIRIAN,-7.224609,112.746887,terverifikasi_2_sumber,37.6
puskesmas,PERAK TIMUR,-7.222412,112.735474,hanya_scrape_perlu_verifikasi,
puskesmas,KEPOHBARU,-7.222311,112.095107,hanya_scrape_perlu_verifikasi,
puskesmas,METATU,-7.221313,112.499512,terverifikasi_2_sumber,59.3
puskesmas,NGUMPAKDALEM,-7.220816,111.874645,hanya_scrape_perlu_verifikasi,
puskesmas,WONOKUSUMO,-7.219727,112.752686,terverifikasi_2_sumber,39.3
puskesmas,TLANAKAN,-7.219604,113.436279,hanya_scrape_perlu_verifikasi,
puskesmas,BANDARAN,-7.218107,113.4015,hanya_scrape_perlu_verifikasi,
puskesmas,BULAK BANTENG,-7.211182,112.766296,hanya_scrape_perlu_verifikasi,
puskesmas,NGANTRU,-7.209412,111.760498,hanya_scrape_perlu_verifikasi,
puskesmas,BANYUANYAR,-7.207397,113.254883,hanya_scrape_perlu_verifikasi,
puskesmas,KEDUNGDUNG,-7.204407,113.02771,hanya_scrape_perlu_verifikasi,
puskesmas,PANGARENGAN,-7.199585,113.1745,terverifikasi_2_sumber,292.1
puskesmas,NGLUMBER,-7.198816,112.094111,hanya_scrape_perlu_verifikasi,
puskesmas,KAPAS,-7.19583,111.92684,terverifikasi_2_sumber,17.8
puskesmas,KANOR,-7.194828,112.032711,hanya_scrape_perlu_verifikasi,
puskesmas,BALEN,-7.19132,111.96412,terverifikasi_2_sumber,18.0
puskesmas,GILI GENTING,-7.190002,113.900085,terverifikasi_2_sumber,230.5
puskesmas,GAYAM,-7.188782,111.716309,hanya_scrape_perlu_verifikasi,
puskesmas,KEDUNGPRING,-7.187378,112.212891,hanya_scrape_perlu_verifikasi,
puskesmas,SRESEH,-7.182861,113.235291,terverifikasi_2_sumber,41.7
puskesmas,KAMONING,-7.182861,113.235291,hanya_scrape_perlu_verifikasi,
puskesmas,GENDING,-7.182678,112.649109,terverifikasi_2_sumber,12.7
puskesmas,KEMBANGBAHU,-7.179199,112.344482,hanya_scrape_perlu_verifikasi,
puskesmas,TAMBAK,-7.179077,112.589905,hanya_scrape_perlu_verifikasi,
puskesmas,MEJUWET,-7.179007,112.034283,hanya_scrape_perlu_verifikasi,
puskesmas,DERMOLEMAHBANG,-7.176025,112.447083,hanya_scrape_perlu_verifikasi,
puskesmas,TIKUNG,-7.175903,112.40332,hanya_scrape_perlu_verifikasi,
puskesmas,SUMBERREJO,-7.175878,112.004535,hanya_scrape_perlu_verifikasi,
puskesmas,PURWOSARI,-7.171875,111.66571,hanya_scrape_perlu_verifikasi,
puskesmas,KALITIDU,-7.171409,111.764429,hanya_scrape_perlu_verifikasi,
puskesmas,TRUCUK,-7.16856,111.89295,hanya_scrape_perlu_verifikasi,
puskesmas,CERME,-7.168396,112.600281,hanya_scrape_perlu_verifikasi,
puskesmas,SUKOMULYO,-7.168396,112.600281,hanya_scrape_perlu_verifikasi,
puskesmas,BUNGAH,-7.168396,112.600281,hanya_scrape_perlu_verifikasi,
puskesmas,TEJA,-7.167603,113.467102,terverifikasi_2_sumber,69.3
puskesmas,KASIMAN,-7.16727,111.6094,hanya_scrape_perlu_verifikasi,
puskesmas,KEBOMAS,-7.16566,112.63954,terverifikasi_2_sumber,210.0
puskesmas,KAMAL,-7.164307,112.72052,terverifikasi_2_sumber,54.8
puskesmas,MODUNG,-7.164124,112.944885,hanya_scrape_perlu_verifikasi,
puskesmas,INDUSTRI,-7.163696,112.646729,terverifikasi_2_sumber,32.9
puskesmas,KARANGPILANG,-7.162884,112.166837,terverifikasi_2_sumber,103.1
puskesmas,PADANGAN,-7.162476,111.649719,hanya_scrape_perlu_verifikasi,
puskesmas,SUGIO,-7.159706,112.290271,terverifikasi_2_sumber,140.8
puskesmas,TORJUN,-7.159424,113.203491,terverifikasi_2_sumber,54.5
puskesmas,SUKOLILO,-7.158081,112.788879,terverifikasi_2_sumber,20.4
puskesmas,ALUN-ALUN,-7.15791,112.65538,terverifikasi_2_sumber,43.4
puskesmas,KWANYAR,-7.155823,112.857727,terverifikasi_2_sumber,31.6
puskesmas,GALIS,-7.155396,113.550903,terverifikasi_2_sumber,321.2
puskesmas,DUDUK SAMPEYAN,-7.154785,112.521484,terverifikasi_2_sumber,59.0
puskesmas,BOJONEGORO,-7.15298,111.89546,hanya_scrape_perlu_verifikasi,
puskesmas,SEKAR,-7.150481,112.311899,hanya_scrape_perlu_verifikasi,
puskesmas,WISMA INDAH,-7.147744,111.879531,hanya_scrape_perlu_verifikasi,
puskesmas,PUNGPUNGAN,-7.146172,111.828801,hanya_scrape_perlu_verifikasi,
puskesmas,PROPPO,-7.145203,113.452881,hanya_scrape_perlu_verifikasi,
puskesmas,PADEMAWU,-7.143677,113.51532,hanya_scrape_perlu_verifikasi,
puskesmas,NELAYAN,-7.14244,112.61633,terverifikasi_2_sumber,43.3
puskesmas,SUMBERAJI,-7.14043,112.333528,terverifikasi_2_sumber,62.4
puskesmas,GAYAM,-7.140015,114.360107,hanya_scrape_perlu_verifikasi,
puskesmas,MALO,-7.136139,111.765816,hanya_scrape_perlu_verifikasi,
puskesmas,RAAS,-7.135681,114.544922,hanya_scrape_perlu_verifikasi,
puskesmas,TALANG,-7.13092,113.59613,hanya_scrape_perlu_verifikasi,
puskesmas,KOWEL,-7.128784,113.491516,hanya_scrape_perlu_verifikasi,
puskesmas,BLEGA,-7.12682,113.06651,terverifikasi_2_sumber,54.1
puskesmas,BAURENO,-7.1265,112.09984,terverifikasi_2_sumber,27.5
puskesmas,GUNUNGSARI,-7.126005,112.140554,terverifikasi_2_sumber,72.8
puskesmas,LAMONGAN,-7.124607,112.381284,hanya_scrape_perlu_verifikasi,
puskesmas,JRENGIK,-7.124512,113.139893,hanya_scrape_perlu_verifikasi,
puskesmas,MANYAR,-7.12347,112.60598,terverifikasi_2_sumber,17.7
puskesmas,KARANGKEMBANG,-7.122675,112.164007,hanya_scrape_perlu_verifikasi,
puskesmas,DEKET,-7.11799,112.445641,terverifikasi_2_sumber,40.0
puskesmas,SOKO,-7.114197,111.946899,terverifikasi_2_sumber,16.8
puskesmas,PANAGUAN,-7.111816,113.383484,hanya_scrape_perlu_verifikasi,
puskesmas,LARANGAN,-7.111328,113.545471,hanya_scrape_perlu_verifikasi,
puskesmas,GALIS,-7.111084,112.9599,terverifikasi_2_sumber,47.0
puskesmas,PONCO,-7.104797,111.861084,hanya_scrape_perlu_verifikasi,
puskesmas,BABAT,-7.10382,112.1716,terverifikasi_2_sumber,36.2
puskesmas,JRENGOAN,-7.103027,113.321106,hanya_scrape_perlu_verifikasi,
puskesmas,MOROPELANG,-7.101714,112.223748,hanya_scrape_perlu_verifikasi,
puskesmas,TURI,-7.09979,112.35871,terverifikasi_2_sumber,56.5
puskesmas,PRAMBON TERGAYANG,-7.098022,111.916687,terverifikasi_2_sumber,34.9
puskesmas,PUCUK,-7.09601,112.27779,terverifikasi_2_sumber,67.5
puskesmas,TRAGAH,-7.094727,112.831116,hanya_scrape_perlu_verifikasi,
puskesmas,KADUR,-7.093994,113.561279,hanya_scrape_perlu_verifikasi,
puskesmas,SUKODADI,-7.09352,112.32585,terverifikasi_2_sumber,30.5
puskesmas,SOCAH,-7.09213,112.70737,terverifikasi_2_sumber,69.8
puskesmas,KEDUNGDUNG,-7.09082,113.25293,terverifikasi_2_sumber,27.8
puskesmas,PAKONG,-7.088013,113.559692,hanya_scrape_perlu_verifikasi,
puskesmas,TANAH MERAH,-7.08783,112.883301,terverifikasi_2_sumber,315.6
puskesmas,WIDANG,-7.085388,112.171082,terverifikasi_2_sumber,28.0
puskesmas,KLOTOK,-7.084595,112.11792,terverifikasi_2_sumber,13.8
puskesmas,BANJAR,-7.080017,113.265076,hanya_scrape_perlu_verifikasi,
puskesmas,PRAGAAN,-7.080017,113.680115,hanya_scrape_perlu_verifikasi,
puskesmas,MONCEK TENGAH,-7.073486,113.743896,hanya_scrape_perlu_verifikasi,
puskesmas,SEMBAYAT,-7.071106,112.574707,terverifikasi_2_sumber,21.1
puskesmas,PARENGAN,-7.068909,111.843689,hanya_scrape_perlu_verifikasi,
puskesmas,KONANG,-7.06543,113.077271,hanya_scrape_perlu_verifikasi,
puskesmas,BULANGAN HAJI,-7.064209,113.514526,terverifikasi_2_sumber,386.3
puskesmas,PRAMBON WETAN,-7.062622,112.072327,hanya_scrape_perlu_verifikasi,
puskesmas,PALENGAAN,-7.062195,113.413696,hanya_scrape_perlu_verifikasi,
puskesmas,BLUTO,-7.059998,113.480103,hanya_scrape_perlu_verifikasi,
puskesmas,TALANGO,-7.059998,113.950073,hanya_scrape_perlu_verifikasi,
puskesmas,RENGEL,-7.057983,112.012695,terverifikasi_2_sumber,34.0
puskesmas,GLAGAH,-7.05762,112.49174,terverifikasi_2_sumber,34.4
puskesmas,GULUK-GULUK,-7.049988,113.670105,hanya_scrape_perlu_verifikasi,
puskesmas,JADDIH,-7.04541,112.735474,hanya_scrape_perlu_verifikasi,
puskesmas,KEDEWAN,-7.042114,111.656128,hanya_scrape_perlu_verifikasi,
puskesmas,SARONGGI,-7.039978,113.490112,hanya_scrape_perlu_verifikasi,
puskesmas,TAMBELANGAN,-7.036987,113.162109,hanya_scrape_perlu_verifikasi,
puskesmas,KESAMBEN,-7.035583,112.080078,hanya_scrape_perlu_verifikasi,
puskesmas,BURNEH,-7.033508,112.74408,hanya_scrape_perlu_verifikasi,
puskesmas,PEGANTENAN,-7.033081,113.46051,hanya_scrape_perlu_verifikasi,
puskesmas,COMPRENG,-7.032715,112.145508,terverifikasi_2_sumber,54.3
puskesmas,GANDING,-7.030029,113.720093,hanya_scrape_perlu_verifikasi,
puskesmas,LENTENG,-7.030029,113.78009,terverifikasi_2_sumber,153.1
puskesmas,PLUMPANG,-7.029297,112.096313,terverifikasi_2_sumber,46.3
puskesmas,BANGKALAN,-7.028809,112.759094,hanya_scrape_perlu_verifikasi,
puskesmas,KARANGBINANGUN,-7.025223,112.481189,terverifikasi_2_sumber,45.4
puskesmas,SEKARAN,-7.0217,112.2816,hanya_scrape_perlu_verifikasi,
puskesmas,KALIANGET,-7.02002,113.56012,hanya_scrape_perlu_verifikasi,
puskesmas,SENORI,-7.019287,111.728271,terverifikasi_2_sumber,35.8
puskesmas,GRABAGAN,-7.016602,111.987488,terverifikasi_2_sumber,184.8
puskesmas,BATUAN,-7.011902,113.827881,terverifikasi_2_sumber,81.3
puskesmas,PAMOLOKAN,-7.008972,113.858561,hanya_scrape_perlu_verifikasi,
puskesmas,DASUK,-7.008972,113.858561,hanya_scrape_perlu_verifikasi,
puskesmas,KANGAYAN,-7.008972,113.858561,hanya_scrape_perlu_verifikasi,
puskesmas,KARANGPENANG,-7.007019,113.308105,hanya_scrape_perlu_verifikasi,
puskesmas,PANDIAN,-7.005188,113.852112,terverifikasi_2_sumber,36.4
puskesmas,MADURAN,-7.00503,112.28068,hanya_scrape_perlu_verifikasi,
puskesmas,ROBATAL,-7.002075,113.833313,hanya_scrape_perlu_verifikasi,
puskesmas,KALITENGAH,-7.000427,112.400513,hanya_scrape_perlu_verifikasi,
puskesmas,GAPURA,-7.0,113.960083,terverifikasi_2_sumber,375.5
puskesmas,GEGER,-6.994507,112.945679,hanya_scrape_perlu_verifikasi,
puskesmas,SIDAYU,-6.991211,112.565918,hanya_scrape_perlu_verifikasi,
puskesmas,KARANGGENENG,-6.986167,112.372618,terverifikasi_2_sumber,185.7
puskesmas,TAMPOJUNG PREGI,-6.981812,113.539673,terverifikasi_2_sumber,36.4
puskesmas,DUNGKEK,-6.980375,114.092079,hanya_scrape_perlu_verifikasi,
puskesmas,MENTARAS,-6.97522,112.456726,terverifikasi_2_sumber,30.3
puskesmas,BANGILAN,-6.9729,111.714905,terverifikasi_2_sumber,14.5
puskesmas,UJUNG PANGKAH,-6.972478,112.496545,hanya_scrape_perlu_verifikasi,
puskesmas,SINGGAHAN,-6.972107,111.785278,terverifikasi_2_sumber,12.2
puskesmas,TONGGUH,-6.970215,112.846497,hanya_scrape_perlu_verifikasi,
puskesmas,RUBARU,-6.962402,113.759277,hanya_scrape_perlu_verifikasi,
puskesmas,LAREN,-6.957922,112.298806,terverifikasi_2_sumber,89.7
puskesmas,SEKAPUK,-6.95645,112.50421,hanya_scrape_perlu_verifikasi,
puskesmas,JETAK,-6.955505,111.906311,terverifikasi_2_sumber,34.7
puskesmas,BATUMARMAR,-6.954102,113.513672,hanya_scrape_perlu_verifikasi,
puskesmas,KOKOP,-6.950989,113.033508,hanya_scrape_perlu_verifikasi,
puskesmas,MONTONG,-6.950012,111.882874,terverifikasi_2_sumber,21.9
puskesmas,MANDING,-6.950012,113.870117,hanya_scrape_perlu_verifikasi,
puskesmas,BATANG BATANG,-6.950012,114.000122,hanya_scrape_perlu_verifikasi,
puskesmas,BUNTEN BARAT,-6.942322,113.28949,hanya_scrape_perlu_verifikasi,
puskesmas,AROSBAYA,-6.939575,112.8349,terverifikasi_2_sumber,11.4
puskesmas,WARU,-6.930908,113.56488,hanya_scrape_perlu_verifikasi,
puskesmas,KLAMPIS,-6.930603,112.880676,hanya_scrape_perlu_verifikasi,
puskesmas,SEMANDING,-6.93042,112.062317,terverifikasi_2_sumber,47.6
puskesmas,DUKUN,-6.920593,112.545898,terverifikasi_2_sumber,11.5
puskesmas,LEGUNG TIMUR,-6.919983,114.0401,hanya_scrape_perlu_verifikasi,
puskesmas,PAYAMAN,-6.914647,112.352711,terverifikasi_2_sumber,34.3
puskesmas,PASEAN,-6.91272,113.617676,hanya_scrape_perlu_verifikasi,
puskesmas,WIRE,-6.911194,112.078674,terverifikasi_2_sumber,36.5
puskesmas,PANCENG,-6.91072,112.45775,terverifikasi_2_sumber,79.4
puskesmas,MASALEMBU,-6.910369,113.636785,hanya_scrape_perlu_verifikasi,
puskesmas,KENDURUAN,-6.909912,111.628479,terverifikasi_2_sumber,58.2
puskesmas,SUMURGUNG,-6.90802,112.107727,hanya_scrape_perlu_verifikasi,
puskesmas,BRINGKONING,-6.903625,113.209717,terverifikasi_2_sumber,38.7
puskesmas,KEBONSARI,-6.901794,112.067078,terverifikasi_2_sumber,136.6
puskesmas,TUBAN,-6.901489,112.049927,terverifikasi_2_sumber,8.1
puskesmas,TAMBERU BARAT,-6.901123,113.442322,hanya_scrape_perlu_verifikasi,
puskesmas,KEREK,-6.897888,111.885315,hanya_scrape_perlu_verifikasi,
puskesmas,BANYUATES,-6.897705,113.164124,hanya_scrape_perlu_verifikasi,
puskesmas,PASONGSONGAN,-6.897448,113.641532,hanya_scrape_perlu_verifikasi,
puskesmas,KETAPANG,-6.896301,113.281921,hanya_scrape_perlu_verifikasi,
puskesmas,SEPULU,-6.89167,112.96006,terverifikasi_2_sumber,228.6
puskesmas,TANJUNG BUMI,-6.890991,113.07428,hanya_scrape_perlu_verifikasi,
puskesmas,AMBUNTEN,-6.890015,113.700073,hanya_scrape_perlu_verifikasi,
puskesmas,BATULENGER,-6.889893,113.388489,terverifikasi_2_sumber,54.0
puskesmas,JATIROGO,-6.889099,111.66333,hanya_scrape_perlu_verifikasi,
puskesmas,TLOGOSADANG,-6.888128,112.443037,terverifikasi_2_sumber,27.9
puskesmas,BRONDONG,-6.88589,112.296004,hanya_scrape_perlu_verifikasi,
puskesmas,MERAK URAK,-6.879822,111.986084,terverifikasi_2_sumber,105.4
puskesmas,GAJI,-6.875977,111.863525,hanya_scrape_perlu_verifikasi,
puskesmas,PACIRAN,-6.870733,112.34535,terverifikasi_2_sumber,51.3
puskesmas,KEBONHARJO,-6.865417,111.627686,hanya_scrape_perlu_verifikasi,
puskesmas,TEMANDANG,-6.863586,111.93573,hanya_scrape_perlu_verifikasi,
puskesmas,ARJASA,-6.859985,115.2901,hanya_scrape_perlu_verifikasi,
puskesmas,TAMBAKBOYO,-6.802979,111.843872,terverifikasi_2_sumber,17.4
puskesmas,BANCAR,-6.782104,111.775513,terverifikasi_2_sumber,61.9
puskesmas,BULU,-6.773804,111.713928,terverifikasi_2_sumber,64.1
puskesmas,KENDALKEREP,-8.314575,114.347717,hanya_scrape_perlu_verifikasi,
puskesmas,SONGGON,-8.233704,114.202515,terverifikasi_2_sumber,77.7
puskesmas,PRONOJIWO,-8.211304,113.943909,hanya_scrape_perlu_verifikasi,
puskesmas,PASRUJAMBE,-8.140381,113.106079,hanya_scrape_perlu_verifikasi,
puskesmas,SRENGAT,-8.061707,112.063477,terverifikasi_2_sumber,85.9
puskesmas,UDANAWU,-8.017395,112.039673,hanya_scrape_perlu_verifikasi,
puskesmas,SLUMBUNG,-8.009827,112.350891,terverifikasi_2_sumber,29.0
puskesmas,GARUM,-8.009827,112.350891,hanya_scrape_perlu_verifikasi,
puskesmas,PELAS,-8.002732,111.976417,hanya_scrape_perlu_verifikasi,
puskesmas,WONGSOREJO,-7.988708,114.402283,terverifikasi_2_sumber,77.9
puskesmas,GANDUSARI,-7.985901,112.352478,hanya_scrape_perlu_verifikasi,
puskesmas,RANUGEDANG,-7.949524,113.3573,hanya_scrape_perlu_verifikasi,
puskesmas,PUNCU,-7.892212,112.253723,hanya_scrape_perlu_verifikasi,
puskesmas,TRAWAS,-7.664307,112.599487,terverifikasi_2_sumber,10.5
puskesmas,Bangunjaya,-8.13091,111.843,hanya_aplicares_perlu_verifikasi,
puskesmas,Tiudan,-8.052818099579623,111.83835405158995,hanya_aplicares_perlu_verifikasi,
puskesmas,Dono,-7.983566172489474,111.87500268220899,hanya_aplicares_perlu_verifikasi,
puskesmas,Jeli,-7.9741,111.917,hanya_aplicares_perlu_verifikasi,
puskesmas,KAYENKIDUL,-7.739057864819128,112.09360793006418,hanya_aplicares_perlu_verifikasi,
puskesmas,BANJARSENGON,-8.14102,113.68,hanya_aplicares_perlu_verifikasi,
puskesmas,Puskesmas Gambiran,-8.39254,114.145,hanya_aplicares_perlu_verifikasi,
puskesmas,PUSKESMAS  WONOREJO,-7.9218,114.388,hanya_aplicares_perlu_verifikasi,
puskesmas,PUSKESMAS  WIDOROPAYUNG,-7.778683256538524,113.71091416546437,hanya_aplicares_perlu_verifikasi,
puskesmas,PUSKESMAS KLAMPOKAN,-7.71998,114.018,hanya_aplicares_perlu_verifikasi,
puskesmas,SIDODADI,-7.4602632975227525,112.68742110681536,hanya_aplicares_perlu_verifikasi,
puskesmas,WONOKASIAN,-7.42779,112.655,hanya_aplicares_perlu_verifikasi,
puskesmas,TARIK 2,-7.46016,112.516,hanya_aplicares_perlu_verifikasi,
puskesmas,TAMBAKREJO,-7.35368,112.779,hanya_aplicares_perlu_verifikasi,
puskesmas,BAWANGAN PLOSO,-7.4410436151655945,112.22482833862304,hanya_aplicares_perlu_verifikasi,
puskesmas,KLECOREJO,-7.5723424944868265,111.6704532933235,hanya_aplicares_perlu_verifikasi,
puskesmas,KLAGENSERUT,-7.6011208745994,111.49569434357,hanya_aplicares_perlu_verifikasi,
puskesmas,BANGUNSARI,-7.752173784702043,111.52672105026247,hanya_aplicares_perlu_verifikasi,
puskesmas,GAYAM,-7.18046,111.715,hanya_aplicares_perlu_verifikasi,
puskesmas,BANJAR,-7.08012,113.212,hanya_aplicares_perlu_verifikasi,
puskesmas,PULAU MANDANGIN,-7.31112,113.217,hanya_aplicares_perlu_verifikasi,
