jenis,nama,lat,lon,status_verifikasi,jarak_pencocokan_m
puskesmas,SISIR,-7.869995,112.525696,hanya_scrape_perlu_verifikasi,
puskesmas,PUDAK,-7.86908,111.681274,hanya_scrape_perlu_verifikasi,
puskesmas,PONOROGO UTARA,-7.868408,111.472473,terverifikasi_2_sumber,169.3
puskesmas,KAUMAN,-7.867187,111.461487,hanya_scrape_perlu_verifikasi,
puskesmas,PESANTREN II,-7.865601,112.032104,hanya_scrape_perlu_verifikasi,
puskesmas,BUMIAJI,-7.864502,112.5401,terverifikasi_2_sumber,56.1
puskesmas,SUMBERMALANG,-7.864075,113.69989,hanya_scrape_perlu_verifikasi,
puskesmas,PRANGGANG,-7.863403,112.168274,hanya_scrape_perlu_verifikasi,
puskesmas,PLOSOKLATEN,-7.861877,112.130127,hanya_scrape_perlu_verifikasi,
puskesmas,LECES,-7.861877,113.225708,hanya_scrape_perlu_verifikasi,
puskesmas,KREBET,-7.860901,111.469482,hanya_scrape_perlu_verifikasi,
puskesmas,SETONO,-7.858826,111.49292,hanya_scrape_perlu_verifikasi,
puskesmas,WONOREJO,-7.858582,112.001099,hanya_scrape_perlu_verifikasi,
puskesmas,BORO,-7.857788,112.368896,hanya_scrape_perlu_verifikasi,
puskesmas,PAKEM,-7.856018,113.752686,terverifikasi_2_sumber,11.6
puskesmas,TAPEN,-7.855957,113.931274,terverifikasi_2_sumber,47.9
puskesmas,TAPEN,-7.855957,113.931274,hanya_scrape_perlu_verifikasi,
puskesmas,BANYUANYAR,-7.855225,113.312927,hanya_scrape_perlu_verifikasi,
puskesmas,CONDONG,-7.853699,113.361084,hanya_scrape_perlu_verifikasi,
puskesmas,KLENANG KIDUL,-7.851624,113.329102,hanya_scrape_perlu_verifikasi,
puskesmas,MARON,-7.847778,113.350525,hanya_scrape_perlu_verifikasi,
puskesmas,KUNTI,-7.84729,111.351685,hanya_scrape_perlu_verifikasi,
puskesmas,NGANTANG,-7.84729,112.372498,hanya_scrape_perlu_verifikasi,
puskesmas,PUJON,-7.84552,112.472473,terverifikasi_2_sumber,13.0
puskesmas,KESUGIHAN,-7.844421,111.613525,terverifikasi_2_sumber,365.5
puskesmas,WANGKAL,-7.844299,113.434082,terverifikasi_2_sumber,260.5
puskesmas,LUMBANG,-7.843689,113.057495,hanya_scrape_perlu_verifikasi,
puskesmas,SUMBERPITU,-7.841919,112.813721,hanya_scrape_perlu_verifikasi,
puskesmas,PUSPO,-7.838196,112.869507,hanya_scrape_perlu_verifikasi,
puskesmas,BOTOLINGGO,-7.837891,113.996704,hanya_scrape_perlu_verifikasi,
puskesmas,PESANTREN I,-7.835083,112.027283,hanya_scrape_perlu_verifikasi,
puskesmas,LUMBANG,-7.8349,112.942078,hanya_scrape_perlu_verifikasi,
puskesmas,SUKOREJO,-7.831909,111.412476,hanya_scrape_perlu_verifikasi,
puskesmas,KLABANG,-7.831909,113.953491,terverifikasi_2_sumber,17.0
puskesmas,LAWANG,-7.83169,112.69499,hanya_scrape_perlu_verifikasi,
puskesmas,BANTARAN,-7.8302,113.192688,hanya_scrape_perlu_verifikasi,
puskesmas,SEMEN,-7.828796,111.976929,terverifikasi_2_sumber,37.7
puskesmas,PAKUNIRAN,-7.828613,113.507874,hanya_scrape_perlu_verifikasi,
puskesmas,WONOMERTO,-7.827515,113.15033,hanya_scrape_perlu_verifikasi,
puskesmas,JORONGAN,-7.827209,113.227112,hanya_scrape_perlu_verifikasi,
puskesmas,WRINGIN,-7.826721,113.760498,terverifikasi_2_sumber,3.4
puskesmas,SUMBERSARI,-7.826599,111.390076,hanya_scrape_perlu_verifikasi,
puskesmas,CAMPUREJO,-7.824402,111.983887,terverifikasi_2_sumber,328.6
puskesmas,KOTA WIL SELATAN,-7.824219,112.019897,terverifikasi_2_sumber,135.6
puskesmas,JENANGAN,-7.823914,111.53949,hanya_scrape_perlu_verifikasi,
puskesmas,SIDOREJO,-7.816223,112.161682,hanya_scrape_perlu_verifikasi,
puskesmas,GURAH,-7.814026,112.07373,hanya_scrape_perlu_verifikasi,
puskesmas,BABADAN,-7.811707,111.504089,terverifikasi_2_sumber,13.5
puskesmas,SUKORAME,-7.811096,111.9953,terverifikasi_2_sumber,26.5
puskesmas,KEPUNG,-7.81073,112.271301,hanya_scrape_perlu_verifikasi,
puskesmas,SUKO,-7.809509,113.342285,hanya_scrape_perlu_verifikasi,
puskesmas,BALOWERTI,-7.8078,112.016724,terverifikasi_2_sumber,306.9
puskesmas,PURWODADI,-7.807678,112.729126,terverifikasi_2_sumber,229.0
puskesmas,KREJENGAN,-7.805298,113.416077,hanya_scrape_perlu_verifikasi,
puskesmas,WONOASIH,-7.804382,113.213684,hanya_scrape_perlu_verifikasi,
puskesmas,PRAJEKAN,-7.803711,113.975708,terverifikasi_2_sumber,26.9
puskesmas,KOTA WIL UTARA,-7.801097,112.023124,hanya_scrape_perlu_verifikasi,
puskesmas,SAMPUNG,-7.800903,111.364502,terverifikasi_2_sumber,146.2
puskesmas,NGEBEL,-7.795593,111.614319,hanya_scrape_perlu_verifikasi,
puskesmas,GLAGAH,-7.79541,113.487122,hanya_scrape_perlu_verifikasi,
puskesmas,NGASEM,-7.795288,112.040283,hanya_scrape_perlu_verifikasi,
puskesmas,GENDING,-7.791809,113.310486,terverifikasi_2_sumber,65.6
puskesmas,SUKOSARI,-7.791504,111.448486,terverifikasi_2_sumber,18.8
puskesmas,MLILIR,-7.791077,111.517273,terverifikasi_2_sumber,43.5
puskesmas,SUMBERASIH,-7.790588,113.163879,terverifikasi_2_sumber,300.9
puskesmas,TIRON,-7.787109,111.953308,hanya_scrape_perlu_verifikasi,
puskesmas,MRICAN,-7.786987,111.999878,hanya_scrape_perlu_verifikasi,
puskesmas,KEDOPOK,-7.785889,113.211731,terverifikasi_2_sumber,89.5
puskesmas,JATIBANTENG,-7.782227,113.681091,terverifikasi_2_sumber,351.5
puskesmas,KASEMBON,-7.780701,112.320679,terverifikasi_2_sumber,263.2
puskesmas,CERMEE,-7.780212,114.030884,terverifikasi_2_sumber,27.8
puskesmas,ADAN-ADAN,-7.779297,112.124084,terverifikasi_2_sumber,5.4
puskesmas,PURWOSARI,-7.77771,112.74292,hanya_scrape_perlu_verifikasi,
puskesmas,PAGU,-7.776611,112.088684,hanya_scrape_perlu_verifikasi,
puskesmas,BENDO,-7.776306,112.147278,hanya_scrape_perlu_verifikasi,
puskesmas,SUBOH,-7.776123,113.735474,hanya_scrape_perlu_verifikasi,
puskesmas,SUKAPURA,-7.775513,113.170105,hanya_scrape_perlu_verifikasi,
puskesmas,KELING,-7.775391,112.242126,hanya_scrape_perlu_verifikasi,
puskesmas,GAMPENG,-7.77301,112.023682,hanya_scrape_perlu_verifikasi,
puskesmas,PASREPAN,-7.771484,112.878479,terverifikasi_2_sumber,61.0
puskesmas,DRINGU,-7.770325,113.251709,terverifikasi_2_sumber,338.4
puskesmas,PARE,-7.768494,112.197876,terverifikasi_2_sumber,88.2
puskesmas,BANYUPUTIH,-7.766418,114.273499,hanya_scrape_perlu_verifikasi,
puskesmas,GANTRUNG,-7.765808,111.5271,hanya_scrape_perlu_verifikasi,
puskesmas,WINONGAN,-7.765503,112.933899,hanya_scrape_perlu_verifikasi,
puskesmas,BUNGATAN,-7.764099,113.807495,hanya_scrape_perlu_verifikasi,
puskesmas,PAJARAKAN,-7.763489,113.386719,hanya_scrape_perlu_verifikasi,
puskesmas,KANIGARAN,-7.763428,113.214294,terverifikasi_2_sumber,15.8
puskesmas,KOTAANYAR,-7.76239,113.579895,hanya_scrape_perlu_verifikasi,
puskesmas,MANGARAN,-7.761719,113.786072,hanya_scrape_perlu_verifikasi,
puskesmas,KRUCIL,-7.760529,113.416504,terverifikasi_2_sumber,279.9
puskesmas,KRAKSAAN,-7.760529,113.416504,hanya_scrape_perlu_verifikasi,
puskesmas,KETAPANG,-7.759888,113.187073,hanya_scrape_perlu_verifikasi,
puskesmas,LEMBEYAN,-7.759399,111.397705,terverifikasi_2_sumber,19.7
puskesmas,AMBAL AMBIL,-7.758911,112.805725,hanya_scrape_perlu_verifikasi,
puskesmas,KANDANGAN,-7.757385,112.285095,terverifikasi_2_sumber,14.4
puskesmas,JATI,-7.756409,113.219727,hanya_scrape_perlu_verifikasi,
puskesmas,BANGSONGAN,-7.753906,112.056519,hanya_scrape_perlu_verifikasi,
puskesmas,GROGOL,-7.753479,111.973511,terverifikasi_2_sumber,17.1
puskesmas,BANYUGLUGUR,-7.751587,113.594299,hanya_scrape_perlu_verifikasi,
puskesmas,ASEMBAGUS,-7.750427,114.234497,hanya_scrape_perlu_verifikasi,
puskesmas,KAYENKIDUL,-7.75,112.108521,hanya_scrape_perlu_verifikasi,
puskesmas,BESUK,-7.749878,113.44751,hanya_scrape_perlu_verifikasi,
puskesmas,SUKABUMI,-7.749329,113.213501,hanya_scrape_perlu_verifikasi,
puskesmas,PARANG,-7.746399,111.330872,terverifikasi_2_sumber,21.2
puskesmas,GRATI,-7.74408,112.989929,hanya_scrape_perlu_verifikasi,
puskesmas,JABUNGSISIR,-7.743713,113.452698,hanya_scrape_perlu_verifikasi,
puskesmas,KARANGREJO,-7.74231,112.702881,terverifikasi_2_sumber,287.0
puskesmas,PUHJARAK,-7.740723,112.152283,hanya_scrape_perlu_verifikasi,
puskesmas,BESUKI,-7.736877,113.689514,terverifikasi_2_sumber,59.1
puskesmas,JANGKAR,-7.736877,114.2099,terverifikasi_2_sumber,143.1
puskesmas,TONGAS,-7.733582,113.115906,hanya_scrape_perlu_verifikasi,
puskesmas,PAITON,-7.727478,113.478516,hanya_scrape_perlu_verifikasi,
puskesmas,CURAHTULIS,-7.727295,113.102112,terverifikasi_2_sumber,272.8
puskesmas,SAWAHAN,-7.723999,111.773682,terverifikasi_2_sumber,21.6
puskesmas,KEDAWUNG WETAN,-7.7229,112.970886,hanya_scrape_perlu_verifikasi,
puskesmas,SUKOREJO,-7.721924,112.71991,terverifikasi_2_sumber,385.4
puskesmas,KEBONSARI,-7.720581,111.50769,terverifikasi_2_sumber,320.3
puskesmas,BADAS,-7.720093,112.201294,hanya_scrape_perlu_verifikasi,
puskesmas,WONOREJO,-7.719177,112.800476,hanya_scrape_perlu_verifikasi,
puskesmas,NGULING,-7.718689,113.082275,hanya_scrape_perlu_verifikasi,
puskesmas,TLADAN,-7.717712,111.419128,terverifikasi_2_sumber,26.1
puskesmas,KARE,-7.717712,111.688293,terverifikasi_2_sumber,58.1
puskesmas,ARJASA,-7.717224,114.123108,hanya_scrape_perlu_verifikasi,
puskesmas,GORANG GARENG TAJI,-7.71521,111.468079,hanya_scrape_perlu_verifikasi,
puskesmas,GEGER,-7.71521,111.535522,terverifikasi_2_sumber,26.4
puskesmas,PONCOL,-7.714294,111.251526,terverifikasi_2_sumber,28.8
puskesmas,TAROKAN,-7.713684,111.937073,hanya_scrape_perlu_verifikasi,
puskesmas,KAPONGAN,-7.713013,114.090088,hanya_scrape_perlu_verifikasi,
puskesmas,WONOSALAM,-7.708618,112.36969,terverifikasi_2_sumber,34.3
puskesmas,DAGANGAN,-7.707581,111.550903,terverifikasi_2_sumber,21.6
puskesmas,PANARUKAN,-7.707581,113.97052,hanya_scrape_perlu_verifikasi,
puskesmas,PRAMBON,-7.707397,112.021729,terverifikasi_2_sumber,18.3
puskesmas,BANGUNSARI,-7.706482,111.536316,hanya_scrape_perlu_verifikasi,
puskesmas,BULUKANDANG,-7.704407,112.68689,hanya_scrape_perlu_verifikasi,
puskesmas,LEKOK,-7.703186,112.989075,hanya_scrape_perlu_verifikasi,
puskesmas,JETIS,-7.702515,111.572876,terverifikasi_2_sumber,13.8
puskesmas,NGETOS,-7.701599,111.841675,terverifikasi_2_sumber,12.0
puskesmas,KEJAYAN,-7.697876,112.876709,hanya_scrape_perlu_verifikasi,
puskesmas,GONDANGWETAN,-7.695679,112.899109,hanya_scrape_perlu_verifikasi,
puskesmas,PAPAR,-7.695312,112.078491,hanya_scrape_perlu_verifikasi,
puskesmas,PANJI,-7.694092,114.040894,hanya_scrape_perlu_verifikasi,
puskesmas,REJOSO,-7.693481,112.968506,hanya_scrape_perlu_verifikasi,
puskesmas,SITUBONDO,-7.693176,114.010315,hanya_scrape_perlu_verifikasi,
puskesmas,POHJENTREK,-7.692017,112.88031,hanya_scrape_perlu_verifikasi,
puskesmas,WUNGU,-7.686584,111.614075,terverifikasi_2_sumber,9.0
puskesmas,PLAOSAN,-7.683777,111.248474,hanya_scrape_perlu_verifikasi,
puskesmas,PRIGEN,-7.681702,112.634705,hanya_scrape_perlu_verifikasi,
puskesmas,TAKERAN,-7.681396,111.468323,terverifikasi_2_sumber,40.4
puskesmas,KUNJANG,-7.681396,112.165283,hanya_scrape_perlu_verifikasi,
puskesmas,SUMBERAGUNG,-7.67981,111.2901,terverifikasi_2_sumber,5.7
puskesmas,KAWEDANAN,-7.679382,111.41748,terverifikasi_2_sumber,5.0
puskesmas,NGRONGGOT,-7.679016,112.057922,terverifikasi_2_sumber,13.7
puskesmas,BARENG,-7.678711,112.301331,terverifikasi_2_sumber,45.9
puskesmas,PACE,-7.676208,111.915527,terverifikasi_2_sumber,13.8
puskesmas,KEBONSARI,-7.674011,112.911316,hanya_scrape_perlu_verifikasi,
puskesmas,KEBONSARI,-7.674011,112.911316,hanya_scrape_perlu_verifikasi,
puskesmas,NGARIBOYO,-7.673096,111.339294,terverifikasi_2_sumber,13.1
puskesmas,NGEMPIT,-7.668579,112.838074,terverifikasi_2_sumber,295.3
puskesmas,BENDO,-7.668518,111.421082,hanya_scrape_perlu_verifikasi,
puskesmas,KAIBON,-7.666687,111.525879,terverifikasi_2_sumber,18.3
puskesmas,BERBEK,-7.660706,111.866516,terverifikasi_2_sumber,57.8
puskesmas,PACET,-7.660706,112.536926,terverifikasi_2_sumber,19.1
puskesmas,DEMANGAN,-7.658997,111.521912,hanya_scrape_perlu_verifikasi,
puskesmas,BANJAREJO,-7.656677,111.532715,terverifikasi_2_sumber,352.0
puskesmas,KESAMBEN NGORO,-7.656494,112.258728,hanya_scrape_perlu_verifikasi,
puskesmas,KANDANGSAPI,-7.656311,112.913086,hanya_scrape_perlu_verifikasi,
puskesmas,KANDANGSAPI,-7.656311,112.913086,hanya_scrape_perlu_verifikasi,
puskesmas,CANDIREJO,-7.65448,111.311707,terverifikasi_2_sumber,20.8
puskesmas,PANDAAN,-7.654419,112.690308,terverifikasi_2_sumber,35.8
puskesmas,KEBONAGUNG,-7.652893,112.898499,hanya_scrape_perlu_verifikasi,
puskesmas,SEBANI,-7.650879,112.736328,hanya_scrape_perlu_verifikasi,
puskesmas,MOJOPURNO,-7.649597,111.552307,terverifikasi_2_sumber,20.5
puskesmas,LOCERET,-7.648376,111.894104,terverifikasi_2_sumber,19.8
puskesmas,REMBANG,-7.647888,112.81073,hanya_scrape_perlu_verifikasi,
puskesmas,GEMARANG,-7.647278,111.733093,terverifikasi_2_sumber,35.0
puskesmas,SARADAN,-7.647278,111.733093,hanya_scrape_perlu_verifikasi,
puskesmas,GEMARANG,-7.645203,111.734314,hanya_scrape_perlu_verifikasi,
puskesmas,SEKARGADUNG,-7.64502,112.90509,terverifikasi_2_sumber,264.5
puskesmas,BUGUL KIDUL,-7.6427,112.911072,terverifikasi_2_sumber,162.6
puskesmas,KLAGENSERUT,-7.642148,111.511818,hanya_scrape_perlu_verifikasi,
puskesmas,SUMBERJO,-7.64209,112.176086,hanya_scrape_perlu_verifikasi,
puskesmas,BLIMBING GUDO,-7.637207,112.22229,hanya_scrape_perlu_verifikasi,
puskesmas,SIDOKERTO,-7.63678,111.284485,terverifikasi_2_sumber,54.2
puskesmas,GADINGREJO,-7.63501,112.890503,hanya_scrape_perlu_verifikasi,
puskesmas,JAPANAN,-7.634827,112.322693,hanya_scrape_perlu_verifikasi,
puskesmas,KARANGKETUG,-7.633118,112.8797,terverifikasi_2_sumber,204.6
puskesmas,MANGUHARJO,-7.630676,111.50769,hanya_scrape_perlu_verifikasi,
puskesmas,KRATON,-7.626709,112.84967,hanya_scrape_perlu_verifikasi,
puskesmas,SUKOMORO,-7.625,111.379272,terverifikasi_2_sumber,7.1
puskesmas,JIWAN,-7.624695,111.493896,terverifikasi_2_sumber,22.8
puskesmas,ORO-ORO OMBO,-7.623901,111.53009,hanya_scrape_perlu_verifikasi,
puskesmas,CUKIR,-7.621582,112.253296,hanya_scrape_perlu_verifikasi,
puskesmas,KEPULUNGAN,-7.619202,112.690125,terverifikasi_2_sumber,219.2
puskesmas,PLUMBON GAMBANG,-7.614685,112.17688,terverifikasi_2_sumber,20.8
puskesmas,PANEKAN,-7.614624,111.295898,terverifikasi_2_sumber,31.7
puskesmas,GONDANG,-7.611816,112.489075,hanya_scrape_perlu_verifikasi,
puskesmas,PATIHAN,-7.608582,111.529297,hanya_scrape_perlu_verifikasi,
puskesmas,RACI,-7.608276,112.832703,hanya_scrape_perlu_verifikasi,
puskesmas,TAWANGREJO,-7.608215,111.542725,hanya_scrape_perlu_verifikasi,
puskesmas,TANJUNGANOM,-7.60791,112.001099,hanya_scrape_perlu_verifikasi,
puskesmas,PANDAN,-7.607178,112.531311,terverifikasi_2_sumber,44.4
puskesmas,MOJOWARNO,-7.605591,112.308105,hanya_scrape_perlu_verifikasi,
puskesmas,TAWANGREJO,-7.60498,111.547119,terverifikasi_2_sumber,258.7
puskesmas,BARON,-7.604004,112.053101,terverifikasi_2_sumber,323.8
puskesmas,PURWOASRI,-7.603088,112.111877,hanya_scrape_perlu_verifikasi,
puskesmas,SUKOMORO,-7.6026,111.953308,terverifikasi_2_sumber,26.4
puskesmas,BANGIL,-7.60199,112.819885,hanya_scrape_perlu_verifikasi,
puskesmas,JARAK KULON,-7.599426,112.28009,hanya_scrape_perlu_verifikasi,
puskesmas,BANDAR KEDUNG MULYO,-7.597412,112.116699,terverifikasi_2_sumber,45.0
puskesmas,MAOSPATI,-7.59729,111.429688,terverifikasi_2_sumber,5.1
puskesmas,NGUJUNG,-7.594299,111.457275,hanya_scrape_perlu_verifikasi,
puskesmas,BEJI,-7.593079,112.759705,terverifikasi_2_sumber,153.5
puskesmas,JATIREJO,-7.591003,112.432678,terverifikasi_2_sumber,56.2
puskesmas,KERTOSONO,-7.59082,112.103882,hanya_scrape_perlu_verifikasi,
puskesmas,DIMONG,-7.590576,111.588928,terverifikasi_2_sumber,24.4
puskesmas,MADIUN,-7.589905,111.54071,terverifikasi_2_sumber,2.6
puskesmas,NGANJUK,-7.584595,111.904114,terverifikasi_2_sumber,132.5
puskesmas,TAJI,-7.580824,111.369824,terverifikasi_2_sumber,119.3
puskesmas,BRAMBANG,-7.57782,112.203918,terverifikasi_2_sumber,10.3
puskesmas,PERAK,-7.577698,112.150696,terverifikasi_2_sumber,305.9
puskesmas,KLECOREJO,-7.570679,111.66687,hanya_scrape_perlu_verifikasi,
puskesmas,BAGOR,-7.569397,111.850098,hanya_scrape_perlu_verifikasi,
puskesmas,WONOASRI,-7.56842,111.624512,terverifikasi_2_sumber,18.1
puskesmas,KUTOREJO,-7.567688,112.509888,terverifikasi_2_sumber,2.4
puskesmas,MOJOAGUNG,-7.567383,112.360107,hanya_scrape_perlu_verifikasi,
puskesmas,DLANGGU,-7.566101,112.484497,terverifikasi_2_sumber,24.3
puskesmas,MANDURO,-7.56543,112.654724,terverifikasi_2_sumber,50.3
puskesmas,KARANGREJO,-7.565308,111.4245,terverifikasi_2_sumber,4.7
puskesmas,PESANGGRAHAN,-7.564575,112.533691,hanya_scrape_perlu_verifikasi,
puskesmas,KENDAL,-7.563599,111.288513,terverifikasi_2_sumber,10.1
puskesmas,GAMBIRAN,-7.562683,112.336731,hanya_scrape_perlu_verifikasi,
puskesmas,TEBON,-7.5625,111.455078,terverifikasi_2_sumber,9.4
puskesmas,GEMPOL,-7.560425,112.692078,terverifikasi_2_sumber,106.5
puskesmas,WILANGAN,-7.559509,111.806091,hanya_scrape_perlu_verifikasi,
puskesmas,JOGOLOYO,-7.558899,112.312683,hanya_scrape_perlu_verifikasi,
puskesmas,BALEREJO,-7.556213,111.5849,terverifikasi_2_sumber,43.8
puskesmas,PATIANROWO,-7.555786,112.083496,terverifikasi_2_sumber,392.8
puskesmas,JABON,-7.555603,112.217896,hanya_scrape_perlu_verifikasi,
puskesmas,NGORO,-7.552002,112.618286,terverifikasi_2_sumber,19.7
puskesmas,JABON,-7.549277,112.719006,terverifikasi_2_sumber,339.0
puskesmas,TROWULAN,-7.548889,112.383484,terverifikasi_2_sumber,22.4
puskesmas,MEJAYAN,-7.548706,111.669922,terverifikasi_2_sumber,9.7
puskesmas,JELAKOMBO,-7.546509,112.242676,terverifikasi_2_sumber,16.6
puskesmas,MAYANGAN,-7.546387,112.226685,terverifikasi_2_sumber,390.9
puskesmas,SAWAHAN,-7.546204,111.542297,terverifikasi_2_sumber,32.8
puskesmas,PURI,-7.544312,112.450684,hanya_scrape_perlu_verifikasi,
puskesmas,PORONG,-7.54274,112.69802,hanya_scrape_perlu_verifikasi,
puskesmas,PULOLOR,-7.541321,112.22229,hanya_scrape_perlu_verifikasi,
puskesmas,KEDUNGSOLO,-7.540588,112.67688,terverifikasi_2_sumber,20.6
puskesmas,WIDODAREN,-7.5401,111.363525,terverifikasi_2_sumber,15.4
puskesmas,PETERONGAN,-7.538208,112.272705,terverifikasi_2_sumber,23.0
puskesmas,REJOMULYO,-7.5354,111.458313,terverifikasi_2_sumber,16.9
puskesmas,KARTOHARJO,-7.533386,111.487671,terverifikasi_2_sumber,17.8
puskesmas,TAMBAKREJO,-7.530823,112.232727,hanya_scrape_perlu_verifikasi,
puskesmas,MOJOSARI,-7.530701,112.555908,terverifikasi_2_sumber,17.8
puskesmas,LENGKONG,-7.53009,112.073486,terverifikasi_2_sumber,11.9
puskesmas,GONDANG,-7.52771,111.956116,terverifikasi_2_sumber,29.6
puskesmas,SOOKO,-7.527283,112.412476,terverifikasi_2_sumber,32.4
puskesmas,REJOSO,-7.526611,111.900696,terverifikasi_2_sumber,44.3
puskesmas,KWADUNGAN,-7.525879,111.530701,terverifikasi_2_sumber,16.8
puskesmas,PUNGGING,-7.525513,112.584473,terverifikasi_2_sumber,41.1
puskesmas,SUMOBITO,-7.518494,112.341492,terverifikasi_2_sumber,92.6
puskesmas,JOGOROGO,-7.51709,111.259277,terverifikasi_2_sumber,20.4
puskesmas,NGRAMBE,-7.513306,111.206116,terverifikasi_2_sumber,9.4
puskesmas,DUKUH KLOPO,-7.51178,112.258911,terverifikasi_2_sumber,9.9
puskesmas,KREMBUNG,-7.509277,112.625916,hanya_scrape_perlu_verifikasi,
puskesmas,SINE,-7.508911,111.163879,terverifikasi_2_sumber,394.1
puskesmas,JATIKALEN,-7.508484,112.124512,terverifikasi_2_sumber,12.0
puskesmas,TAWANGSARI,-7.506409,112.396912,hanya_scrape_perlu_verifikasi,
puskesmas,TANGGULANGIN,-7.506409,112.726929,terverifikasi_2_sumber,13.7
puskesmas,TEMBELANG,-7.505493,112.241089,hanya_scrape_perlu_verifikasi,
puskesmas,MODOPURO,-7.500793,112.531677,terverifikasi_2_sumber,31.4
puskesmas,BANGSAL,-7.498779,112.488708,terverifikasi_2_sumber,4.7
puskesmas,WATUKENONGO,-7.498413,112.571289,terverifikasi_2_sumber,24.1
puskesmas,GAYAMAN,-7.496887,112.467529,terverifikasi_2_sumber,20.4
puskesmas,MEGALUH,-7.494324,112.170715,terverifikasi_2_sumber,11.2
puskesmas,SIMO,-7.49231,111.602478,terverifikasi_2_sumber,7.9
puskesmas,GENENG,-7.491821,111.492126,hanya_scrape_perlu_verifikasi,
puskesmas,WATES,-7.456726,112.44928,hanya_scrape_perlu_verifikasi,
puskesmas,PANGKUR,-7.489502,111.541321,terverifikasi_2_sumber,34.3
puskesmas,PILANGKENCENG,-7.486511,111.661682,hanya_scrape_perlu_verifikasi,
puskesmas,KEPADANGAN,-7.485596,112.653503,hanya_scrape_perlu_verifikasi,
puskesmas,BLOOTO,-7.48468,112.409729,hanya_scrape_perlu_verifikasi,
puskesmas,CANDI,-7.48165,112.71149,terverifikasi_2_sumber,55.9
puskesmas,MENTIKAN,-7.475708,112.423706,hanya_scrape_perlu_verifikasi,
puskesmas,TEGUHAN,-7.474915,111.343689,terverifikasi_2_sumber,9.6
puskesmas,PRAMBON,-7.473999,112.560486,terverifikasi_2_sumber,56.8
puskesmas,PLANDAAN,-7.467896,112.184082,terverifikasi_2_sumber,22.4
puskesmas,JENU,-6.830505,111.999878,terverifikasi_2_sumber,28.4
puskesmas,SEKARDANGAN,-7.46596,112.71621,hanya_scrape_perlu_verifikasi,
puskesmas,TULANGAN,-7.464783,112.649475,terverifikasi_2_sumber,53.6
puskesmas,GEDONGAN,-7.463013,112.437927,hanya_scrape_perlu_verifikasi,
puskesmas,BLIMBING KESAMBEN,-7.462402,112.39447,hanya_scrape_perlu_verifikasi,
puskesmas,BAWANGAN,-7.461609,112.22229,hanya_scrape_perlu_verifikasi,
puskesmas,KEDUNDUNG,-7.461426,112.461487,terverifikasi_2_sumber,287.9
puskesmas,JATIWATES,-7.459778,112.272888,terverifikasi_2_sumber,32.7
puskesmas,GEDEG,-7.45772,112.391584,terverifikasi_2_sumber,134.8
puskesmas,LESPADANGAN,-7.457092,112.428894,terverifikasi_2_sumber,22.6
puskesmas,KEDUNGSARI,-7.456285,112.354391,terverifikasi_2_sumber,175.8
puskesmas,BANJAR,-7.44858,112.71814,hanya_scrape_perlu_verifikasi,
puskesmas,NGLUYU,-7.444702,111.963074,terverifikasi_2_sumber,12.9
puskesmas,SIDOARJO,-7.444519,112.715698,hanya_scrape_perlu_verifikasi,
puskesmas,PARON,-7.443481,111.383118,terverifikasi_2_sumber,13.7
puskesmas,TARIK,-7.44315,112.47061,hanya_scrape_perlu_verifikasi,
puskesmas,URANGAGUNG,-7.442078,112.685913,terverifikasi_2_sumber,32.4
puskesmas,KEBOAN,-7.440002,112.232483,hanya_scrape_perlu_verifikasi,
puskesmas,WONOAYU,-7.43944,112.62785,terverifikasi_2_sumber,75.2
puskesmas,BRINGIN,-7.43158,111.525696,hanya_scrape_perlu_verifikasi,
puskesmas,PADAS,-7.429688,111.522095,terverifikasi_2_sumber,14.3
puskesmas,BUDURAN,-7.418579,112.726501,hanya_scrape_perlu_verifikasi,
puskesmas,TAMBAKBOYO,-7.418091,111.121704,terverifikasi_2_sumber,20.0
puskesmas,KEDUNGGALAR,-7.416382,111.312073,terverifikasi_2_sumber,23.2
puskesmas,BALONGBENDO,-7.414795,112.516296,terverifikasi_2_sumber,34.3
puskesmas,NGAWI,-7.414612,111.438904,terverifikasi_2_sumber,44.7
puskesmas,KASREMAN,-7.411194,111.511292,terverifikasi_2_sumber,31.8
puskesmas,KRIAN,-7.4103,112.58341,terverifikasi_2_sumber,51.4
puskesmas,SUKODONO,-7.405304,112.672516,hanya_scrape_perlu_verifikasi,
puskesmas,JETIS,-7.404602,112.475098,terverifikasi_2_sumber,50.4
puskesmas,GANTING,-7.403198,112.700684,terverifikasi_2_sumber,35.2
puskesmas,KUPANG,-7.402527,112.427673,terverifikasi_2_sumber,39.0
puskesmas,GONDANG,-7.399008,111.850011,terverifikasi_2_sumber,128.9
puskesmas,KEMLAGI,-7.396912,112.375488,terverifikasi_2_sumber,55.0
puskesmas,SEDATI,-7.393616,112.763489,terverifikasi_2_sumber,61.4
puskesmas,KABUH,-7.3927,112.215515,terverifikasi_2_sumber,21.9
puskesmas,BARENGKRAJAN,-7.3924,112.60031,hanya_scrape_perlu_verifikasi,
puskesmas,WALIKUKUN,-7.391602,111.22229,terverifikasi_2_sumber,19.1
puskesmas,NGAWI PURBA,-7.389587,111.461731,terverifikasi_2_sumber,23.8
puskesmas,GEDANGAN,-7.387207,112.728271,terverifikasi_2_sumber,34.1
